Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
2359,IDA Lakes,Pedda cheruvu,0.8,7.46,1506,22,10.6,,220,920,,,12.8,0,490,179,207,5.6,,480,84,65.61,67,155,906,,42,0.82,0.4,0.08,0.79,41.07,3.07
2342,IDA Lakes,Noor Md. Kunta,Less than  0.06,8.02,2109,32,23.55,,280,1600,,,7.31,0,375,300,195,5.6,,565,146,48.6,133,164,1289,,39,1.46,0.15,18,1.78,37.64,2.99
3070,IDA Lakes,"Fox sagar, Jeedimetla",3.9,7.56,1480,10,13.86,,43,540,,,19,0,355,242,64,2.8,,380,76,46.17,90,185,906,,12,0.18,BDL,10,1.14,50.44,4.11
1780,IDA Lakes,Gandigudem Tank,5,7.42,2372,18,45,0.2,6,170,5,0.4,35,0,220,320,63,62,40,336.27,72,38,76,172,1387.62,860.32,60,0.6,0.7,21,0.6,50.59,4.07
2358,IDA Lakes,Mallapur tank,Less than  0.06,7.32,1640,30,5,,180,560,,,28,0,340,228,160,5.2,,360,70,44.95,68,170,980,,32,6.2,1.6,14,1.12,49.29,3.88
2347,IDA Lakes,Asani Kunta,Less than  0.06,6.86,8590,172,54,0.8,36,150,  -,  -,225,0,972,1270,1012,295,210,1500.33,304,180,102,550,4939.25,3036.16,225,0.9,0.9,176,0.9,40.79,6.15
1783,IDA Lakes,Kistareddypet Tank,3.2,6.26,5150,20,40,0.75,10,35,4,0.38,40,0,490,640,64,50,22,944.67,220,96,115,238,2987,1837.0,42,0.62,0.5,38,0.8,34.13,3.36
2348,IDA Lakes,Khazipally Tank,DRY CONDITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,IDA Lakes,"Rudraram Tank, Rudraram (V), Patancheru (M), Sangareddy District",3.2,6.87,2334,10,30,0.45,6,40,  -,  -,36,0,190,338,47,34,25,440,88.11,53.42,45,132,1397.02,874.32,25,0.55,0.7,22,0.5,37.86,2.73
4240,IDA Lakes,"Muthangi Tank, Muthangi (V), Patancheru (M), Sangareddy District",5.6,6.96,1280,8,9,0.3,5,40,  -,  -,20,0,232,210,40,22,12,281.8,68,27.2,29,139,766.53,494.79,49,0.59,0.58,8,0.52,50.72,3.59
4241,IDA Lakes,"Chitkul Tank, Chitkul (V), Patancheru (M), Sangareddy district.",5.6,6.92,1834,10,22,0.52,5,70,  -,  -,30,0,200,248,53,40,22,364.0,72.09,44.68,48,116,1043.18,667.63,36,0.6,0.6,14,0.55,39.62,2.63
4242,IDA Lakes,"Lakadaram Cheruvu, Lakadaram (V), Patancheru (M), Sangareddy district.",5.2,7.25,1818,3.2,20,0.32,3,50,  -,  -,32,0,185,295,34,36,24,357.73,74,42,36,130,1088.07,679.81,38,0.68,0.59,11,0.49,43.03,2.98
4243,IDA Lakes,"Isnapur Tank, Isnapur (V), Patancheru (M), Sangareddy district.",2.5,6.94,7280,52,38,1.7,10,120,  -,  -,70,0,396,1398,285,90,33,1394.26,246,189.41,95,440,4214.03,2637.35,229,1.7,0.7,96,1.28,38.51,5.11
4246,IDA Lakes,Pashamylaram Tank,"Sample was not collected as details has been submitted  through mail by RO-SRD-I i.e, 7/2/2018  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,HMDA Area Lakes,Banjara Lake,1,7.12,1208,12,4.47,,220,920,,,23,0,370,140,76,2.8,,380,66,52.24,68,110,741,,41,3.84,BDL,23,1.25,36.72,2.44
1789,HMDA Area Lakes,"Himayathsagar lake (BM-Jan, Apr & Oct)",6,8.26,333,2,0.5,,Nil,10,,,2,25,120,34,20,BDL,,105,24,10.94,9,31,201,,9,0.01,BDL,5,0.33,37.57,1.31
3069,HMDA Area Lakes,"Shameerpet lake, Shameerpet",5.9,7.19,657,6,1.26,,11,220,,,16,0,130,95,40,1.4,,160,34,18.22,38,65,390,,16,0.13,BDL,6,1.29,45.59,2.23
3078,HMDA Area Lakes,"Pragathinagar cheruvu, Kukatpally",Less than  0.06,7.3,1595,28,5.73,,11,280,,,15,0,380,184,187,4.2,,405,88,44.95,112,150,960,,18,0.28,0.16,22,0.26,42.82,3.23
2340,HMDA Area Lakes,Lakshminarayana cheruvu,3,8.25,1220,8,1.2,,32,140,,,30,15,240,176,76,1,,280,64,29.16,52,120,760,,40,1.4,0.1,6,0.8,47.43,3.11
1788,HMDA Area Lakes,"Saroornagar Lake (BM-Jan, Apr & Oct)",Less than  0.06,7.22,1528,14,17.31,,170,540,,,31,0,425,158,88,2.8,,350,80,36.45,112,182.7,933,,63,0.48,0.15,21,1.34,51.18,4.23
4236,HMDA Area Lakes,Pedda Cheruvu (Nacharam cheruvu),Less than  0.06,7.04,1550,28,69.47,,13,23,,,38,0,435,180,230,7,,315,72,32.8,81,208,992,,50,8.84,0,20,0.19,56.91,5.08
4234,HMDA Area Lakes,"Umda sagar lake, Shamshabad",4.96,8.54,880,1,1.38,,8,17,,,32,50,180,142,8,4.2,,195,44,20.66,39,98,520,,19,0.34,0,13,0.84,50.04,3.04
1464,OTHER AREA LAKES,Bibinagar Tank,5.8,7.46,604,4,15,0.4,5,100,5.3,0.57,40,32,136,72,44,38,7,147.28,26,20,34,46,361.19,225.93,36,0.58,0.58,9,0.82,38.48,1.64
3086,OTHER AREA LAKES,Saki Tank,6.5,7.22,1291,6,24,0.62,Nil,40,4,0.7,32,25,240,168,28,34,14,279.1,59,32,56,134,760.4,462.32,25,0.7,0.59,16,0.85,49.15,3.48
3068,OTHER AREA LAKES,Ramappa lake,5.4,7.28,252,2,0.54,,NIL,10,,,6.78,0,95,21,10,Less than 0.1,,105,24,10.94,8,12,158,,4,0,0,2,0.18,19.44,0.51
1447,OTHER AREA LAKES,Dharmasagar tank,5.9,7.92,257,3,0.87,,NIL,8,,,4.62,0,95,18,11,Less than 0.1,,105,26,9.72,10,13,168,,4,0.01,Less than 0.01,2,0.31,20.73,0.55
2346,OTHER AREA LAKES,Bhadrakali tank,5.2,7.67,386,3,0.79,,NIL,17,,,8.42,0,120,42,12,Less than 0.1,,145,34,14.58,21,25,242,,8,0.02,Less than 0.01,2,0.63,26.82,0.9
3084,OTHER AREA LAKES,"Waddepally tank, Kazipet",4.9,7.53,683,8,0.89,,NIL,21,,,9.58,0,180,86,57,2.8,,195,42,21.87,39,64,432,,10,0.03,Less than 0.01,6,0.81,40.57,1.99
3085,OTHER AREA LAKES,Chinnawaddepally tank,4.5,7.41,1469,17,6.08,,27,220,,,12.82,0,285,264,76,5.6,,405,94,41.31,86,152,896,,20,0.06,0.31,13,0.97,43.81,3.28
2343,OTHER AREA LAKES,Premajipet tank,Less than  0.06,7.17,4750,26,5.89,,280,1600,,,19,0,355,812,175,4.2,,1370,272,167.67,960,514,2940,,28,1.71,1.54,17,1.61,44.38,6.02
2345,OTHER AREA LAKES,Sai Cheruvu,4.2,7.61,6420,86,3.29,,280,1600,,,14.63,0,170,1467,332,9.8,,515,118,53.46,700,1152,4112,,32,0.01,0.52,88,0.81,79.89,22.01
4222,OTHER AREA LAKES,"Koneru, Kondagattu temple, Jagitiyal",4.6,7.27,514,3,2.47,,8,24,,,5.5,0,125,66,24,1.4,,145,35.2,13.85,34,51,315,,16,0.09,0,3,0.83,42.57,1.84
4223,OTHER AREA LAKES,"Vemulawada temple Koneru , Karimnagar",1.8,6.85,1264,18,0.51,,14,220,,,26.1,0,195,236,107,Less than 0.1,,365,94,31.59,98,122,815,,37,0.06,0,6,0.62,41.47,2.77
4228,OTHER AREA LAKES,"Ibrahim Cheruvu, Rajendra Nagar",Less than  0.06,7.14,1769,31.79,31.79,,11,26,,,22,0,445,182,127,7,,390,82,44.95,82,180,1061,,29,12.28,0,22,0.31,48.2,3.95
4230,OTHER AREA LAKES,"Kistaipally Cheruvu, Kistaipally Village, Jinnaram Mandal, Sangareddy District",5.7,6.92,4030,10,22,0.9,Nil,Nil,3,0.36,5,22,478,795,54,15,5,1001.71,228,105,110,292,2375.89,1487.01,25,0.15,1.5,62,1.1,36.87,4.0
4231,OTHER AREA LAKES,"Rayam Cheruvu, Bonthapally Village, Jinnaram Mandal, Sangareddy District",6.5,6.84,1028,5,16,0.48,32,42,6,0.33,2.8,25,245,136,34,7,1.9,281.6,60,32,48,76,630,394.24,26,0.11,0.7,10,0.78,35.81,1.96
4232,OTHER AREA LAKES,"Komati Cheruvu, Siddipet Town, Siddipet District",6.8,7.6,679,6,10,0.9,3,70,5.5,0.55,3.6,30,158,79,32,8.2,0.8,210.19,38,28,20,48,394,246.13,20,0.19,1.1,9,1.1,31.86,1.43
4235,OTHER AREA LAKES,Lake Kamuni( Shamshabad Lake),3.57,8.04,1947,9,22.96,,79,540,,,37,0,280,310,60,8.4,,310,64,36.45,215,280,1246,,12,0.46,0,22,1,64.16,6.89
4233,OTHER AREA LAKES,"Gaddapotharam cheruvu, Gaddapotharam village, Jinnaram mandal, Sangareddy dist",2.5,6.66,5330,20,32,0.36,6,150,6,0.41,4.5,16,360,1124,98,14,9,1436.19,308,162,149,294,3120.72,1981.28,58,0.2,1.5,48,1.52,29.79,3.36
4237,OTHER AREA LAKES,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",2.3,7.82,1843,56.72,56.72,,220,540,,,26,0,410,240,119,4.2,,425,72,59.53,120,200,1178,,46,1.88,0.18,18,1.19,49.08,4.2
4238,OTHER AREA LAKES,"Ameenpur Cheruvu, Ameenpur (V&M), Sangareddy District",6.8,6.96,1268,8,22,0.4,6,120,5.6,0.5,22,36,214,228,43,30,22,251.86,48,32.05,38,124,728.57,455.14,30,0.6,0.62,12,0.65,50.06,3.39
4239,OTHER AREA LAKES,"Mahaboobsagar Tank, Sangareddy (V&M), Sangareddy District",6.5,7.01,1282,10,18,0.36,2,42,  -,  -,25,0,245,165,49,38,8,250.14,54,28,28,124,750.23,466.19,32,0.6,0.65,6,0.6,50.96,3.4
4244,OTHER AREA LAKES,"Erdanoor Tank, Erdanoor (V), Sangareddy district.",7.2,7.3,2871,8,30,0.26,3,36,  -,  -,25,0,202,275,38,45,16,438.25,98,47,69,110,1632.16,1019.71,40,0.62,0.5,12,0.86,34.39,2.28
4245,OTHER AREA LAKES,"Mallepally Tank, Mallepally (V), Kondapur (M), Sangareddy district.",6.8,7.98,2452,8.6,34,0.32,4,36,  -,  -,22,0,315,298,42,40,12,419.15,92,46,42,136,1440.67,897.91,36,0.65,0.56,16,0.75,40.07,2.88
4247,OTHER AREA LAKES,"Mucharla Nagaram cheruvu, Warangal",4.7,7.8,1007,10,2.82,,10,84,,,15.58,0,260,158,72,2.8,,250,42,35.23,43,125,622,,45,1.14,0.1,2,0.94,51.65,3.42
4248,OTHER AREA LAKES,"Koti Cheruvu, Hanamkonda, Warangal",4.3,6.85,1113,6,10.83,,10,94,,,10.8,0,250,142,38,4.2,,285,54,36.45,95,121,695,,10,2.85,BDL,12,0.7,46.53,3.11
4229,OTHER AREA LAKES,Neknampur Lake,Less than  0.06,7.08,1425,15,0,,12,21,,,28,0,420,140,87,9.8,,440,78,59.53,66,115,883,,15,12.34,BDL,14,0.76,35.16,2.38
15,Borewells,Borewell at Koyyura,Borewell sample not collected due to dried up ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Borewells,Borewell at Manakondur,3.5,7.32,1161,7,4.32,,NIL,230,,,12,0,240,168,26,2.8,,285,66,29.16,96,136,726,,6,0.02,0,1.98,1.08,50.57,3.49
3094,Borewells,"Bore well at Akbarnagar, Ramagundam",3.2,7.81,889,6,0,,8,130,,,0.26,0,145,152,30,1.4,,245,68,18.22,92,95,554,,5,0.04,0,6,0.77,44.88,2.63
1793,Borewells,Open well at Kundanpally near ash ponds of NTPC,3,7.69,1945,6,1.49,,18,540,,,0.38,0,325,328,58,4.2,,535,86,77.76,169,196,1210,,8,0.08,0,8,1.27,43.69,3.67
1791,Borewells,Borewell at Pydipally near East side of Sai cheruvu,-,7.29,1528,12,8.2,,NIL,12,,,8.68,0,295,263,68,4.2,,505,126,46.17,86,123,946,,3,0.01,0.21,11,1.6,33.9,2.37
1792,Borewells,"Borewell at CKM College, Enamamula",-,7.99,1511,4,14.5,,NIL,14,,,7.93,0,355,213,26,5.6,,385,94,36.45,98,168,924,,3,0.2,0.24,19,0.78,47.04,3.71
16,Borewells,Open well at Tadavai,4.4,7.92,739,4,15.85,,NIL,15,,,6.32,0,215,78,30,Less than 0.1,,245,50,29.16,41,54,478,,2,0,0,7,0.91,31.48,1.5
1811,Borewells,Borewell at Rudravelli near Primary School,  -,6.63,1845, -,22,0.25,  -,  -,  -,  -,4,0,208,254,18,10,7,343.76,75,38,48,122,1068,699.54,36,0.25,1.2,12,1.12,42.34,2.85
27,Borewells,B/w at Peddavoora,  -,6.43,2606, -,28,0.18,  -,  -,  -,  -,4.9,0,280,268,26,16,10,374.47,84,40,52,150,1554,971.25,30,0.22,1,15,1.02,45.17,3.36
1525,Borewells,Borewell at Pashamylaram near M/s.Sri Chaitanya Chlorides,  -,7.15,3120,,28,0.65,  -,  -,  -,  -,2,-,340,495,22,30,28,657.77,115,90,90,192,1710,1009,-,0.5,0.7,25,0.85,37.54,3.24
1795,Borewells,Borewell at Bollaram near Panchayat Office,  -,7.1,3640,,49,0.85,  -,  -,  -,  -,34,0,145,720,29,25,38,1288,318,120,50,410,2178,1510,10,0.4,0.55,22,0.4,40.25,4.95
1810,Borewells,"Borewell at Bodhan, Sriramnagar colony, Shakkarnagar, NZB", -,7.03,2918,-,24,0.55,  -,  -,  -,  -,4,-,360,480,15,30,28,657.77,115,90,90,192,1710,1009,-,0.5,0.7,25,0.85,37.54,3.24
1515,Borewells,"Borewell at Nagaram, Palvancha",5.23,7.24,1001,7,7.85,,NIL,18,,,10,0,275,123,65,4.2,,325,66,38.88,62,82,656,,6,0.1,0,8,0.38,34.58,1.97
3088,Borewells,"B/w at J.Narasimha Rao’s house, 14Nos. area, Ramavaram, near MWS dumpsite, Kothagudem",5.63,6.51,1776,7,11.38,,NIL,6,,,8,0,335,264,46,8.4,,450,118,37.66,178,196,1124,,6,1.21,0.37,8,0.33,47.97,4.01
