Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
2372,River Godavari,Kinnerasani after confluence of KTPS ash pond effluents,4.2,7.98,454,3,0.32,0.27,0,226,,,32,17,134,44,19,1.4,0.2,166,40,16,28,33,284,231,44,1.18,0.12,6,1.02,29.15,1.11
2373,River Godavari,Kunavaram at Sabari,6.2,7.7,92,BDL,0.38,0.34,NIL,6,,,4,0,37,10,6,0,,49,12,5,6,8,60,42,6,1.05,0,1,0.2,25.02,0.49
4250,River Godavari,"Palair reservoir, Khammam",5.5,7.78,539,2,18,1.7,0,8,,,4.21,0,145,68,10,0,,172,38.4,18.47,27,44,341,268,7,0.01,0.12,3,0.93,35.11,1.45
4251,River Godavari,"Downstream of Munneru River, Prakash nagar, Khammam",1.8,7.72,956,10,,22.16,0,5,,,6.68,0,230,137,48,1.4,0.3,275,76.8,20.17,48,92,604,472,16,0.38,0.23,6,1.63,41.35,2.41
3080,River Godavari,U/s of Karakavagu at Paloncha,5.1,7.98,382,5,0.74,,NIL,81,,,10,0,187,72,21,1.4,0.2,324,87,26,5,38,254,198,5,1.14,0,2,0.86,20.1,0.92
3081,River Godavari,D/s of Karakavagu at Paloncha,3.9,8.05,407,7,1.48,,NIL,116,,,17.8,0,185,54,33,4.2,0.9,349,92,29,37,41,263,216,45,1.08,0,6,0.76,19.91,0.95
2349,River Godavari,Nakka vagu at Bachugudem,4.6,7.43,1903,12,37,1.1,2,54,,,45,42,299,225,78,26,8,452,108,44,49,103,1254,1011,38,0.63,0.69,20,0.98,31.86,2.1
1784,River Krishna,River Krishna at Thangadi,6.1,8.1,1320,5,16,,NIL,38,,,19,0,296,78,31,2.2,0.4,487,152,26,114,112,808,652,8,0.2,1.6,2.1,0.9,33.15,2.2
39,River Krishna,"River Krishna at Gadwal bridge (BM-Jan, Apr & Oct)",6.4,8.22,1120,5,2,0.38,NIL,30,,,14,4,266,87,33,1.2,0.1,391,94,38,102,120,749,592,6,0.09,2.8,1.9,0.9,39.73,2.63
4225,River Krishna,"Jogulamba Temple, Gadwal",6.2,7.78,456,2,2,0.01,,15,,,10,20,120,40,15,10,2,140,35,13,15,14,287,221,8,0.03,2.36,2,0.82,17.42,0.51
4259,River Krishna,Sample from Nagarjuna Sagar Dam Spill way,6.4,8.1,702,,3,0.11,,,5,6.8,2.1,14,180,65,1,8,4.1,260,72,19,59,21,429,337,6,0.03,1.19,8,0.72,14.49,0.57
1465,River Krishna,River krishna at wadepally,6.5,8.35,1320,5,26,0.69,4,37,,,35,27,140,189,31,21,5.4,312,82,26,64,70,815,647,25,0.62,0.5,10,0.59,31.81,1.72
4252,River Krishna,"Udaya Samudram balancing Reservoir, Panagal (V), Nalgonda (Town & District)",,7.57,707,2,3,0.11,7,38,6,0.77,1.5,12,148,76,15,18,3.2,173,42,17,40,28,430,349,18,0.14,2.72,10,1.04,24.39,0.92
1172,River Musi,"U/s of Musi at Gandipet (Osmansagar lake) (BM-Jan, Apr & Oct)",5,7.7,330,2,0.88,,NIL,10,,,4,0,106,36,20,0.6,0.1,118,24,14,12,21,202,167,4,0.06,0.25,4,0.35,26.99,0.84
4253,River Musi,Musi sample at Bapughat sangam U/S of Musi,Less than  0.06,7.62,1820,20,0.1,,,,,,,,,213,111,,,,,,52,,1183,,15,,,,,,
2339,River Musi,River Musi at Nagole,Less than  0.06,7.72,1820,22,16.8,,20,160,,,38,0,510,178,198,1.4,0.3,478,114,47,78,140,1184,942,22,3.2,2.4,16,0.98,37.77,2.78
1173,River Musi,"D/s. of Musi at Pratapasingaram (BM-Jan, Apr & Oct)",Less than  0.06,7.66,1580,22,24.4,,NIL,260,,,32,0,450,180,174,1,0.2,437,144,19,102,143,965,763,20,3.2,1.1,14,1.1,40.48,2.97
4254,River Musi,River Musi sample at Rudravelly bridge,5.8,7.06,1484,5,8,2.38,18,138,5,0.7,9,22,262,152,37,15,1.9,300,64,34,61,84,911,721,24,1.05,3.19,6,1.01,37.12,2.1
3082,River Musi,River Musi at Kasaniguda,6,7.83,1603,4,20,0.7,6,32,,,39,30,290,210,30,29,8,482,122,43,46,118,958,770,32,0.65,0.6,12,0.62,33.93,2.33
1391,GHMC Areas Lakes /Tanks/ Cheruvus,Hussain sagar Lake,0.9,7.7,1588,12,9.8,,70,580,,,8,0,410,180,122,10,1.2,440,94.4,49.57,98,148,985,783,80,6.2,0.85,12,1.24,41.27,3.06
3071,GHMC Areas Lakes /Tanks/ Cheruvus,Langarhouse lake,Less than  0.06,7.21,1522,16,16,,NIL,640,,,4,0,430,140,140,6.4,1.4,468,95.2,55.89,82,116,975,776,88,12,0.75,14,1.44,34.03,2.32
2341,GHMC Areas Lakes /Tanks/ Cheruvus,Miralam tank,1.6,7.88,1644,8,6.8,,10,440,,,4,0,348,204,102,2.4,0.5,440,119.2,34.51,84,130,1086,872,12,6.55,0.92,12,1.61,38.2,2.69
3073,GHMC Areas Lakes /Tanks/ Cheruvus,"Hasmathpet lake, Hasmathpet",Less than  0.06,7.44,1456,16,10.8,,10,440,,,30,0,488,120,158,0.9,0.1,510,111.2,56.38,48,92,856,689,14,0.24,1.24,2,1.66,27.95,1.77
3072,GHMC Areas Lakes /Tanks/ Cheruvus,Safilguda lake,Less than  0.06,7.6,1790,14,14,,20,540,,,8,0,456,210,140,1.1,0.2,458,112,43.25,88,184,1142,909,12,10,1,10,1.8,45.82,3.73
3075,GHMC Areas Lakes /Tanks/ Cheruvus,Rangadhamuni cheruvu,Less than  0.06,7.45,1610,14,14.8,,22,440,,,6,0,498,154,142,1.2,0.1,410,87,47,60,164,958,762,20,10.02,1.2,12,1.05,45.4,3.51
3076,GHMC Areas Lakes /Tanks/ Cheruvus,"Amber cheruvu, Kukatpally",Less than  0.06,7.45,1640,14,7.4,,20,410,,,14,0,388,228,120,1.2,0.2,418,88,48,74,166,1045,829,38,4.8,0.42,12,1,45.32,3.52
3077,GHMC Areas Lakes /Tanks/ Cheruvus,"Kapra cheruvu, Kapra",2,7.42,1422,6,5,,10,210,,,4.56,0,344,170,70,0.4,0.1,480,100,55.89,108,92,896,723,10,4,1.23,14,1,28.54,1.82
2357,GHMC Areas Lakes /Tanks/ Cheruvus,Durgam cheruvu,2,7.21,1170,6,2.6,,NIL,400,,,6,0,328,133,66,2.3,0.5,405,84,47,74,92,785,632,6,2.1,1.52,8,0.79,32.46,1.99
2344,IDA Lakes,Nalla cheruvu,Less than  0.06,7.6,1520,20,28.4,,30,400,,,18,0,375,160,211,1.1,0.2,446,90,54,112,119,965,763,36,4,1.2,16,1,35.48,2.44
2359,IDA Lakes,Pedda cheruvu,Less than  0.06,7.3,1688,16,13.8,,NIL,490,,,7.83,0,390,176,138,2.1,0.6,482,101,56,99,118,1023,811,48,6.89,0.62,14,1.56,33.74,2.33
2342,IDA Lakes,Noor Md. Kunta,Less than  0.06,8.02,2988,26,12,,30,450,,,5.93,0,680,444,212,4.1,0.9,788,194.4,73.39,110,286,1874,1493,40,6.99,0.42,18,2.14,43.28,4.42
3070,IDA Lakes,"Fox sagar, Jeedimetla",3.8,7.22,1148,6,1.4,,NIL,310,,,4,0,268,174,60,1.4,0.3,366,94.4,31.59,44,92,708,558,4,0.14,1.1,4,1.05,34.92,2.09
1780,IDA Lakes,Gandigudem Tank,6.4,7.08,2352,21,33.7,0.6,9,158,,,49,32,230,315,102,32,8,418,98,42,82,107,1398,1102,58,0.58,0.86,30,0.75,33.66,2.27
2358,IDA Lakes,Mallapur tank,Less than  0.06,7.4,1998,22,4.7,,80,700,,,8,0,440,234,210,2,0.4,540,112,63,140,168,1187,934,66,12,0.42,28,1,38.7,3.14
2347,IDA Lakes,Asani Kunta,Less than  0.06,7.17,7680,110,40,1.09,4,125,,,220,110,810,1704,924,251,142,1343,284,154,148,787,4752,3792,252,1.2,0.98,114,1.25,53.32,9.31
1783,IDA Lakes,Kistareddypet Tank,5,6.86,5260,13,51,0.7,2,65,,,56,35,510,428,69,30,13,843,186,92,174,227,3185,2542,49,0.75,0.62,39,0.96,35.46,3.39
2348,IDA Lakes,Khazipally Tank,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,IDA Lakes,"Rudraram Tank, Rudraram (V), Patancheru (M), Sangareddy District",7.4,6.98,2093,6.7,25,0.59,4,96,6,0.6,40,37,196,370,45,39,20,481,120,44,39,134,1249,756,29,0.68,0.59,16,0.52,37,2.7
4240,IDA Lakes,"Muthangi Tank, Muthangi (V), Patancheru (M), Sangareddy District",5.5,7.26,1241,3.6,26,0.49,NIL,25,6,0.6,25,32,200,130,24,28,9,277,61,30,24,70,784,621,34,0.48,0.5,3,0.69,35.1,1.83
4241,IDA Lakes,"Chitkul Tank, Chitkul (V), Patancheru (M), Sangareddy district.",6.5,7.19,1944,3.8,32,0.62,,38,4.6,0.66,37,30,232,272,27,39,9,481,120,44,39,94,1123,892,25,0.59,0.5,10,0.56,29.17,1.86
4242,IDA Lakes,"Lakadaram Cheruvu, Lakadaram (V), Patancheru (M), Sangareddy district.",Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,IDA Lakes,"Isnapur Tank, Isnapur (V), Patancheru (M), Sangareddy district.",6.5,6.85,6560,3.2,39,1.09,NIL,72,2,0.2,108,95,328,980,202,98,24,594,190,29,74,512,4078,3258,210,1.2,0.85,36,1.19,63.42,9.12
4246,IDA Lakes,Pashamylaram Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,HMDA Area Lakes,Banjara Lake,Less than  0.06,7.6,1124,16,18,,30,540,,,10,0,266,130,129,1.8,0.2,310,67,34,60,96,721,568,34,7.98,1.02,10,1.78,39.33,2.37
1789,HMDA Area Lakes,"Himayathsagar lake (BM-Jan, Apr & Oct)",5.7,7.64,340,2,0.6,,NIL,10,,,2,0,102,38,28,0.3,0.1,114,26,12,8,20,219,169,4,0.12,0.22,4,0.3,26.57,0.81
3069,HMDA Area Lakes,"Shameerpet lake, Shameerpet",4.6,7.47,534,4,1,,NIL,10,,,6,0,140,58,32,0.2,0.1,140,32.8,14.09,28,50,352,274,10,0.15,0.4,5,0.99,42.49,1.83
3078,HMDA Area Lakes,"Pragathinagar cheruvu, Kukatpally",Less than  0.06,7.4,1758,20,7.8,,20,440,,,10,0,406,192,168,1,0.2,446,94,51,90,144,1099,883,48,8.8,0.48,12,1.23,40.34,2.96
2340,HMDA Area Lakes,Lakshminarayana cheruvu,3.8,7.52,1455,6,3.4,,NIL,340,,,6,0,250,244,78,1,0.3,349,72,41,66,130,905,727,6,0.2,0.45,12,1.4,43.56,3.02
1788,HMDA Area Lakes,"Saroornagar Lake (BM-Jan, Apr & Oct)",Less than  0.06,7.71,1702,14,13.4,,60,580,,,12,0,377,188,128,1.4,0.5,428,102,42,118,158,1089,863,50,6.18,1.2,12,1.56,43.54,3.31
4236,HMDA Area Lakes,Pedda cheruvu (Nacharam Cheruvu),0,7.27,1344,30,23,1.57,NIL,235,,,28.2,0,34,195,307,12.6,2.8,392,88,42,61,59,925,748,50,2.47,0.42,4,0.86,24.27,1.29
4234,HMDA Area Lakes,"Umda sagar lake, Shamshabad",2.1,8.12,865,10,38,0.26,NIL,26,,,7.15,0,190,116,72,1.4,0.2,220,54,21,71,92,532,419,9,0.09,0.05,11,2.17,45.81,2.68
1464,OTHER AREA LAKES,Bibinagar Tank,6.1,7.97,580,4,16,0.5,5,57,,,36,24,99,68,27,21,5,159,42,13,30,35,359,281,30,0.52,0.52,8,0.75,30.99,1.21
3086,OTHER AREA LAKES,Saki Tank,6.9,7.48,1297,8,32,0.59,2,53,,,32,20,208,176,68,29,3.4,302,68,32,78,108,796,630,35,0.52,0.55,28,0.78,40.9,2.7
3068,OTHER AREA LAKES,Ramappa lake,5.9,7.24,238,2,0.42,,0,84,,,15,0,119,27,10,0,,122,24,15,14,14,154,118,6,0.01,0.56,2,0.68,19.57,0.55
1447,OTHER AREA LAKES,Dharmasagar tank,5.2,8.06,327,3,0.3,,0,13,,,8,0,121,26,14,0,,130,34,11,14,24,211,173,10,0.38,Less than 0.1,2.2,0.79,28.08,0.91
2346,OTHER AREA LAKES,Bhadrakali tank,5.4,7.54,789,3,0.3,,0,36,,,6,0,198,122,12,0,,286,65,30,24,52,472,382,10,0.1,0.16,4,0.98,27.87,1.33
3084,OTHER AREA LAKES,"Waddepally tank, Kazipet",5.8,7.96,568,4,3.7,,0,4,,,12,0,192,58,32,1.4,0.2,214,42,19,17,41,365,298,28,0.12,0.02,5.5,1.2,31.79,1.31
3085,OTHER AREA LAKES,Chinnawaddepally tank,3.4,7.34,1682,8,8.2,,0,324,,,10,0,284,316,48,7,1,340,80.8,33.53,24,236,1108,881,70,0.38,0.3,22,1.6,58.1,5.55
2343,OTHER AREA LAKES,Premajipet tank,Less than  0.06,7.6,3888,22,5.1,0.34,20,440,,,8,0,722,678,224,2.4,0.3,1100,232,126.36,330,444,2496,1988,20,14.25,0.34,12,1.6,46.25,5.8
2345,OTHER AREA LAKES,Sai Cheruvu,1.3,7.66,24770,286,49.2,0.41,0,680,,,72,0,462,12142,721,16,2.4,1320,268.8,157.46,782,3410,15845,12608,260,0.86,0.58,41,0.78,84.3,40.68
4222,OTHER AREA LAKES,"Konuru at Kondagattu temple, Jagityal",Less than  0.06,7.46,1385,24,19,0.9,NIL,138,,,119,0,460,129,162,5.6,0.7,456,105.6,46.66,54,98,896,711,135,0.13,0.15,25,2.51,30.28,1.99
4223,OTHER AREA LAKES,"Koneru at Vemulawada temple, Karimnagar",Less than  0.06,7.29,1419,20,34,1.57,NIL,520,,,104,0,255,263,142,4.2,0.7,488,115.2,48.6,50,80,897,712,7,0.14,0.58,25,1.23,24.97,1.57
4228,OTHER AREA LAKES,"Ibrahim Cheruvu, Rajendra Nagar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,OTHER AREA LAKES,"Kistaipally Cheruvu, Kistaipally Village, Jinnaram Mandal, Sangareddy District",8.5,7.37,4710,7,10,0.5,NIL,52,3,0.3,2.7,42,460,870,81,15,3.3,1199,248,141,148,289,2864,2282,25,0.02,1.7,54,1.57,32.98,3.62
4231,OTHER AREA LAKES,"Rayam Cheruvu, Bonthapally Village, Jinnaram Mandal, Sangareddy District",7,7.61,974,6,7,0.48,2,56,,,1.8,25,210,150,52,5,0.8,280,64,29,23,49,612,475,28,0.03,1.08,14,1.05,26.28,1.27
4232,OTHER AREA LAKES,"Komati Cheruvu, Siddipet Town, Siddipet District",8.6,7.68,711,4,4,0.36,,32,5,0.8,2.5,18,186,70,33,8,1.4,270,74,21,29,35,486,383,24,0.07,1.26,4,1.17,21.51,0.92
4235,OTHER AREA LAKES,Lake Kamuni (Shamshabad lake),Less than  0.06,7.65,1444,22,,2.87,NIL,14,,,26.6,0,202,324,100,1.4,0.2,396,84,45,65,148,923,744,5,0.02,0.41,15,1.87,43.57,3.23
4233,OTHER AREA LAKES,"Gaddapotharam cheruvu, Gaddapotharam village, Jinnaram mandal, Sangareddy dist",8.5,7.32,5400,21,20,0.29,6,140,3,0.4,3,28,454,980,130,12,3.1,1429,352,134,148,260,3387,2714,32,0.04,1.92,46,1.18,27.4,2.98
4237,OTHER AREA LAKES,"Mullakatwa Cheruvu, Hitech city, Madhapur",Less than  0.06,7.75,1412,22,,5.26,NIL,19,,,3.27,0,380,166,104,5.6,1.3,356,76,41,35,128,875,707,11,0.96,BDL,18,2.22,42.02,2.93
4238,OTHER AREA LAKES,"Ameenpur Cheruvu, Ameenpur (V&M), Sangareddy District",6.8,7.23,1220,5.8,20,0.5,9,180,4.6,0.66,25,32,184,220,39,30,8,269,60,29,36,98,754,609,32,0.6,0.5,18,0.65,42.02,2.59
4239,OTHER AREA LAKES,"Mahaboobsagar Tank, Sangareddy (V&M), Sangareddy District",6.8,7.45,1085,4.8,16,0.46,12,162,6,0.77,28,30,232,132,32,35,9,199,42,23,26,90,689,546,22,0.55,0.6,5,0.65,48.56,2.76
4244,OTHER AREA LAKES,"Yerdanoor Tank, Yerdanoor (V), Sangareddy district.",7.9,7.26,1065,4.9,36,0.5,2,90,5,0.66,25,32,156,190,39,32,8,245,52,28,30,72,635,516,22,0.5,0.68,8,0.59,37.86,1.99
4245,OTHER AREA LAKES,"Mallepally Tank, Mallepally (V), Kondapur (M), Sangareddy district.",6.5,7.22,1825,8.7,16,0.57,5,110,5,0.8,32,45,196,250,58,38,9,420,91,47,42,90,1124,892,25,0.6,0.5,20,0.52,30.35,1.9
4247,OTHER AREA LAKES,"Mucharlanagaram Cheruvu, Warangal",2.6,6.94,1267,18,15,0.47,NIL,69,,,24,0,245,221,72,2.8,0.3,260,60,27,72,158,812,654,10,0.19,2.16,22,2.15,54.16,4.24
4248,OTHER AREA LAKES,"Koti Cheruvu, Hanamkonda",2.3,7.08,1118,12,9,0.46,NIL,468,,,7.55,0,242,172,68,1.4,0.3,260,52.8,31.1,69,130,714,566,12,1.91,0.09,15,2,50.16,3.49
4229,OTHER AREA LAKES,"Neknampur Lake, Rangareddy dist",Less than  0.06,7.29,1500,40,34,1.92,NIL,317,,,22.6,0,266,256,247,1.4,0.2,332,73,36,55,160,902,726,17,2.01,0.43,17,2.36,49.54,3.82
15,Borewells,Borewell at Koyyura,,,,,,,,,,,,,,,,,,,,,32,68,,,,1.22,0.51,5,1.21,95.84,
1794,Borewells,Borewell at Manakondur,,,,,,,,,,,,,,,,,,,,,49,72,,,,1.28,0.48,3,1.12,97.6,
3094,Borewells,"Bore well at Akbarnagar, Ramagundam",,,,,,,,,,,,,,,,,,,,,62,51,,,,1.11,0.38,8,0.4,91.53,
1793,Borewells,Open well at Kundanpally near ash ponds of NTPC,,,,,,,,,,,,,,,,,,,,,87,168,,,,1.23,0.42,37,0.6,88.5,
1791,Borewells,Borewell at Pydipally near East side of Sai cheruvu,,,,,,,,,,,,,,,,,,,,,69,47,,,,0.32,0.04,1,1.2,98.76,
1792,Borewells,"Borewell at CKM College, Enamamula",,,,,,,,,,,,,,,,,,,,,89,108,,0,,0.01,0.03,19,0.4,90.6,
16,Borewells,Open well at Tadavai,,,,,,,,,,,,,,,,,,,,,39,73,,0,,0.04,0.42,2,1.2,98.41,
1811,Borewells,Borewell at Rudravelli near Primary School,,,,,,,,,,,,,,,,,,,,,54,214,,,,0.58,0.53,6,0.9,98.37,
27,Borewells,B/w at Peddavoora,,,,,,,,,,,,,,,,,,,,,56,156,,,,0.63,0.63,10,0.5,96.36,
1525,Borewells,Borewell at Pashamylaram near M/s.Sri Chaitanya Chlorides,,,,,,,,,,,,,,,,,,,,,53,238,,,,0.29,0.39,15,0.4,96.42,
1795,Borewells,Borewell at Bollaram near Panchayat Office,,,,,,,,,,,,,,,,,,,,,62,376,,,,0.27,0.52,16,0.7,97.55,
1810,Borewells,"Borewell at Bodhan, Sriramnagar colony, Shakkarnagar, NZB",,,,,,,,,,,,,,,,,,,,,99,231,,,,0.33,0.53,7,0.7,98.24,
1515,Borewells,"Borewell at Nagaram, Palvancha",,,,,,,,,,,,,,,,,,,,,67,94,,,,1.14,0.36,7,0.9,95.79,
3088,Borewells,"B/w at J.Narasimha Rao’s house, 14Nos. area, Ramavaram, near MWS dumpsite, Kothagudem",,,,,,,,,,,,,,,,,,,,,89,102,,,,0.78,0.37,9,0.8,95.05,
4261,Borewells,"Borewell at M/s Shalini Steels Ltd., IDA Bollaram, Jinnaram Mandal, Sangareddy District",,7.12,6120,,15,0.35,,,,,2.8,,610,1220,48,10,2,1759,385,193,186,340,3752,2985,4,0.02,1.37,52,1.63,28.73,3.52
4262,Borewells,"Borewell near Grampanchyat Office, Kistaipally village, Jinnarm Mandal, Sangareddy District",Less than  0.06,6.9,1694,2.5,62,0.48,,,,,1.8,22,286,160,9,15,1.2,308,67,34,46,84,1098,893,,0.3,1.58,20,0.93,35.29,2.08
4263,Borewells,"Borewell near MPP School, Gaddapotharam Village, Jinnaram Mandal, Sangareddy District",,7.34,3590,,30,0.28,,,,,2,BDL,460,610,54,7,1,1279,380,80,160,110,2245,1745,,0.01,1.18,20,0.96,15.45,1.34
4276,Borewells,"Borewell near Grampanchyat Office, Khazipally village, Sangareddy District",Less than  0.06,7.82,2036,,48,0.39,,,,,1.9,BDL,430,190,2,2,0.9,590,88,90,94,84,1190,795,8,0.01,,10,1.93,23,1.5
4267,Borewells,Borewell IDA Kattedan,,7.82,2036,,48,0.39,,,,,1.9,BDL,430,190,2,2,0.9,590,128,66,94,84,1289,1008,8,0.01,,10,1.93,23.1,1.5
4260,Borewells,"Bore well near MSW Dump yard, Medak Town, Medak District",,7.7,1168,2,6,0.74,,,,,2.4,28,280,75,10,15,7,440,116,36,52,11,705,542,4,0.01,1.12,6,1.87,5.07,0.23
