Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia  (mg/L),Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),Sodium %,SAR
4675,Lakes & Tanks ,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",0.9,7.81,880,16,4,Not Analysed,28,280,,,,22,Less than 1,205,138,79,2.4,Not Analysed,Not Analysed,280,58.4,32.56,68,88,525,,15,0.68,Not Analysed,0.22,4,0.9,40.01,2.28
4680,Lakes & Tanks ,Laknavaram lake,5.7,7.66,116,2.1,2,Not Analysed,Less than 2,74,,,,6,Less than 1,30,16,12,Less than 1,Not Analysed,Not Analysed,35,8,3.65,8,11,72,,4,Less than 0.01,Not Analysed,Less than 0.01,2,Less than 0.01,38.78,0.81
4681,Lakes & Tanks ,Pakala lake Narsampet,5.8,8.24,376,2.1,1.8,Not Analysed,Less than 2,19,,,,4,10,146,30,8,Less than 1,Not Analysed,Not Analysed,150,34,15.79,10,22,240,,4,Less than 0.01,Not Analysed,Less than 0.01,2,0.8,23.77,0.78
4682,Lakes & Tanks ,Bandham Cheruvu,Less than 0.1,8.04,1110,18,2.6,Not Analysed,18,280,,,,18,Less than 1,182,200,103,1.4,Not Analysed,Not Analysed,205,38,26.73,91,164,720,,24,0.42,,0.22,1.2,1,63.16,4.96
4688,Lakes & Tanks ,"Narinja River, Kothur - B (V), Zaheerabad",Sample was not collected as it was in dry condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Lakes & Tanks ,Hussain sagar Lake,2,7.72,1468,10,4.6,Not Analysed,22,350,,,,18,Less than 1,345,188,78,2.2,Not Analysed,Not Analysed,380,84,41.31,108,158,894,,12,2,Not Analysed,0.2,4,0.8,47.0,3.51
3071,Lakes & Tanks ,Langarhouse lake,Less than 0.1,7.26,1408,26,0.8,Not Analysed,32,350,,,,26,Less than 1,270,240,162,3.8,Not Analysed,Not Analysed,390,76.8,48.11,90,146,920,,28,1.8,Not Analysed,0.36,2.8,0.94,44.49,3.2
2341,Lakes & Tanks ,Miralam tank,Less than 0.1,7.82,1382,20,11.2,Not Analysed,22,350,,,,18,Less than 1,330,210,90,3.2,Not Analysed,Not Analysed,420,96.8,43.25,86,136,898,,18,2,Not Analysed,0.34,4.8,0.82,40.83,2.88
3073,Lakes & Tanks ,"Hasmathpet lake, Hasmathpet",Less than 0.1,7.24,1412,26,20.2,Not Analysed,32,420,,,,18,Less than 1,386,180,158,4,Not Analysed,Not Analysed,442,89.6,52.97,94,136,882,,20,2.4,Not Analysed,0.38,5.8,0.92,39.54,2.8
3072,Lakes & Tanks ,Safilguda lake,Less than 0.1,7.48,1540,26,22,Not Analysed,20,32,,,,28,Less than 1,340,220,152,3.6,Not Analysed,Not Analysed,380,83.2,41.8,92,168,1012,,24,2,Not Analysed,0.3,6.6,1.1,48.32,3.74
3075,Lakes & Tanks ,Rangadhamuni cheruvu,Less than 0.1,7.34,1498,16,4.1,Not Analysed,20,230,,,,18,Less than 1,320,208,92,3.6,Not Analysed,Not Analysed,345,76.8,37.18,120,180,912,,30,1.6,Not Analysed,0.32,5.8,0.98,52.48,4.2
3076,Lakes & Tanks ,"Amber cheruvu, Kukatpally",Less than 0.1,7.16,1688,28,20.2,Not Analysed,22,350,,,,24,Less than 1,380,232,194,3,Not Analysed,Not Analysed,420,100,41.31,110,186,1088,,24,1.9,Not Analysed,0.34,4.6,0.96,48.58,3.94
3077,Lakes & Tanks ,"Kapra cheruvu, Kapra",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,Lakes & Tanks ,Durgam cheruvu,Less than 0.1,7.32,1192,18,7.2,Not Analysed,20,350,,,,20,Less than 1,270,160,108,3,Not Analysed,Not Analysed,295,68,30.38,90,136,752,,12,1.2,Not Analysed,0.28,4.4,0.9,49.45,3.43
2344,Lakes & Tanks ,Nalla cheruvu,Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,Lakes & Tanks ,Pedda Cheruvu (Nacharam cheruvu),Less than 0.1,7.89,1615,32,2.8,Not Analysed,24,320,,,,16,Less than 1,380,210,180,4.8,Not Analysed,Not Analysed,415,94,43.74,108,174,1050,,18,2.15,Not Analysed,0.36,3,0.45,47.32,3.7
2342,Lakes & Tanks ,Noor Md. Kunta,Less than 0.1,7.62,2684,42,10.6,Not Analysed,18,420,,,,16,Less than 1,630,362,252,5.8,Not Analysed,Not Analysed,680,140.8,79.7,168,292,1690,,30,2.4,Not Analysed,0.36,8.8,1.2,47.72,4.85
3070,Lakes & Tanks ,"Fox sagar, Jeedimetla",Less than 0.1,7.6,1510,24,7.2,Not Analysed,20,350,,,,18,Less than 1,310,240,98,3.2,Not Analysed,Not Analysed,396,78.4,48.6,142,184,1014,,24,1.9,Not Analysed,0.36,6.2,1,49.6,4.01
3074,Lakes & Tanks ,Banjara Lake,Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,Lakes & Tanks ,Pedda cheruvu,"Letter was addressed to CPCB dated:26.10.2018 to relocate with Pedda Cheruvu, Gajularamaram",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Lakes & Tanks ,Saki Tank,5.9,7.32,1716,3.6,7,0.36,Less than 2,31,,,,21,24,248,184,58,11,Less than 1,Less than 0.01,332.76,64,42,21,66,985,719,24,,0.35,0.04,11,0.25,29.13,1.57
4237,Lakes & Tanks ,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",Less than 0.1,7.19,1360,18,4.98,Not Analysed,33,430,,,,24,Less than 1,280,210,96,4.6,Not Analysed,Not Analysed,345,72,40.09,92,149,892,,26,3.2,Not Analysed,0.36,8,0.8,47.55,3.48
4667,Lakes & Tanks ,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Less than 0.1,7.95,2112,28,5.28,Not Analysed,36,430,,,,26,Less than 1,440,310,147,4.8,Not Analysed,Not Analysed,490,104,55.89,142,246,1320,,30,1.24,Not Analysed,0.38,5,1.1,51.72,4.82
4668,Lakes & Tanks ,"Chinnarayan Cheruvu, Alwal (V)",Less than 0.1,7.56,1520,20,0.98,Not Analysed,20,430,,,,25,Less than 1,255,280,190,1.4,Not Analysed,Not Analysed,295,64,32.8,86,206,1020,,20,0.73,,0.3,1,1,60,5.2
4669,Lakes & Tanks ,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Less than 0.1,7.26,2033,32,13.8,Not Analysed,36,430,,,,16,Less than 1,445,312,162,4.2,Not Analysed,Not Analysed,595,140,59.53,109,184,1270,,18,1.8,Not Analysed,0.34,6,0.4,39.77,3.27
4671,Lakes & Tanks ,"Medi Kunta, Guttala begumpet (V)",DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",Less than 0.1,8,1406,22,6.96,Not Analysed,26,350,,,,12,Less than 1,295,188,82,4.2,Not Analysed,Not Analysed,355,72,42.52,114,148,872,,12,1.2,Not Analysed,0.21,6,0.8,46.86,3.4
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),Less than 0.1,7.11,1120,19,3.12,Not Analysed,24,350,,,,12.82,Less than 1,280,160,88,2.8,Not Analysed,Not Analysed,305,60,37.66,78,130,680,,16,1.9,Not Analysed,0.32,4,1,47.52,3.23
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Less than 0.1,7.89,1465,22,7,Not Analysed,30,320,,,,16,Less than 1,365,180,154,4.8,Not Analysed,Not Analysed,410,88,46.17,82,136,908,,16,1.8,Not Analysed,0.16,3,0.98,41.53,2.91
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",Lake sample were not collected as the there was no accses to coolect water in the lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Less than 0.1,7.95,1340,26,3.4,Not Analysed,20,330,,,,24,Less than 1,305,180,102,4.8,Not Analysed,Not Analysed,340,78,35.23,84,140,886,,12,0.15,Not Analysed,0.37,6,0.69,46.55,3.29
4679,Lakes & Tanks ,HUDA Park Lake,Less than 0.1,7.16,2090,26,3.8,Not Analysed,26,320,,,,22,Less than 1,440,301,120,4.2,Not Analysed,Not Analysed,535,104,66.83,160,228,1259,,24,2.32,Not Analysed,0.38,6,0.8,47.58,4.27
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",3.36,7.99,558,8,0.8,Not Analysed,12,62,,,,10,Less than 1,160,65,32,Less than 1,Not Analysed,Not Analysed,190,32,26.73,26,40,362,,12,0.38,Not Analysed,0.22,3,0.6,30.82,1.26
4684,Lakes & Tanks ,Campus Lake Icrisat,5.9,7.39,502,2.4,4,0.39,4,280,,,,9,16,102,64,12,2.3,Less than 1,Less than 0.01,154.03,32,18,14,14,288,227,21,Not Analysed,0.31,Less than 0.01,6,Less than 0.01,15.76,0.49
4685,Lakes & Tanks ,Surisigal Lake Icrisat,5.8,7.45,592,3.8,6,0.4,3,210,,,,11,12,138,78,26,4.9,Less than 1,Less than 0.01,186.97,32,26,17,23,348,263,24,Not Analysed,0.36,Less than 0.01,7,Less than 0.01,20.22,0.73
4686,Lakes & Tanks ,Icrisat Lake,5.8,7.21,720,3.4,14,0.33,4,350,,,,14,20,186,74,38,7.2,Less than 1,Less than 0.01,230.17,46,28,21,24,412,309,26,Not Analysed,0.33,Less than 0.01,6,Less than 0.01,17.9,0.69
4687,Lakes & Tanks ,Red Lake Icrisat,5.9,7.19,1059,2.8,14,0.39,4,430,,,,18,16,208,104,43,8.1,Less than 1,Less than 0.01,264.86,50,34,28,38,597,431,23,Not Analysed,0.34,Less than 0.01,8,Less than 0.01,22.98,1.01
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",Less than 0.1,7.14,1030,22,5.64,Not Analysed,24,350,,,,26,Less than 1,245,164,127,3.8,Not Analysed,Not Analysed,280,56,34.02,66,122,648,,26,2.06,Not Analysed,0.3,5,1.14,47.93,3.16
4690,Lakes & Tanks ,"Banjara Kunta (Singadi Kunta), Shaikpet",Less than 0.1,6.88,1170,28,6.3,Not Analysed,28,320,,,,28,Less than 1,265,180,143,4.2,Not Analysed,Not Analysed,285,71.2,26.0,86,148,760,,28,2.14,Not Analysed,0.36,6,0.98,52.25,3.8
4691,Lakes & Tanks ,"Nagole Cheruvu, Uppal Malkajigiri District.",Less than 0.1,7.3,1456,20,12.2,Not Analysed,30,420,,,,30,Less than 1,390,155,107,4.2,Not Analysed,Not Analysed,440,88,53.46,88,122,902,,20,0.61,Not Analysed,0.33,4,0.5,37.19,2.52
4692,Lakes & Tanks ,"Ramanthapur Cheruvu, Medchal-Malkajigiri District.",Sample was not collected due to no accessibility ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,Lakes & Tanks ,"Patel Cheruvu, Madeenaguda, Miyapur",No Accessiblity to collect sample and little water in the middle of the lake is observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,Lakes & Tanks ,Mundla Katwa Lake,"4237 & 4694 BOTH ARE SAMPLE i.e., OLD 4237 DATA HAS TO BE TAKEN (4694 TO REPLACE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Lakes & Tanks ,"Khaja Kunta, Kukatpally (V)",Lake Sample was not collected as lake was under maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes & Tanks ,"Parki Cheruvu, Kukatpally (V), Balanagar",Less than 0.1,7.52,1689,32,4.8,Not Analysed,22,480,,,,26,Less than 1,395,225,190,5.3,Not Analysed,Not Analysed,425,72,59.53,96,178,1022,,26,1.52,Not Analysed,0.32,6,1.02,47.03,3.74
4697,Lakes & Tanks ,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Lake Sample was not collected as lake was under maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes & Tanks ,"Mannevari Kunta, Machabollaram (V), Alwal",Less than 0.1,7.8,1940,36,6.2,Not Analysed,22,320,,,,20,Less than 1,410,264,210,3.4,Not Analysed,Not Analysed,495,104,57.1,180,220,1292,,24,4.2,Not Analysed,0.3,6,0.9,48.61,4.29
4699,Lakes & Tanks ,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",2,7.04,406,3,2.8,Not Analysed,Less than 2,320,,,,6,Less than 1,120,52,363,Less than 1,Not Analysed,Not Analysed,130,38,8.5,18,38,264,,10,Less than 0.01,Not Analysed,2,2,0.55,38.31,1.45
4700,Lakes & Tanks ,"Large tank, Saroornagar, Rangareddy District.",Less than 0.1,7.6,1559,30,7.6,Not Analysed,22,320,,,,26,Less than 1,370,230,161,4.2,Not Analysed,Not Analysed,405,126,21.87,92,178,994,,26,1.07,Not Analysed,0.28,4,1,48.48,3.84
4701,Lakes & Tanks ,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Less than 0.1,7.14,1602,26,11.2,Not Analysed,28,430,,,,13.86,Less than 1,360,226,106,5.2,Not Analysed,Not Analysed,380,72,48.6,96,184,1014,,14,1.7,Not Analysed,0.33,6,0.6,50.62,4.09
4702,Lakes & Tanks ,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Less than  0.1,7.77,1813,32,40,Not Analysed,240,920,,,,13,Less than 1,521,232,160,,26,0.79,392,99,35,35,33,1139,,60,6.5,Not Analysed,Less than 0.01,10,0.5,15,0.7
4703,Lakes & Tanks ,Bulbubu kunta,Less than 0.1,7.38,2032,32,5.2,Not Analysed,36,320,,,,22.34,Less than 1,480,270,156,4.2,Not Analysed,Not Analysed,530,164,29.16,122,210,1276,,24,2.7,Not Analysed,0.38,6,0.8,45.85,3.96
4704,Lakes & Tanks ,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Less than 0.1,7.17,1604,28,8.2,Not Analysed,24,350,,,,22,Less than 1,360,250,136,3.4,Not Analysed,Not Analysed,395,88,42.52,90,190,1070,,14,2.2,Not Analysed,0.34,4,1,50.66,4.15
4705,Lakes & Tanks ,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Lake sample were not collected as there was no accses to collected water in the lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
