Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR
4682,Lakes  & Tanks,Bandham Cheruvu,Less than  0.1,7.22,1386,20,14.8,,20,330,,,,10,BDL,340,192,67,3.6,,412,74,55.16,62,120,862,,18,0.38,,0.2,4,0.8,38.48,1.82
4683,Lakes  & Tanks,"Pedda cheruvu, Madikonda",1.2,7.16,474,4,0.32,,BDL,20,,,,12.1,BDL,145,89,36,BDL,,185,36,23.09,28,26,308,,5,0.01,,BDL,3,0.43,23.04,0.59
4684,Lakes  & Tanks,Campus Lake Icrisat,6.7,6.94,480,1.6,9,0.37,2,350,,,,10,12,58,88,10,2.2,0.01,89.37,16,12,8,11,281,194,13,,0.21,BDL,3,0.32,20.49,0.51
4685,Lakes  & Tanks,Surisigal Lake Icrisat,6.4,7.41,770,4.5,8,0.31,4,280,,,,11,20,84,91,34,7.3,0.06,117.58,24,14,15,29,453,326,44,,0.32,BDL,5,0.44,33.8,1.17
4686,Lakes  & Tanks,Icrisat Lake,5.9,7.1,752,4,8,0.43,3,430,,,,14,16,76,167,26,4.7,0.02,212.2,52,20,15,45,439,310,23,,0.38,BDL,8,0.38,30.63,1.35
4687,Lakes  & Tanks,Red Lake Icrisat,6.2,6.91,806,4.2,8,0.36,6,540,,,,7,24,78,70,30,6.2,0.01,130.81,26,16,18,24,481,352,20,,0.26,BDL,4,0.32,27.82,0.91
4688,Lakes  & Tanks,"Narinja River, Kothur - B (V), Zaheerabad",6.5,7.15,443,2,10,0.33,BDL,17,,,,6,16,73,46,16,3.5,0.01,112.59,22,14,17,16,256,178,15,,0.17,BDL,3,0.25,23.08,0.66
4689,Lakes  & Tanks,"Sunnam Kunta, Jubille hills",Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,Lakes  & Tanks,"Banjara Kunta (Singadi Kunta), Shaikpet",2,7.05,916,8,5.2,,14,220,,,,14,BDL,285,92,88,5.2,,315,64,37.66,44,66,546,,10,2.6,,0.25,8,0.52,30.61,1.14
4691,Lakes  & Tanks,"Nagole Cheruvu, Uppal Malkajigiri District.",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,Lakes  & Tanks,"Ramanthapur Cheruvu, Medchal-Malkajigiri District.",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,Lakes  & Tanks,"Patel Cheruvu, Madeenaguda, Miyapur",Less than  0.1,7.64,820,16,2.62,,11,350,,,,8,BDL,225,88,72,3.2,,262,74,18.71,64,68,524,,12,3.02,,0.3,10,0.94,34.98,1.29
4694,Lakes  & Tanks,Mundla Katwa Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Lakes  & Tanks,"Khaja Kunta, Kukatpally (V)",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes  & Tanks,"Parki Cheruvu, Kukatpally (V), Balanagar",Less than  0.1,7.33,1349,32,4.08,,14,220,,,,6,BDL,360,162,170,2.8,,452,112,41.8,92,106,867,,14,2.92,,0.28,11,0.65,33.39,1.53
4697,Lakes  & Tanks,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes  & Tanks,"Mannevari Kunta, Machabollaram (V), Alwal",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,Lakes  & Tanks,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,Lakes  & Tanks,"Large tank, Saroornagar, Rangareddy District.",Sample were not submitted by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,Lakes  & Tanks,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Nil,7.78,1450,18,11.26,,17,350,,,,42,BDL,375,170,115,4.8,,395,82,46.17,83,138,912,,19,1.96,,0.32,8,0.89,42.54,2.13
4702,Lakes  & Tanks,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Sample were not submitted by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,Lakes  & Tanks,Bulbubu kunta,Sample were not submitted by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,Lakes  & Tanks,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Sample were not submitted by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,Lakes  & Tanks,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Nil,7.69,1551,18,26.4,,24,430,,,,18,BDL,390,192,82,3.8,,476,89.6,61.24,82,115,980,,24,3.08,,0.36,24,1.8,33.04,1.62
