Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N (mg/L),Free Ammonia  (mg/L),Total Hardness as CaCO3 (mg/L),Calcium Carbonate as CaCO3,Calcium as Ca+2(mg/L),Magnesium Carbonate as CaCO3,Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR
4229,Lakes & Tanks ,Neknampur Lake,RR-shamshabad,2.2,7.55,1409,3,2.6,,33,430,4,N.A,N.A,N.A,13.2,5,305,167,56,6.72,1.86,0.04,325,205,82,120,29.16,104,,860,,24,2.48,,0.5,,1,,
4249,Lakes & Tanks ,"Rangasamudram, Warangal",Warangal Urban,4.2,7.83,584,1.6,2,,4,94,2,N.A,N.A,N.A,10.2,5,125,65,28,1.5,0.4,0.02,140,75,30,65,15.79,38,,362,,12,1.94,,0.5,,0.99,,
4661,Lakes & Tanks ,Peddakanjarla Tank,Sangareddy,6.3,7.6,275,2,4,0.1,Less than 1.8,12,Less than 1.8,,,,8,10,78,44,16,3.4,0.4,BDL,100,50,20,50,12,10,6,160,99,10,,0.07,0.5,2,0.41,11.28,0.21
4666,Lakes & Tanks ,Ismailkhanpet Tank,Sangareddy,6.4,7.59,553,2,15,0.11,1.8,14,1.8,,,,6,15,175,68,18,3.9,0.4,BDL,190,150,60,40,10,15,6,321,196,10,,0.05,0.5,2,0.3,6.29,0.14
4670,Lakes & Tanks ,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",Rangareddy,0.3,6.3,1153,10,3.1,,33,430,3.7,N.A,N.A,N.A,16.2,5,280,118,134,5.6,1.58,0.0,295,180,72,115,27.95,72,,692,,18,2.74,,0.5,,0.88,,
4675,Lakes & Tanks ,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,4,8.09,708,1.4,7.3,,34,430,4,N.A,N.A,N.A,8.6,5,150,83,32,4.48,0.68,0.04,165,110,44,55,13.37,49,,432,,10,2.84,,0.5,,0.92,,
4680,Lakes & Tanks ,Laknavaram lake,Mulugu,6.3,8.14,202,1,0.62,,Less than 1.8,38,Less than 1.8,N.A,N.A,N.A,8.9,5,68,10,5,1.5,0.4,0.03,30,20,8,10,2.43,6,,112,,10,0.2,,0.5,,0.66,,
4681,Lakes & Tanks ,Pakala lake Narsampet,Warangal Rural,6.3,8.44,215,1,0.72,,Less than 1.8,38,Less than 1.8,N.A,N.A,N.A,9.2,15,60,19,5,1.5,0.4,0.05,70,40,16,30,7.29,11,,122,,10,0.3,,0.5,,0.78,,
4682,Lakes & Tanks ,Bandham Cheruvu,Warangal,4.2,7.76,615,1.8,1.13,,8,350,Less than 1.8,N.A,N.A,N.A,8.7,5,140,88,36,1.5,0.4,0.01,150,90,36,60,14.58,33,,376,,10,1.82,,0.5,,0.8,,
4688,Lakes & Tanks ,"Narinja River, Kothur - B (V), Zaheerabad",Sangareddy,6.6,7.73,450,2,8,0.1,2,40,2,,,,8,20,90,87,20,3.4,0.4,BDL,180,105,42,75,18,25,10,261,167,10,,0.11,0.5,2,0.25,10.64,0.26
1391,Lakes & Tanks ,Hussain sagar Lake,Hyderabad,1,7.55,1235,5.8,6.1,,170,1600,4,N.A,N.A,N.A,7.2,5,295,149,121,5.6,1.58,0.04,310,196,78.4,114,27.7,90,,754,,16,2.46,,0.5,,1,,
3071,Lakes & Tanks ,Langarhouse lake,Hyderabad,0.3,7.49,1273,8,5.3,,41,540,4,N.A,N.A,N.A,10,5,290,142,113,6.72,1.16,0.02,304,202,80.8,102,24.79,86,,788,,18,3.19,,0.5,,1,,
2341,Lakes & Tanks ,Miralam tank,Hyderabad,3.2,7.26,1278,2,5.04,,33,430,3.5,N.A,N.A,N.A,10,5,242,147,28,5.6,1.08,0.01,325,196,78.4,129,31.35,110,,778,,14,1.66,,0.5,,0.99,,
3073,Lakes & Tanks ,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,2.4,7.46,888,2.2,6.84,,38,540,4,N.A,N.A,N.A,8.8,5,140,122,40,5.6,1.48,0.03,150,30,12,120,29.16,78,,554,,18,2.74,,0.5,,1.1,,
3072,Lakes & Tanks ,Safilguda lake,Medchal Malkajgiri,0.3,7.39,1544,6,7.44,,41,540,2,N.A,N.A,N.A,12,5,385,154,76,7.84,1.72,0.03,405,250,100,155,37.66,92,,958,,26,3.32,,0.5,,1.03,,
3075,Lakes & Tanks ,Rangadhamuni cheruvu,Medchal Malkajgiri,1.2,7.54,1179,3,1.34,,33,430,2,N.A,N.A,N.A,18,5,290,122,48,6.72,1.78,0.04,305,190,76,115,27.95,61,,742,,20,2.96,,0.5,,0.9,,
3076,Lakes & Tanks ,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,3.2,7.17,915,2.6,3.04,,27,430,4,N.A,N.A,N.A,8,5,190,112,47,5.6,1.1,0.01,210,130,52,80,19.44,56,,540,,16,3.24,,0.5,,0.94,,
3077,Lakes & Tanks ,"Kapra cheruvu, Kapra",Medchal Malkajgiri,3.3,7.63,1058,1.8,2.2,,27,350,Less than 1.8,N.A,N.A,N.A,10,5,224,120,28,3.36,1.11,0.03,265,165,66,100,24.3,82,,646,,14,1.22,,0.5,,0.88,,
2357,Lakes & Tanks ,Durgam cheruvu,RR-shamshabad,4,8.08,809,2,2,,33,350,2,N.A,N.A,N.A,8,5,170,98,24,3.36,0.98,0.07,205,125,50,80,19.44,65,,486,,10,0.92,,0.5,,0.96,,
2344,Lakes & Tanks ,Nalla cheruvu,Medchal Malkajgiri,0.3,7.89,2252,6,6.04,,17,430,2,N.A,N.A,N.A,22,5,545,245,68,10.08,4.02,0.18,565,340,136,225,54.67,152,,1396,,34,2.66,,0.5,,0.98,,
2359,Lakes & Tanks ,Pedda Cheruvu (Peerjadhi guda),Medchal Malkajgiri,0.3,7.32,1154,6,6.2,,38,540,4,N.A,N.A,N.A,18,5,222,148,39,6.72,1.58,0.02,265,160,64,105,25.52,74,,706,,18,2.26,,0.5,,1,,
2342,Lakes & Tanks ,Noor Md. Kunta,RR-shamshabad,0.3,7.29,1163,6,6.6,,21,920,4,N.A,N.A,N.A,10,5,242,124,125,5.6,1.78,0.02,275,170,68,105,25.52,95,,698,,16,2.64,,0.5,,1,,
3070,Lakes & Tanks ,"Fox sagar, Jeedimetla",Medchal Malkajgiri,3.8,7.92,1195,2.4,3.2,,24,430,Less than 1.8,N.A,N.A,N.A,10,5,240,142,32,4.48,0.48,0.02,310,220,88,90,21.87,117,,740,,12,1.62,,0.5,,0.99,,
3074,Lakes & Tanks ,Banjara Lake,Hyderabad,0.3,7.33,862,6,4,,25,430,2,N.A,N.A,N.A,12,5,180,100,68,4.48,1.54,0.02,195,115,46,80,19.44,60,,508,,14,3.42,,0.5,,0.96,,
4224,Lakes & Tanks ,"Yadadri temple- Koneru, Yadadrigutta (V&M), Yadadri bhuvanagiri(D)",Yadadri Bhuvangiri, water sample could not be collected due to Koneru is under construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,Lakes & Tanks ,Pedda cheruvu (nacharam),Ranga Reddy,Station code:2359 & 4236 both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Lakes & Tanks ,Saki Tank,Sangareddy,6.5,8.08,872,3,5,0.15,6,40,6,,,,15,25,196,117,30,6.2,0.4,BDL,270,130,52,140,34,60,20,506,314,10,,0.17,0.5,4,0.32,13.58,0.43
4237,Lakes & Tanks ,Mundla Katwa Lake,Medchal Malkajgiri,0.3,7.15,1104,6,5,,33,350,2,N.A,N.A,N.A,12,5,260,112,72,4.48,1.06,0.01,285,180,72,105,25.52,64,,696,,16,2.64,,0.5,,1.08,,
4667,Lakes & Tanks ,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,1.2,7.09,1273,4,6.3,,46,430,4,N.A,N.A,N.A,18,5,240,154,56,5.6,1.32,0.01,300,190,76,110,26.73,98,,776,,20,2.24,,0.5,,0.93,,
4668,Lakes & Tanks ,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,Lake sample was not coolected as there was no access to collect sample dueto growth of water hyacinth throught the water body.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,Lakes & Tanks ,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,2.5,7.41,902,2,3.2,,33,540,5.6,N.A,N.A,N.A,14,5,210,92,52,4.48,1.54,0.03,235,150,60,85,20.66,54,,555,,18,1.26,,0.5,,1.1,,
4671,Lakes & Tanks ,"Medi Kunta, Guttala begumpet (V)",Rangareddy,0.3,6.97,940,8,4.2,,33,350,4,N.A,N.A,N.A,16,5,244,99,88,5.6,1.1,0.01,310,195,78,115,27.95,35,,586,,20,1.12,,0.5,,1.2,,
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,3,7.17,810,2.8,3.6,,33,430,3.6,N.A,N.A,N.A,8.5,5,146,102,44,1.5,0.4,0.0,180,110,44,70,17.01,68,,486,,10,1.22,,0.5,,1.1,,
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),Rangareddy,4,7.45,722,2,2.84,,22,430,4,N.A,N.A,N.A,8.6,5,160,78,24,2.24,0.4,0.01,175,115,46,60,14.58,46,,452,,10,1.28,,0.5,,0.99,,
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,5.2,7.97,544,3,3.04,,31,540,Less than 1.8,N.A,N.A,N.A,8.8,5,120,60,24,1.5,0.4,0.02,135,85,34,50,12.15,36,,322,,10,1.82,,0.5,,0.98,,
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,0.3,7.53,1197,10,2.04,,27,430,2,N.A,N.A,N.A,10.2,5,275,137,271,4.46,1.08,0.0,286,195,78,91,22.11,82,,754,,22,2.94,,0.5,,0.89,,
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,2.6,7.43,967,1,6.02,,33,430,3.7,N.A,N.A,N.A,12,5,176,130,16,4.46,0.68,0.01,210,130,52,80,19.44,84,,570,,14,2.48,,0.5,,1.05,,
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,1.2,7.57,1165,5.8,4.69,,33,430,4,N.A,N.A,N.A,10.5,5,260,132,71,4.48,0.4,0.01,270,170,68,100,24.3,78,,734,,12,2.28,,0.5,,0.96,,
4679,Lakes & Tanks ,HUDA Park Lake,Rangareddy,2.6,7.52,2112,4,4.1,,33,430,4,N.A,N.A,N.A,16,5,402,244,95,8.96,4.12,0.09,485,270,108,215,52.24,210,,1268,,24,3.82,,0.5,,0.96,,
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",Warangal,5.3,7.89,568,1,2,,2,47,2,N.A,N.A,N.A,8,5,120,70,12,1.5,0.4,0.02,135,75,30,60,14.58,42,,346,,10,1.66,,0.5,,0.88,,
4684,Lakes & Tanks ,Campus Lake Icrisat,Sangareddy,6.4,7.75,465,2.3,7,0.13,7,85,5.7,,,,12,25,90,64,22,3.4,0.4,BDL,120,85,34,35,9,12,12,270,167,10,,0.16,0.5,7,0.2,16.56,0.36
4685,Lakes & Tanks ,Surisigal Lake Icrisat,Sangareddy,6.3,7.61,899,2.2,11,0.16,5.9,100,6,,,,14,20,160,140,20,4.5,0.4,BDL,320,170,68,150,36,52,10,521,318,12,,0.1,0.5,5,0.2,6.24,0.2
4686,Lakes & Tanks ,Icrisat Lake,Sangareddy,6.5,8.16,692,2.4,3,0.2,7.6,110,7.5,,,,16,30,110,132,24,5,0.4,BDL,280,175,70,105,26,50,8,401,249,10,,0.12,0.5,4,0.2,5.69,0.16
4687,Lakes & Tanks ,Red Lake Icrisat,Sangareddy,6.4,7.58,732,2.8,10,0.21,8,140,8,,,,10,20,140,98,30,5.6,0.4,BDL,232,125,50,107,26,40,10,425,267,12,,0.16,0.5,3,0.2,8.4,0.23
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",Hyderabad,3.2,7.31,440,1.2,5,,41,350,3.6,N.A,N.A,N.A,8.8,5,116,37,16,1.5,0.4,0.0,100,65,26,35,8.5,22,,268,,10,1.9,,0.5,,0.92,,
4690,Lakes & Tanks ,"Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,3.2,7.24,526,2.8,7.6,,34,430,3.7,N.A,N.A,N.A,8.8,5,120,56,40,2.24,0.4,0.0,115,72,28.8,43,10.45,28,,310,,10,1.22,,0.5,,0.98,,
4691,Lakes & Tanks ,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,3.3,7.54,1021,2.6,5.1,,48,540,4,N.A,N.A,N.A,10.2,5,225,118,42,5.6,1.84,0.04,235,140,56,95,23.09,71,,642,,16,2.82,,0.5,,0.96,,
4692,Lakes & Tanks ,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,2.2,7.61,899,2,4.6,,39,430,4,N.A,N.A,N.A,8.9,5,188,102,55,3.36,0.4,0.01,215,130,52,85,20.66,76,,548,,10,1.96,,0.5,,1,,
4693,Lakes & Tanks ,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,1,7.48,848,4,5.2,,27,540,4,N.A,N.A,N.A,9.2,5,190,90,60,4.48,1.52,0.03,205,126,50.4,79,19.2,52,,516,,18,1.58,,0.5,,1.1,,
4694,Lakes & Tanks ,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",RR-shamshabad,Mundla Katwa Lake - 4237 Sample was same as Mullakatwa Cheruvu Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Lakes & Tanks ,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,Lake sample was not collected as lake was under maintainanace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes & Tanks ,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,2.2,7.6,1139,4,6.8,,38,350,3.6,N.A,N.A,N.A,12,5,250,123,40,5.6,1.14,0.03,264,155,62,109,26.49,76,,694,,18,3.42,,0.5,,1.2,,
4697,Lakes & Tanks ,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,Lake sample was not collected as lake was under maintainanace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes & Tanks ,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,Lake sample was not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,Lakes & Tanks ,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,5.6,7.88,516,1.8,3.04,,17,350,4,N.A,N.A,N.A,9,5,100,64,32,2.24,0.4,0.02,115,75,30,40,9.72,32,,314,,10,2.1,,0.5,,0.94,,
4700,Lakes & Tanks ,"Large tank,/ Saroornagar, Rangareddy District.",RR-shamshabad,Saroornagar Lake -1788 Sample was same  as  Large Tank sample -4700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,Lakes & Tanks ,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,2.8,7.34,920,1.2,4.02,,41,350,3.7,N.A,N.A,N.A,9.2,5,210,98,20,3.36,0.88,0.01,230,135,54,95,23.09,58,,562,,16,1.64,,0.5,,1,,
4702,Lakes & Tanks ,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,Lakes & Tanks ,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,0.3,7.65,2122,8,3.1,,33,540,4,N.A,N.A,N.A,22,5,255,322,175,10.08,5.16,0.14,594,240,96,354,86.02,238,,1224,,36,2.9,,0.5,,1.1,,
4704,Lakes & Tanks ,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,3,7.08,620,2.8,2.44,,43,280,4,N.A,N.A,N.A,6.6,5,120,74,44,2.24,0.4,0.0,125,70,28,55,13.37,44,,360,,10,1.86,,0.5,,1.01,,
4705,Lakes & Tanks ,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,3.2,7.88,1155,3,8.04,,33,540,5.5,N.A,N.A,N.A,8,5,260,122,48,5.6,1.13,0.05,280,140,56,140,34.02,79,,728,,18,3.18,,0.5,,0.99,,
5029,Lakes & Tanks ,"Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,Lake sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,Lakes & Tanks ,"Naya Quila Talab, Golconda, Hyderabad",Hyderabad,2.8,7.77,1323,4,7.04,,33,540,2,N.A,N.A,N.A,13,5,295,182,64,4.48,0.72,0.02,310,195,78,115,27.95,112,,822,,14,2.62,,0.5,,0.88,,
5031,Lakes & Tanks ,"Erra Kunta, Shaikpet, Hyderabad",Hyderabad,Lake sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,Lakes & Tanks ,"Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,3,7.75,1106,1.5,7.44,,31,540,4,N.A,N.A,N.A,14,5,260,118,12,5.6,1.54,0.05,275,175,70,100,24.3,71,,696,,16,3.62,,0.5,,0.88,,
5033,Lakes & Tanks ,"Shatham Talab, Shaikpet, Hyderabad",Hyderabad,Lake sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,Lakes & Tanks ,"Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,3.2,7.46,909,1.8,8.04,,38,430,4,N.A,N.A,N.A,8,5,220,91,24,3.36,0.58,0.01,235,145,58,90,21.87,54,,544,,10,2.26,,0.5,,0.94,,
5035,Lakes & Tanks ,"Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,Lake sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,Lakes & Tanks ,"Ramana Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,3,7.44,709,2.8,4.4,,27,350,2,N.A,N.A,N.A,14,5,160,74,36,3.36,0.83,0.01,166,95,38,71,17.25,43,,438,,12,2.82,,0.5,,0.88,,
5037,Lakes & Tanks ,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Lake Sample was not collected as there was no access to collect sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,Lakes & Tanks ,"Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,2.6,7.38,1482,4,7.04,,43,430,5.6,N.A,N.A,N.A,11,5,302,180,72,5.6,1.08,0.01,340,210,84,130,31.59,118,,934,,16,2.36,,0.5,,0.83,,
5039,Lakes & Tanks ,"DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,2.6,7.35,1720,4,9.2,,41,540,8.2,N.A,N.A,N.A,12.5,5,280,205,64,6.72,1.78,0.02,436,266,106.4,170,41.31,182,,1066,,24,1.74,,0.5,,0.96,,
5040,Lakes & Tanks ,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,1.2,7.9,1128,4,7.2,,46,430,3.7,N.A,N.A,N.A,7.5,5,260,132,67,4.48,1.72,0.09,280,175,70,105,25.52,76,,676,,15,2.14,,0.5,,0.82,,
5041,Lakes & Tanks ,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,2,8.25,1054,3,5.6,,41,430,3.6,N.A,N.A,N.A,5.5,10,180,145,48,5.6,1.38,0.14,250,160,64,90,21.87,87,,642,,10,2.62,,0.5,,0.88,,
5042,Lakes & Tanks ,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,2,7.62,1098,5,6.3,,43,540,4,N.A,N.A,N.A,13,5,255,115,96,6.72,2.05,0.05,265,155,62,110,26.73,69,,692,,24,2.16,,0.5,,1.2,,
5043,Lakes & Tanks ,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,1.2,7.43,1242,5.2,3.6,,40,430,5.5,N.A,N.A,N.A,12,5,305,142,60,7.84,3.62,0.06,315,200,80,115,27.95,85,,782,,16,1.14,,0.5,,1.1,,
5044,Lakes & Tanks ,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",Medchal Malkajgiri,0.3,7.8,1448,8,5.44,,42,430,2,N.A,N.A,N.A,18,5,350,162,191,6.72,2.61,0.09,365,230,92,135,32.8,98,,884,,22,3.38,,0.5,,1,,
5045,Lakes & Tanks ,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,1.2,7.56,1152,4,4.8,,38,540,4,N.A,N.A,N.A,14,5,255,132,84,5.6,1.32,0.03,264,165,66,99,24.06,80,,692,,16,3.44,,0.5,,0.93,,
5046,Lakes & Tanks ,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,3.6,7.6,488,1.4,2.84,,32,220,2,N.A,N.A,N.A,8,5,114,55,24,1.5,0.4,0.01,110,65,26,45,10.94,25,,298,,10,0.98,,0.5,,0.99,,
5047,Lakes & Tanks ,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Lake Sample was not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,Lakes & Tanks ,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,Lakes & Tanks ,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Lake Sample was not collected as there was no access to collect sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,Lakes & Tanks ,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Lake Sample was not collected as there was no access to collect sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,Lakes & Tanks ,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,3.4,7.51,964,2.2,4.6,,33,430,5.6,N.A,N.A,N.A,1,5,215,113,32,4.48,1.74,0.03,225,140,56,85,20.66,69,,596,,10,1.06,,0.5,,0.96,,
5052,Lakes & Tanks ,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2.8,7.22,767,2,3.7,,48,430,4.5,N.A,N.A,N.A,15,5,180,80,28,4.48,1.12,0.01,180,105,42,75,18.22,44,,468,,20,1.92,,0.5,,0.66,,
5053,Lakes & Tanks ,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,3.4,8.22,832,2.1,3.8,,41,540,Less than 1.8,N.A,N.A,N.A,7.4,10,190,93,28,3.36,0.46,0.05,202,140,56,62,15.07,55,,506,,10,1.86,,0.5,,0.68,,
5054,Lakes & Tanks ,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,3,7.33,784,2,3.2,,34,280,4,N.A,N.A,N.A,12,5,170,83,32,3.36,1.32,0.02,185,120,48,65,15.79,49,,470,,18,2.26,,0.5,,1,,
5055,Lakes & Tanks ,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,3.2,7.42,502,2.8,3.1,,33,280,2,N.A,N.A,N.A,12,5,110,62,36,2.24,0.4,0.01,120,70,28,50,12.15,25,,322,,10,1.82,,0.5,,0.55,,
5056,Lakes & Tanks ,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,4.2,8.52,544,1.2,3.6,,31,540,6,N.A,N.A,N.A,8,20,135,51,12,3.36,0.48,0.09,150,95,38,55,13.37,30,,344,,12,2.74,,0.5,,0.77,,
5057,Lakes & Tanks ,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.4,1131,8,3.2,,27,540,3.6,N.A,N.A,N.A,10,5,260,132,116,3.36,0.4,0.01,280,175,70,105,25.52,81,,712,,15,0.94,,0.5,,0.72,,
5058,Lakes & Tanks ,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,2.8,7.51,804,2.1,3.6,,33,540,6.1,N.A,N.A,N.A,8,5,180,90,28,3.36,1.12,0.03,190,115,46,75,18.22,49,,506,,10,0.96,,0.5,,0.68,,
5059,Lakes & Tanks ,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,3,7.61,1189,2.4,3,,24,430,3.1,N.A,N.A,N.A,8.8,5,275,125,32,4.48,1.48,0.05,288,195,78,93,22.6,75,,736,,14,1.28,,0.5,,0.78,,
5060,Lakes & Tanks ,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2.3,7.68,1142,2,3.6,,27,540,2,N.A,N.A,N.A,14,5,255,130,40,5.6,1.78,0.06,265,156,62.4,109,26.49,78,,696,,16,0.33,,0.5,,0.8,,
5061,Lakes & Tanks ,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2,7.41,802,1.2,3.04,,33,430,3.7,N.A,N.A,N.A,10,5,210,72,24,3.36,0.46,0.01,210,130,52,80,19.44,41,,512,,14,1.44,,0.5,,0.68,,
5062,Lakes & Tanks ,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,3,7.59,980,2,3.1,,34,540,5.5,N.A,N.A,N.A,12,5,220,105,32,5.6,2.52,0.06,240,150,60,90,21.87,62,,612,,16,2.36,,0.5,,0.72,,
5063,Lakes & Tanks ,"Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,3,7.42,744,2,3.7,,31,350,4,N.A,N.A,N.A,8.8,5,170,88,32,3.36,1.02,0.02,190,115,46,75,18.22,36,,478,,12,2.62,,0.5,,0.77,,
5111,Lakes & Tanks ,"Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,1.2,8.61,1685,4,7.84,,33,430,1.8,N.A,N.A,N.A,12,20,342,189,48,7.84,2.46,0.49,402,244,97.6,158,38.39,162,,1062,,28,2.8,,0.5,,0.88,,
5112,Lakes & Tanks ,"Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,Lake sample was not collected as the surface of the lake was spread over with water hyacinth plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
