Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N (mg/L),Free Ammonia  (mg/L),Total Hardness as CaCO3 (mg/L),Calcium Carbonate as CaCO3,Calcium as Ca+2(mg/L),Magnesium Carbonate as CaCO3,Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR
5122,Lakes & Tanks ,"Mulagurd Lake (PJAU), Rajenderanagar,",Rangareddy,Sample was not collected due to park gate was locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Lakes & Tanks ,"Pedda Cheruvu, Ibrahimbagh, Gandipet",Rangareddy,station code : 4228 & 5123 are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,Lakes & Tanks ,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,Lakes & Tanks ,"Mondi Kunta, Khanamet, Serilingmampally",Rangareddy ,0.3,6.67,1501,24,4,1.67,,,,,,,70,,412,174,104,,2.25,0.01,274.34,155,62,119.34,29,47,112,881,570,90,,3.52,,18.5,0.97,44.84,2.93
5126,Lakes & Tanks ,"Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy ,2.3,7.12,1272,24,3.6,0.02,,,,,,,15.2,18,350,370,103,,3.52,0.01,426.6,155,62,271.6,66,93,213,684,419,71,,0.78,,21.9,1.27,50.27,4.47
5127,Lakes & Tanks ,"Kummari Kunta, Amangal, Hayathnagar",Rangareddy,3.5,7.11,1328,22,4.8,0.02,,,,,,,16,,342,198,144,,3.92,0.03,395,240,96,155,38,131,76,697,321,41,,0.91,,15.2,1.27,28.34,1.66
5128,Lakes & Tanks ,"Palle Cheruvu, Mylardevpalli, Rajendranagar",Rangareddy,3.4,7.02,1924,20,21,0.02,,,,,,,16.9,16,428,309,120,,1.68,0.01,410,304,122,106,26,116,179,1092,758,10,,4.47,,51.1,0.21,44.83,3.83
5129,Lakes & Tanks ,"Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,3.2,7.43,2169,21,14,0.15,,,,,,,12.9,49,556,194,147,,2.8,0.04,430.16,210,84,220.16,53.5,100,210,1214,89,15,,6.08,,49.9,1.26,47.88,4.39
5130,Lakes & Tanks ,"Pathikunta, Budwel, Rajendranagar",Rangareddy,1,7.74,1547,11,18,0.02,,,,,,,8.9,,192,195,80,,2.84,0.24,380,250,100,130,32,210,105,887,621,13,,0.84,,27.4,0.64,35.3,2.33
5131,Lakes & Tanks ,"Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,1,7.07,1272,10,9.8,0.35,,,,,,,9.6,12,332,194,64,,1.86,0.14,440,245,98,195,47,59,110,732,502,50,,6.42,,13.7,0.88,34.28,2.28
5132,Lakes & Tanks ,"Malkam Cheruvu, Raidurgam, Serilingampally",Rangareddy,4,7.5,1502,18,17,0.02,,,,,,,50,5,470,140,102,21,8,0.4,358.42,165,66,193.42,47,74,174,844,633,28,,9,,22,0.16,49.3,3.98
5133,Lakes & Tanks ,"Chandana Cheruvu, Jillelguda,",Rangareddy ,1,7.83,1586,19,8.2,0.02,,,,,,,7.5,18,308,233,108,,2.8,0.3,320,175,70,145,35,85,196,892,642,27,,3.34,,16.5,0.82,55.47,4.76
5134,Lakes & Tanks ,"Manthrala Cheruvu, Meerpet",Rangareddy,2.8,7.54,1729,28,9.3,0.02,,,,,,,6.9,8,368,242,139,,3.5,0.18,420,285,114,135,33,71,172,1021,662,24,,4.52,,19.3,0.55,45.53,3.64
