Station code,water_bodies,Station name,District,Remarks,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
5116,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",Rangareddy ,,0.3,7.91,1830,8,,,27,920,12,,,,17,5,370,270,87,14,4.28,,385,96,240,35.23,,167,,1134,800,19,2.84,,0.5,,1.28,,
5118,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Kotha Kunta, Haffezpet, Serilingampally (M)",Rangareddy ,,0.3,7.39,732,6.2,,,32,350,6.1,,,,22,5,120,150,72,8.4,2.8,,175,44,110,15.79,,66,,462,340,13,2.92,,0.5,,1.2,,
5119,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Kaidam Kunta, Hafeezpet, Serilingampally (M)",Rangareddy ,,0.3,7.6,1626,6,,,26,920,3.7,,,,30,5,280,245,74,16.8,10,,410,102,255,37.66,,148,,1008,600,31,2.44,,0.5,,1.36,,
5120,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Thammidi Kunta, Khanamet, Serilingampally",Rangareddy ,,0.3,7.52,1604,10,,,24,540,10,,,,11,5,270,257,103,7,2.86,,285,70,175,26.73,,158,,994,666,15,3.24,,0.5,,1.12,,
5124,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",TCS Synergy Park Lake,Rangareddy,,5.2,7.54,1062,3.4,,,Less than 1.8,220,Less than 1.8,,,,10,5,240,160,44,2.8,0.4,,250,60,150,24.3,,64,,648,428,8,0.65,,0.5,,0.75,,
5125,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Mondi Kunta, Khanamet, Serilingmampally",Rangareddy ,Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,,0.3,8.04,1670,8,,,32,540,14,,,,15,5,230,288,87,9.8,4.32,,345,86,215,31.59,,122,,1102,840,13,3.16,,0.5,,1.42,,
3086,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Saki Tank,Sangareddy,,6.8,8.14,856,3.5,34,0.06,6.8,48,5.6,,,,3.9,22,196,121,40,10,BDL,BDL,334.92,195,139.92,78,34,49,39,522.16,365.51,7,,0.14,BDL,7.9,0.41,19.65,0.85
4684,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Campus Lake Icrisat,Sangareddy,,6.5,7.84,973,3.8,38,0.07,6.8,94,5.6,,,,3.3,18,168,136,44,9,BDL,BDL,300,150,150,60,36,45,39,593.53,415.47,9,,0.15,BDL,6.8,0.46,21.55,0.97
4685,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Surisigal Lake Icrisat,Sangareddy,,6.2,7.79,1424,3.7,49,0.08,8.2,130,6.1,,,,3.2,24,250,169,46,10,BDL,BDL,470,245,225,98,55,69,45,868.64,608.05,10,,0.14,BDL,8.9,0.42,16.77,0.87
4686,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Icrisat Lake,Sangareddy,,6.1,7.37,1293,4.1,46,0.15,8.1,110,6,,,,3.9,26,262,169,42,14,BDL,BDL,430,230,200,92,49,54,47,762,533.4,12,,0.16,BDL,8.7,0.32,18.66,0.94
4687,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Red Lake Icrisat,Sangareddy,,5.7,7.64,1353,4.9,42,0.14,8.3,130,6.1,,,,4.2,28,258,172,78,16,3,BDL,449.88,240,209.88,96,51,68,49,796,557.2,12,,0.19,BDL,10,0.53,18.63,0.96
1788,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Saroornagar Lake / Large Tank,RR-shamshabad,,0.3,8.24,1614,6,,,38,540,17,,,,16,10,285,220,55,11.2,3.84,,300,74,185,27.95,,142,,1004,680,18,3.48,,0.6,,1.29,,
2343,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Premajipet tank,RR-shamshabad,,0.3,8.37,3230,6.8,,,31,920,12,,,,14,10,860,320,75,11.2,1.08,,885,176,440,108.13,,280,,2034,1400,18,2.98,,0.6,,1.18,,
4670,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",Rangareddy,,0.3,7.92,1503,8,,,27,540,6,,,,12,5,280,202,98,8.4,3.28,,295,72,180,27.95,,108,,932,620,14,2.42,,0.5,,1.28,,
4678,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,,0.3,7.52,1660,18,,,31,540,14,,,,14,5,305,216,254,8.4,3.18,,315,78,195,29.16,,196,,1030,670,16,3.06,,0.5,,1.22,,
4679,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",HUDA Park Lake,Rangareddy,,0.3,8.02,1480,8,,,38,920,21,12,5,630,12,5,280,228,95,9.8,3.86,282,645,162,405,58.32,,102,2.74,980,640,10,2.74,,0.6,405,1.42,24,-19
4691,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,,0.3,7.99,1580,9,,,21,540,17,,,,12,5,325,230,83,8.4,3.62,,340,84,210,31.59,,140,,980,650,14,3.28,,0.5,,1.22,,
4692,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,,0.3,7.75,1649,18,,,27,540,12,,,,18,5,310,280,286,7,3.36,,320,80,200,29.16,,186,,1022,670,20,3.24,,0.5,,1.34,,
4699,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,,0.3,7.4,731,6.2,,,8.2,240,2,,,,8,5,175,100,68,2.8,0.4,,185,44,110,18.22,,64,,438,284,8,0.74,,0.5,,0.84,,
4702,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",,,4.5,7.12,1591,31,26,,3.6,48,,,,,21,BDL,528,217,131,103,39,0.32,360,77,192,41,168,bdl,92,850,473,25,,7.7,,53,0.73,31.6,2
4703,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,,0.3,7.6,2290,10,,,34,540,12,,,,30,5,520,353,127,16.8,4.97,,540,136,340,48.6,,218,,1420,960,34,3.08,,0.6,,1.29,,
4704,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,,0.3,7.4,1390,14,,,27,430,12,,,,14,5,240,196,215,7,2.96,,250,62,155,23.09,,122,,848,550,16,2.34,,0.5,,1.18,,
5040,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,,1,8.2,1601,4.9,,,31,540,14,,,,11,10,325,264,55,8.4,3.42,,335,84,210,30.38,,102,,992,654,13,3.78,,0.5,,1.32,,
5041,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,,0.3,8.62,1480,6.1,,,17,430,12,,,,8,20,360,189,66,7,2.54,,375,92,230,35.23,,115,,902,590,10,3.18,,0.5,,1.24,,
5113,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Chinna Cheruvu, Ramanthapur Bagat, Uppal",Medchal Malkajgiri,,0.3,7.78,1204,14,,,14,430,6,,,,8,5,220,199,191,8.4,3.74,,290,72,180,26.73,,104,,802,600,11,1.94,,0.5,,1.14,,
5117,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Masjid Banda Lake, Kondapur, Serlingampally",Rangareddy ,Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Pale Cheruvu, Kattedan",Rangareddy,Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy,,0.3,8.55,1645,6,,,43,920,17,,,,10,20,280,202,62,11.2,3.54,,450,112,280,41.31,,264,,980,620,13,3.46,,0.6,,1.32,,
5127,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Kummari Kunta, Amangal, Hayathnagar",Rangareddy,,0.3,8.03,1780,12,,,31,920,21,,,,16,5,280,240,156,12.6,3.88,,465,116,290,42.52,,254,,1120,800,19,2.96,,0.6,,1.48,,
5128,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*",Palle cheruvu,Rangareddy,,0.3,8.08,2092,8,,,34,920,27,,,,14,5,320,382,111,14,4.56,,330,82,205,30.38,,238,,1318,880,16,2.56,,0.5,,1.39,,
5129,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,,0.3,8.01,1802,12,,,43,920,17,,,,15,5,240,244,155,9.8,4.28,,365,90,225,34.02,,260,,1028,810,17,3.42,0.5,0.5,1.84,1.84,225,
5130,"Cherlapally Tank , Cherlapally , Kapra , Medchal- Malkajgiri*","Pathikunta, Budwel, Rajendranagar",Rangareddy,,3,8.28,1676,4.2,,,17,430,10,,,,10,10,330,240,52,7,0.74,,340,84,210,31.59,,120,,1040,680,12,2.74,,0.5,,0.94,,
5498,"Malkam Cheruvu, Raidurgam, Serilingampally","Suleman cheruvu ,kattedam(v),Ragendra nagar(m)Rangareddy dist",Medchal Malkajgiri,,0.3,7.9,1684,6.4,,,24,540,12,,,,15,5,340,272,79,11.2,2.68,,350,88,220,31.59,,168,,1044,700,13,2.94,,0.5,,1.34,,
4668,"Malkam Cheruvu, Raidurgam, Serilingampally","Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,,0.3,7.48,1672,8,,,63,430,14,,,,10,5,240,312,92,4.2,1.2,,265,56,140,30.38,,86,,998,730,18,3.2,,0.6,,1.02,,
4676,"Malkam Cheruvu, Raidurgam, Serilingampally","Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,"Malkam Cheruvu, Raidurgam, Serilingampally","Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,,0.3,7.66,1840,8,,,70,540,6,,,,20,5,310,296,92,5.6,1.2,,330,68,170,38.88,,156,,1180,800,32,4.8,,0.78,,1.12,,
4695,"Malkam Cheruvu, Raidurgam, Serilingampally","Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,"Malkam Cheruvu, Raidurgam, Serilingampally","Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,,0.3,7.24,1807,8,,,49,430,4,,,,14,5,250,280,115,4.2,0.6,,270,60,150,29.16,,160,,1080,730,29,4.2,,0.6,,1.16,,
4697,"Malkam Cheruvu, Raidurgam, Serilingampally","Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,"Malkam Cheruvu, Raidurgam, Serilingampally","Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,,0.3,7.64,1959,10,,,70,540,13,,,,18,5,320,278,124,5.4,1.2,,340,72,180,38.88,,166,,1186,820,26,4.06,,0.68,,1.08,,
4705,"Malkam Cheruvu, Raidurgam, Serilingampally","Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,"Malkam Cheruvu, Raidurgam, Serilingampally","Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,,3.9,8.5,1410,3.6,,,26,540,12,,,,12,10,265,245,44,7,0.56,,275,68,170,25.52,,152,,874,580,10,2.16,,0.5,,1.16,,
5037,"Malkam Cheruvu, Raidurgam, Serilingampally","Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,"Malkam Cheruvu, Raidurgam, Serilingampally","Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.09,1612,14,,,63,540,4,,,,29,5,235,260,179,4.2,1.2,,245,54,135,26.73,,124,,960,652,36,3.8,,0.6,,1.16,,
5043,"Malkam Cheruvu, Raidurgam, Serilingampally","Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.25,1653,10,,,33,430,11,,,,22,5,260,280,116,5.4,2.4,,285,62,155,31.59,,92,,986,710,36,3.4,,0.5,,1.06,,
5045,"Malkam Cheruvu, Raidurgam, Serilingampally","MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,"Malkam Cheruvu, Raidurgam, Serilingampally","Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,1,7.2,773,4,,,49,430,2,,,,13,5,180,78,48,2.8,0.6,,195,42,105,21.87,,60,,460,310,20,2.6,,0.5,,1.02,,
5047,"Malkam Cheruvu, Raidurgam, Serilingampally","Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,"Malkam Cheruvu, Raidurgam, Serilingampally","Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,"Malkam Cheruvu, Raidurgam, Serilingampally","Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,"Malkam Cheruvu, Raidurgam, Serilingampally","Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.19,1673,6.2,,,49,430,14,,,,19,5,275,288,70,4.2,1.8,,290,64,160,31.59,,98,,992,740,30,3.6,,0.5,,1.09,,
5051,"Malkam Cheruvu, Raidurgam, Serilingampally","Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,,0.3,7.14,1223,8,,,26,350,10,,,,11,5,220,172,116,5.4,2.4,,240,56,140,24.3,,94,,730,408,16,2.8,,0.5,,1.08,,
5111,"Malkam Cheruvu, Raidurgam, Serilingampally","Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,,0.3,7.75,2080,8,,,110,540,16,,,,23,5,340,306,92,5.4,2.4,,360,76,190,41.31,,220,,1250,830,38,4.8,,0.6,,1.16,,
5112,"Malkam Cheruvu, Raidurgam, Serilingampally","Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,,0.3,7.07,1646,12,,,79,430,11,,,,27,5,260,296,147,5.4,0.4,,280,60,150,31.59,,96,,988,710,36,3.08,,0.5,,1.12,,
4675,"Malkam Cheruvu, Raidurgam, Serilingampally","Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,,1.2,7.67,924,5.6,,,49,430,2,,,,12,5,240,120,52,2.8,0.6,,260,56,140,29.16,,86,,560,330,12,3.6,,0.5,,1.18,,
4667,"Malkam Cheruvu, Raidurgam, Serilingampally","Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,,0.3,7.97,2423,14,,,22,430,6.8,,,,20,5,540,286,169,10.08,5.04,,586,122.4,306,68.04,,146,,1504,980,30,3.24,,0.58,,1.24,,
4689,"Malkam Cheruvu, Raidurgam, Serilingampally","Sunnam Kunta, Jubille hills",Hyderabad,,0.3,7.47,621,8,,,11,280,2,,,,8,5,150,61,98,3.36,0.98,,158,34.4,86,17.5,,49,,386,270,16,1.09,,0.5,,0.65,,
4690,"Malkam Cheruvu, Raidurgam, Serilingampally","Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,,0.3,7.26,1203,10,,,33,430,2,,,,10,5,260,176,120,2.8,1.2,,280,58,145,32.8,,110,,653,490,15,3.2,,0.5,,1.08,,
5029,"Malkam Cheruvu, Raidurgam, Serilingampally","Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,"Malkam Cheruvu, Raidurgam, Serilingampally","Naya Quila Talab, Golconda, Hyderabad",Hyderabad,,0.3,7.56,1375,7,,,17,350,2,,,,16,5,324,167,82,5.6,3.18,,354,75.2,188,40.34,,69,,852,610,20,2.04,,0.5,,1.03,,
5031,"Malkam Cheruvu, Raidurgam, Serilingampally","Erra Kunta, Shaikpet, Hyderabad",Hyderabad,Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,"Malkam Cheruvu, Raidurgam, Serilingampally","Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,,0.3,7.5,1730,8,,,33,540,4,,,,8,5,280,240,104,4.2,1.2,,295,62,155,34.02,,160,,1038,710,32,4,,0.5,,1.19,,
5033,"Malkam Cheruvu, Raidurgam, Serilingampally","Shatham Talab, Shaikpet, Hyderabad",Hyderabad,no access Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,"Malkam Cheruvu, Raidurgam, Serilingampally","Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,,0.3,7.94,1184,6,,,23,430,2,,,,10,5,250,140,84,4.2,0.6,,265,52,130,32.8,,88,,702,470,24,2.8,,0.5,,1.2,,
5035,"Malkam Cheruvu, Raidurgam, Serilingampally","Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,,0.3,7.92,1428,6.4,,,26,430,6.1,,,,16,5,342,142,74,6.72,3.99,,368,79.2,198,41.31,,105,,892,630,24,2.45,,0.5,,1.15,,
5038,"Malkam Cheruvu, Raidurgam, Serilingampally","Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,"Malkam Cheruvu, Raidurgam, Serilingampally","DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,,0.3,7.81,1958,22,,,32,540,9.2,,,,18,5,380,326,192,8.96,4.35,,416,88,220,47.63,,49,,1216,874,24,3.32,,0.52,,1.31,,
