Station code,water_bodies,Station name,District,RO,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia  (mg/L),Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4661,Lakes & Tanks ,Peddakanjarla Tank,Sangareddy,Sangareddy,6.2,6.69,196,2.1,2,0.1,1.8,12,Less than  1.8,,,,9,5,48,24,12,5,0.1,Less than 0.01,68,14,8,4,7,112,78,9,,0.1,0.1,2,0.1,17.67,0.37
4666,Lakes & Tanks ,Ismailkhanpet Tank,Sangareddy,Sangareddy,6,7.11,1080,2.2,6,0.1,3.6,17,2,,,,12,12,132,62,26,5,0.1,Less than 0.01,199,40,24,7,19,602,465,10,,0.1,0.1,4,0.1,16.76,0.58
4670,Lakes & Tanks ,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",Rangareddy,Ranga Reddy-I,4.6,6.68,622,2.1,3.2,,39,350,2,,,,8.6,5,185,84,20,5,0.1,Less than 0.01,213,49,22,45,55,378,,12,0.1,,0.1,3.2,0.43,35.39,1.63
4675,Lakes & Tanks ,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,hyderabad,3.8,8.61,634,4,6.8,,33,280,14,,,,8.9,15,165,61,23,5,0.1,Less than 0.01,201,51.2,17.74,36,44,376,,14,0.82,,0.1,4.81,0.43,31.49,1.35
4680,Lakes & Tanks ,Laknavaram lake,Mulugu,Warangal,6.2,7.76,144,2.1,0.12,,Less than 1.8,21,Less than 1.8,,,,8,5,40,17,10,5,0.1,Less than 0.01,40,8.8,5,10,16,88,,17,0.1,,0.1,1,0.15,44.09,1.06
4681,Lakes & Tanks ,Pakala lake Narsampet,Warangal Rural,Warangal,6,7.97,212,2.1,0.16,,Less than 1.8,27,Less than 1.8,,,,8.9,5,80,18,10,5,0.1,Less than 0.01,93,29,5,7,11,122,,12,0.1,,0.1,1.28,0.2,20.11,0.5
4682,Lakes & Tanks ,Bandham Cheruvu,Warangal,Warangal,Sample not collected  ,,,,,,,,,,,,,,,,,,0.1,Less than 0.01,,,,,,,,,,,,,,,
4688,Lakes & Tanks ,"Narinja River, Kothur - B (V), Zaheerabad",Sangareddy,Sangareddy,5.9,6.82,410,2.1,4,0.13,5.6,33,3,,,,14,16,96,46,22,5,0.1,Less than 0.01,136,28,16,5,13,265,153,6,,0.13,0.1,4,0.1,16.62,0.48
1391,Lakes & Tanks ,Hussain sagar Lake,Hyderabad,Hyderabad,1,7.57,1144,5.9,8.2,,110,540,21,,,,10.8,5,230,142,68,5,0.49,Less than 0.01,256,61.6,24.79,86,124,680,,19,1.34,,0.1,5.66,0.69,50.47,3.36
3071,Lakes & Tanks ,Langarhouse lake,Hyderabad,Hyderabad,0.3,7.59,1002,6,2.86,,110,430,17,,,,18.6,5,215,122,60,5,0.49,Less than 0.01,232,56.8,21.87,85,112,560,,22,1.16,,0.1,6.02,0.75,50.27,3.19
2341,Lakes & Tanks ,Miralam tank,Hyderabad,Hyderabad,2.6,7.57,1338,5,2.8,,49,430,4,,,,12,5,340,148,30,5,0.18,Less than 0.01,355,88,32.8,74,124,744,,14,1.34,,0.1,10,0.98,42.18,2.85
3073,Lakes & Tanks ,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,Rangareddy - II,0.3,7.31,1195,8,4.6,,79,540,14,,,,18,5,260,138,88,5,1.41,0.02,284,65.6,29.16,89,114,662,,24,2.86,,0.1,12.06,0.76,45.16,2.93
3072,Lakes & Tanks ,Safilguda lake,Medchal Malkajgiri,Rangareddy - II,0.3,7.47,1150,6.1,6.8,,84,540,21,,,,18.2,5,285,142,52,5,0.18,Less than 0.01,310,74.4,30.13,86,122,724,,20,2.38,,0.1,9,1.08,45.08,3.01
3075,Lakes & Tanks ,Rangadhamuni cheruvu,Medchal Malkajgiri,Rangareddy - II,2,7.36,768,5.2,4.6,,53,540,18,,,,12,5,190,96,50,5,0.1,Less than 0.01,228,52,23.81,53,76,444,,15,1.06,,0.1,5.24,0.62,41.18,2.18
3076,Lakes & Tanks ,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,Rangareddy - II,0.3,7.59,1273,12,4.7,,63,430,22,,,,23,5,285,158,100,5,1.18,0.01,302,72,29.65,84,138,744,,27,2.82,,0.1,12.2,0.82,48.45,3.44
3077,Lakes & Tanks ,"Kapra cheruvu, Kapra",Medchal Malkajgiri,Rangareddy - II,3.2,7.44,1259,4,3.2,,43,350,17,,,,10.2,5,280,154,23,5,0.14,Less than 0.01,294,69.6,29.16,106,129,740,,14,1.32,,0.1,6.86,0.75,47.96,3.26
2357,Lakes & Tanks ,Durgam cheruvu,RR-shamshabad,Hyderabad,2.8,8.01,705,3.7,4.8,,33,350,13,,,,17,5,140,90,28,5,0.1,Less than 0.01,240,56.8,23.81,66,52,412,,18,0.89,,0.1,7,0.82,31.12,1.46
2344,Lakes & Tanks ,Nalla cheruvu,Medchal Malkajgiri,Rangareddy - II,0.3,8.33,1393,8,3.5,,47,430,9,,,,16,10,310,164,105,5,0.18,Less than 0.01,280,78.4,20.41,84,154,801,,24,1.48,,0.1,12.6,0.87,52.97,3.99
2359,Lakes & Tanks ,Pedda Cheruvu (Nacharam cheruvu),Medchal Malkajgiri,Rangareddy - I,0.3,8.03,1200,6,4.4,,57,430,11,,,,16.7,5,280,150,56,5,0.32,Less than 0.01,280,73.6,23.33,52,124,704,,28,1.66,,0.1,10.2,1.08,47.81,3.22
2342,Lakes & Tanks ,Noor Md. Kunta,RR-shamshabad,Rangareddy - I,0.3,7.79,1384,10,6.8,,73,430,13,,,,20,5,305,169,92,5,1.51,0.05,338,84,31.1,104,144,820,,40,3.28,,0.1,8.24,0.84,47.2,3.4
3070,Lakes & Tanks ,"Fox sagar, Jeedimetla",Medchal Malkajgiri,Rangareddy - II,2.8,8.11,1466,5,6.86,,34,540,14,,,,24.5,5,288,188,60,5,0.19,Less than 0.01,348,84,33.53,120,148,888,,22,0.96,,0.1,7.26,0.74,47.26,3.44
3074,Lakes & Tanks ,Banjara Lake,Hyderabad,Hyderabad,0.3,7.23,783,5.8,8.6,,47,540,17,,,,26.9,5,220,87,88,5,0.12,Less than 0.01,204,61.6,12.15,45,64,486,,30,0.86,,0.1,8.78,0.8,39.19,1.95
4236,Lakes & Tanks ,Pedda cheruvu,Ranga Reddy,Warangal,Station code:2359 & 4236 both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Lakes & Tanks ,Saki Tank,Sangareddy,ZL-RCP,5.9,7.2,1180,4,11,0.1,5.5,40,3.6,,,,13,24,220,126,30,5,,Less than 0.01,332,68,40,15,37,672,477,13,,0.14,0.1,6,0.2,18.94,0.88
4237,Lakes & Tanks ,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",RR-shamshabad,Ranga Reddy-I,0.3,7.68,921,6.1,4.6,,25,430,27,,,,12.6,30,215,103,48,5,0.32,Less than 0.01,206,64,11.18,48,84,512,,16,2.08,,0.1,7,0.6,45.86,2.54
4667,Lakes & Tanks ,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,Hyderabad,0.3,7.75,977,8,6.8,,39,430,6.8,,,,20,20,185,137,73,5,0.1,Less than 0.01,316,73.6,32.08,82,70,540,,28,1.32,,0.1,9.36,0.9,31.58,1.71
4668,Lakes & Tanks ,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,Medchal,0.3,8.24,1080,8.2,6.4,,58,430,23,,,,18.2,5,215,142,88,5,0.86,0.07,284,70.4,26.24,48,101,590,,28,1.86,,0.1,7.86,0.82,42.63,2.6
4669,Lakes & Tanks ,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,Ranga Reddy-I,2.4,8.34,623,3.5,8.02,,70,430,14,,,,10.3,15,180,74,32,5,0.12,0.01,201,56,14.82,,40,355,,15,1.24,,0.1,3.84,0.68,29.61,1.22
4671,Lakes & Tanks ,"Medi Kunta, Guttala begumpet (V)",Rangareddy,Ranga Reddy-I,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,RO-R.R-I,2.9,8.2,809,3.8,13.6,,58,430,17,,,,20,10,142,98,40,5,0.1,Less than 0.01,211,47.2,22.6,74,66,492,,28,0.52,,0.1,3.24,0.39,39.88,1.97
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),Rangareddy,Ranga Reddy-I,2.8,8.11,682,3.2,5.8,,13,350,4,,,,9.2,5,175,73,40,5,0.1,Less than 0.01,210,50.4,20.41,39,50,381,,13,0.38,,0.1,3.96,0.86,33.46,1.5
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,Ranga Reddy-I,2.6,8.43,742,3.2,4.6,,27,430,14,,,,8.6,20,154,86,44,5,0.1,Less than 0.01,212,48,22.36,53,54,444,,11,0.1,,0.1,3.02,0.65,35.1,1.61
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,Medchal,0.3,7.36,1145,6.2,5.2,,21,240,1.8,,,,21,5,320,130,68,5,0.8,Less than 0.01,375,76,44.95,88,103,704,,17,2.08,,0.1,8.88,0.77,36.55,2.31
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,Medchal,0.3,7.1,1488,8,12.4,,49,920,15,,,,8.6,5,355,174,68,5.6,1.69,0.01,386,84,42.77,108,154,944,,12,2.36,,0.1,18.2,1.08,44.86,3.4
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,Ranga Reddy-I,0.3,7.2,1193,6.6,11.4,,49,540,9.2,,,,29,5,280,138,98,5,0.12,Less than 0.01,318,74.4,32.08,68,114,678,,56,0.72,,0.1,14,0.74,42.33,2.77
4679,Lakes & Tanks ,HUDA Park Lake,Rangareddy,Ranga Reddy-I,0.3,7.37,2094,8,28,,79,540,27,,,,14.4,5,385,247,92,5.6,2.39,0.03,440,96,48.6,128,208,1174,,18,3.26,,0.1,13.6,1.02,49.57,4.3
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",Warangal,Warangal,4.8,8.03,527,2.1,1.5,,31,350,2,,,,6.2,5,105,69,16,5,0.1,Less than 0.01,140,49.6,5,38,42,302,,10,0.12,,0.1,4.72,0.4,37.7,1.52
4684,Lakes & Tanks ,Campus Lake Icrisat,Sangareddy,Sangareddy,6.2,6.72,475,2.1,5,0.1,11,120,8.3,,,,16,20,92,54,12,5,0.1,Less than 0.01,140,30,16,4,14,268,194,7,,0.15,0.1,4,0.14,17.17,0.51
4685,Lakes & Tanks ,Surisigal Lake Icrisat,Sangareddy,Sangareddy,6.4,7.17,838,2.1,7,0.1,13,150,10,,,,12,16,132,62,16,5,0.1,Less than 0.01,194,38,24,10,17,472,328,12,,0.12,0.1,4,0.16,15.59,0.53
4686,Lakes & Tanks ,Icrisat Lake,Sangareddy,Sangareddy,6.2,6.85,861,2.3,6,0.12,12,130,9.1,,,,14,24,112,68,22,5,0.1,Less than 0.01,172.25,36,20,8,20,490,356,15,,0.2,0.1,4,0.13,19.59,0.66
4687,Lakes & Tanks ,Red Lake Icrisat,Sangareddy,Sangareddy,6,6.71,812,3,8,0.16,17,220,12,,,,13,20,152,86,24,5,0.1,Less than 0.01,235,48,28,10,23,462,335,6,,0.19,0.1,4,0.18,17.14,0.65
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",Hyderabad,Hyderabad,4.3,8.02,379,2.1,3.7,,17,350,15,,,,20,5,91,82,16,5,0.1,Less than 0.01,135,39,9,18,34,222,,34,0.86,,0.1,4.34,0.29,34.46,1.27
4690,Lakes & Tanks ,"Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,Hyderabad,4.1,7.95,894,6,9.6,,39,540,25,,,,10.2,5,240,91,58,5,0.12,Less than 0.01,294,70.4,28.67,54,62,525,,16,1.46,,0.1,12.6,0.68,30.19,1.57
4691,Lakes & Tanks ,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,Ranga Reddy-I,0.3,7.17,999,6,5.8,,84,540,21,,,,18.6,5,245,106,68,5,1.22,0.01,278,66,27.46,74,100,584,,24,1.22,,0.1,7.86,0.6,42.89,2.6
4692,Lakes & Tanks ,"Ramanthapur Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,Ranga Reddy-I,sample was not collected due to no accessibility,,,,,,,,,,,,,,,,,,,Less than 0.01,,,,,,,,,,,,,,,
4693,Lakes & Tanks ,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,Ranga Reddy-I,2.6,7.74,737,6,4.2,,21,350,9,,,,18.6,5,140,96,44,5,0.1,Less than 0.01,217,59,17,40,81,406,,22,0.86,,0.1,7,0.78,43.65,2.38
4694,Lakes & Tanks ,Mundla Katwa Lake,Medchal Malkajgiri,RO-R.R-I,"4237 & 4694 - Mundlakaatwa, was same Sample",,,,,,,,,,,,,,,,,,,Less than 0.01,,,,,,,,,,,,,,,
4695,Lakes & Tanks ,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,RR-II,Lake sample were not collected as the surface of the lake was spread over with water hycianth plants.,,,,,,,,,,,,,,,,,,,Less than 0.01,,,,,,,,,,,,,,,
4696,Lakes & Tanks ,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,RR-II,0.3,7.23,1079,6,5.4,,47,540,21,,,,9.8,5,255,125,58,5,0.14,Less than 0.01,310,72,31.59,89,107,640,,14,1.08,,0.1,10.26,0.99,41.73,2.64
4697,Lakes & Tanks ,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,RR-II,Lake sample were not collected as lake was under maintainanace. ,,,,,,,,,,,,,,,,,,,Less than 0.01,,,,,,,,,,,,,,,
4698,Lakes & Tanks ,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,RR-II,0.3,8.24,1481,10,8.4,,47,430,21,,,,8.7,10,220,200,108,5,1.7,0.15,357,85,35,136,160,823,,14,1.64,,0.1,9,0.82,48.46,3.67
4699,Lakes & Tanks ,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,Ranga Reddy-I,5,7.22,378,2,1.2,,12,210,Less than 1.8,,,,10.8,5,90,39,15,5,0.1,Less than 0.01,99,26.4,8.02,22,34,210,,19,0.32,,0.1,2.84,0.1,41.77,1.48
4700,Lakes & Tanks ,"Large tank,/ Saroornagar, Rangareddy District.",RR-shamshabad,Ranga Reddy-I,Station code:1788 & 4700  both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,Lakes & Tanks ,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,Ranga Reddy-I,3.2,7.16,1002,6,6.2,,33,430,12,,,,24.6,5,280,110,64,5,0.1,Less than 0.01,312,72,32.08,65,92,632,,32,1.14,,0.1,8,0.76,38.17,2.26
4702,Lakes & Tanks ,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,RO-R.R-I,4.6,7.81,1130,17,10,0.1,220,920,Less than 1.8,,,,72,5,312,113,65,58,20,0.7,224,67,14,54,102,682,538,46,0.1,,0.1,10,0.75,48.16,2.95
4703,Lakes & Tanks ,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,Ranga Reddy-I,0.3,8.4,1305,10,5.8,,39,430,17,,,,16.8,15,244,198,118,5,0.32,0.03,326,76,33.05,101,101,725,,20,1.89,,0.1,12.6,0.86,38.97,2.43
4704,Lakes & Tanks ,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,Ranga Reddy-I,3.2,6.92,427,2.1,3.8,,26,220,Less than 1.8,,,,10.3,5,90,55,18,5,0.1,Less than 0.01,120,39.2,5.35,27,34,244,,14,0.14,,0.1,5.68,0.62,36.69,1.35
4705,Lakes & Tanks ,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,Medchal,0.3,7.3,1452,6,7.2,,21,350,4,,,,20,5,385,161,68,5,0.14,Less than 0.01,400,88,43.74,110,118,805,,14,1.36,,0.1,9.26,0.91,38.25,2.56
5029,Lakes & Tanks ,"Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,Hyderabad,2.9,7.47,980,6,7.8,,17,430,10,,,,16,5,325,92,32,5,1.29,0.02,336,77.6,34.51,48,80,580,,20,1.16,,0.1,12.6,0.76,32.95,1.89
5030,Lakes & Tanks ,"Naya Quila Talab, Golconda, Hyderabad",Hyderabad,Hyderabad,0.3,8.48,1123,6,10.6,,43,540,12,,,,21,15,310,120,69,5,1.49,0.21,372,84.8,38.88,112,96,740,,42,0.79,,0.1,13.2,1.02,34.8,2.16
5031,Lakes & Tanks ,"Yerra Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,2.2,7.38,740,6,6.6,,32,350,11,,,,30,30,170,108,49,5,0.1,Less than 0.01,246,59.2,23.81,64,52,427,,52,1.63,,0.1,4.28,1.43,30.91,1.44
5032,Lakes & Tanks ,"Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,Hyderabad,2.1,8.12,902,6,10.8,,33,430,17,,,,15.8,5,190,102,54,5,0.1,Less than 0.01,260,65.6,23.33,62,85,514,,26,1.28,,0.1,7.14,0.92,40.6,2.29
5033,Lakes & Tanks ,"Shantham Cheruvu, Shaikpet, Hyderabad",Hyderabad,Hyderabad,0.3,7.81,840,4,7.2,,21,430,9.1,,,,36,30,160,100,42,5,0.1,Less than 0.01,240,66.4,17.98,64,62,467,,54,0.98,,0.1,4.64,1.02,35.32,1.74
5034,Lakes & Tanks ,"Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,1.8,7.98,869,4.8,8.6,,31,350,20,,,,18.6,5,205,95,50,5,0.1,Less than 0.01,240,73.6,13.61,48,74,524,,22,1.39,,0.1,3.8,0.61,39.58,2.07
5035,Lakes & Tanks ,"Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,1.6,8.5,1042,4,12.4,,58,540,13,,,,8.7,10,250,108,46,5,0.1,Less than 0.01,292,69,29,62,88,678,,12,0.54,,0.1,6.86,0.8,38.77,2.23
5036,Lakes & Tanks ,"Ramanna Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Lake sample were not collected as the surface of the lake was spread over with water hycianth plants.,,,,,,,,,,,,,,,,,,,Less than 0.01,,,,,,,,,,,,,,,
5037,Lakes & Tanks ,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,0.3,8.41,1289,6,10.6,,26,430,14,,,,10.2,15,320,132,69,5,1.39,0.18,376,84,40.34,74,120,738,,23,2.04,,0.1,9.02,0.82,40.1,2.68
5038,Lakes & Tanks ,"Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,Hyderabad,0.3,7.28,1444,4,14.2,,33,540,12,,,,12.7,5,350,174,36,5,1.2,0.01,418,88,48,106,110,902,,18,1.28,,0.1,7.29,0.94,35.77,2.33
5039,Lakes & Tanks ,"DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,Hyderabad,1.3,7.35,1048,3.6,13.6,,24,540,11,,,,13,25,188,127,44,5,0.1,Less than 0.01,276,76,21,94,104,580,,14,1.94,,0.1,6.86,0.72,44.12,2.71
5040,Lakes & Tanks ,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,6.98,1185,8,10.6,,94,540,27,,,,28,5,280,145,82,5,1.37,Less than 0.01,312,73.6,31.1,70,118,684,,40,1.82,,0.1,16,0.72,43.43,2.9
5041,Lakes & Tanks ,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,Ranga Reddy-I,1.1,7.5,1050,4.2,9.8,,70,540,27,,,,10.8,5,270,140,48,5,0.16,Less than 0.01,320,77.6,30.62,86,96,672,,18,1.46,,0.1,9,0.71,38.52,2.33
5042,Lakes & Tanks ,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,0.3,7.01,1027,7.2,9.8,,41,540,17,,,,11,5,240,100,77,5,0.53,Less than 0.01,290,68,29.16,74,74,610,,18,1.88,,0.1,11.08,0.93,34.48,1.88
5043,Lakes & Tanks ,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,1,7.39,1071,5,10.2,,39,540,20,,,,11.6,5,230,146,43,5,0.1,Less than 0.01,301,71,30,58,105,596,,18,0.96,,0.1,8.21,0.69,42.17,2.62
5044,Lakes & Tanks ,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",Medchal Malkajgiri,Medchal,0.3,7.09,944,5.2,8.6,,33,540,9,,,,16.2,5,250,128,86,5,0.22,Less than 0.01,286,69.6,27.22,56,92,524,,22,0.96,,0.1,6.18,0.98,40.38,2.36
5045,Lakes & Tanks ,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,0.3,6.94,1072,7,10.4,,47,430,22,,,,16.2,5,245,129,69,5,0.61,Less than 0.01,304,69.6,31.59,68,100,664,,27,1.48,,0.1,9,0.99,40.67,2.49
5046,Lakes & Tanks ,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,5,7.49,419,2.1,3.2,,21,280,14,,,,10,5,100,42,12,5,0.1,Less than 0.01,124,36,8.26,28,28,240,,10,0.38,,0.1,4.62,0.38,31.83,1.09
5047,Lakes & Tanks ,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,3.8,6.69,854,8,11.6,,33,540,10,,,,39,5,210,101,58,5,0.18,Less than 0.01,240,74.4,13.12,52,68,520,,52,0.96,,0.1,11.2,0.68,36.69,1.91
5048,Lakes & Tanks ,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,2.1,7.18,816,4.2,3.8,,21,540,8,,,,6.5,5,210,118,46,5,0.1,Less than 0.01,219,58,18,51,78,514,,12,0.96,,0.1,5.86,0.71,42.7,2.29
5049,Lakes & Tanks ,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,4.1,7.48,866,4,5.8,,33,430,15,,,,4.6,5,180,98,46,5,0.1,Less than 0.01,226,54,22,90,92,536,,10,0.82,,0.1,6.72,0.51,45.95,2.66
5050,Lakes & Tanks ,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,1.1,7.47,1340,5.2,10.6,,40,540,21,,,,16.7,5,320,170,62,5,1.4,0.02,342,80,34.51,92,152,844,,25,1.92,,0.1,14.6,0.73,47.69,3.56
5051,Lakes & Tanks ,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,0.3,7,1146,4.8,8.6,,47,540,11,,,,11.6,5,300,152,50,5,0.19,Less than 0.01,384,84,42.28,87,104,722,,20,1.82,,0.1,12.6,0.71,35.98,2.3
5052,Lakes & Tanks ,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,7.5,860,4,4.8,,21,350,13,,,,12.8,5,220,78,32,5,0.1,Less than 0.01,281,73,24,51,54,481,,19,1.38,,0.1,4.82,0.5,28.91,1.4
5053,Lakes & Tanks ,"Ramamma Kunta, Gachibowli, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,2.4,8.48,623,4,5.2,,17,280,5.6,,,,8.3,20,155,78,40,5,0.12,0.02,236,56,23.33,46,46,392,,12,0.58,,0.1,3.86,0.41,29.23,1.3
5054,Lakes & Tanks ,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,2.8,8.11,695,4,6.2,,21,430,10,,,,10.4,5,130,98,30,5,0.1,Less than 0.01,202,49.6,18.95,66,62,430,,21,0.86,,0.1,4,0.54,39.31,1.89
5055,Lakes & Tanks ,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,1.3,8.56,854,4,8.6,,33,540,15,,,,12.8,25,201,101,40,5,0.1,Less than 0.01,262,61.6,26.24,78,78,540,,24,1.82,,0.1,4.28,0.67,38.68,2.09
5056,Lakes & Tanks ,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,1,8.51,918,4,6.2,,33,350,4,,,,11.6,25,215,81,36,5,0.12,Less than 0.01,240,64.8,18.95,46,54,512,,14,0.58,,0.1,6.06,0.8,32.06,1.51
5057,Lakes & Tanks ,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,7.17,1045,10,9.8,,39,540,10,,,,13,5,280,140,112,5.6,1.68,0.01,366,88,35.48,96,107,649,,22,1.28,,0.1,3.84,0.96,38.43,2.43
5058,Lakes & Tanks ,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,2,8.2,744,4,3.8,,17,350,6.8,,,,16.2,10,220,88,40,5,0.1,Less than 0.01,262,64,24.79,52,62,444,,18,0.74,,0.1,4.13,0.89,33.42,1.66
5059,Lakes & Tanks ,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,2.7,8.18,999,6,7.4,,27,430,8,,,,11.2,5,245,125,60,5,0.14,0.01,318,76,31.1,72,88,581,,17,1.22,,0.1,6.63,0.93,36.83,2.14
5060,Lakes & Tanks ,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,1.2,8.34,1024,8,8.8,,33,540,6.8,,,,15,20,280,127,82,5,0.18,0.02,300,74,28,78,96,640,,23,0.68,,0.1,8,0.87,40.09,2.4
5061,Lakes & Tanks ,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,8.13,717,6,8.2,,27,430,11,,,,12,5,180,88,60,5,0.32,0.02,246,56.8,25.27,54,64,452,,20,1.52,,0.1,4.32,0.62,35.5,1.77
