Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4693,Lakes & Tanks,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,1,7.12,732,5.8,5.4,,39,430,4,,,,18,5,160,84,72,7.84,2.24,,170,80,32,90,21.87,52,,468,290,22,1.68,,0.5,,0.78,#,#
4677,Lakes & Tanks,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,5,7.06,736,1.4,3.6,,46,540,2,,,,30,5,165,87,20,2.8,1.4,,180,105,42,75,18.22,52,,427,230,28,1.2,,0.5,,0.97,#,#
5044,Lakes & Tanks,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Medchal Malkajgiri,0.3,7.23,824,8,12.8,,21,350,4.5,,,,24,5,155,100,112,8.4,3.92,,170,125,50,45,10.94,65,,528,320,24,4.2,,0.5,,0.84,#,#
5052,Lakes & Tanks,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,4.3,7.3,414,3,4.4,,11,170,2,,,,11,5,90,49,48,5.6,1.68,,100,60,24,40,9.72,29,,260,120,30,2.86,,0.5,,0.54,#,#
5053,Lakes & Tanks,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,3,7.29,702,4,10.7,,11,210,2,,,,11,5,120,94,72,5.06,1.1,,130,85,34,45,10.94,54,,428,360,26,3.72,,0.5,,0.44,#,#
5054,Lakes & Tanks,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,3.2,7.25,522,4,6,,27,430,4.5,,,,12,5,100,71,52,6.72,2.24,,110,60,24,50,12.15,32,,334,180,28,3.2,,0.5,,0.32,#,#
5055,Lakes & Tanks,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.14,641,6,7.8,,36,430,6.8,,,,15,5,140,83,68,6.72,1.68,,165,90,36,75,18.22,42,,402,280,14,3.26,,0.5,,1.36,#,#
5056,Lakes & Tanks,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,4.2,7.41,571,3.4,5.8,,11,210,Less than 1.8,,,,16,5,120,72,48,4.48,0.56,,110,65,26,45,10.94,38,,348,160,34,2.06,,0.5,,0.32,#,#
5057,Lakes & Tanks,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.16,817,6,5.9,,33,430,4,,,,22,5,145,116,68,6.16,0.56,,160,95,38,65,15.79,66,,514,310,20,3.48,,0.5,,0.84,#,#
5058,Lakes & Tanks,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.08,1112,8,6.4,,46,540,4.5,,,,22,5,195,147,92,6.72,1.68,,220,115,46,105,25.52,93,,700,420,28,3.86,0.5,0.5,,0.69,#,#
5059,Lakes & Tanks,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,4,7.05,810,3.2,6.2,,21,350,2,,,,18,5,170,92,40,7.84,1.12,,205,85,34,120,29.16,64,,494,250,16,3.24,,0.5,,0.59,#,#
5060,Lakes & Tanks,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2.6,6.98,777,4,10.5,,34,350,2,,,,19,5,125,105,56,6.72,1.68,,140,95,38,45,10.94,76,,498,380,34,3.88,,0.5,,0.66,#,#
5061,Lakes & Tanks,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2,6.96,514,4,8.3,,14,280,2,,,,14,5,100,63,68,8.96,3.36,,110,65,26,45,10.94,42,,318,180,26,1.87,,0.5,,0.41,#,#
5062,Lakes & Tanks,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2.2,7.95,889,4,7.9,,33,430,2,,,,15,5,160,118,52,8.4,2.24,,175,85,34,90,21.87,71,,552,380,12,2.72,,0.5,,0.63,#,#
5063,Lakes & Tanks,"Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,3.2,6.91,370,4,12.9,,11,210,Less than 1.8,,,,11,5,80,42,42,5.6,2.8,,90,50,20,40,9.72,27,,233,160,28,1.06,,0.5,,0.55,#,#
5114,Lakes & Tanks,"Shanthisarovor Pond, Gachibowli, Serilingmapally",Rangareddy ,4.2,7.26,532,2,2.4,,Less than 1.8,39,Less than 1.8,,,,8,5,120,64,24,1.5,0.4,,130,70,28,60,14.58,41,,324,280,30,2.7,,0.5,,0.41,#,#
5115,Lakes & Tanks,"Raja Mohammad Kunta, Haffezpet, Serilingampally (M),",Rangareddy ,0.3,6.92,753,10,8.1,,32,540,4,,,,15,5,150,93,120,9.52,3.36,,170,105,42,65,15.79,52,,474,260,22,2.86,,0.5,,0.54,#,#
5116,Lakes & Tanks,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",Rangareddy ,3.6,7.1,791,4,2.6,,40,430,2,,,,14,5,140,104,48,8.96,3.36,,160,95,38,65,15.79,71,,490,280,29,3.06,,0.5,,0.59,#,#
5118,Lakes & Tanks,"Kotha Kunta, Haffezpet, Serilingampally (M)",Rangareddy ,no access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,Lakes & Tanks,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",Rangareddy ,2.7,7.07,427,4,5.6,,36,430,2,,,,20,5,100,48,56,8.4,2.24,,120,75,30,45,10.94,29,,270,28,18,2.72,,0.5,,0.76,#,#
5120,Lakes & Tanks,"Thammidi Kunta, Khanamet, Serilingampally",Rangareddy ,0.3,6.99,814,6,12.8,,21,350,5.5,,,,28,5,150,110,64,8.4,2.24,,170,90,36,80,19.44,62,,514,320,24,4.06,,0.5,,0.78,#,#
5124,Lakes & Tanks,TCS Synergy Park Lake,Rangareddy,5,7.51,518,2,1.3,,Less than 1.8,49,Less than 1.8,,,,10,5,150,48,32,1.5,0.4,,165,85,34,80,19.44,23,,322,200,20,2.86,,0.5,,0.49,#,#
5125,Lakes & Tanks,"Mondi Kunta, Khanamet, Serilingmampally",Rangareddy,0.3,6.69,502,6,2.8,,17,350,2,,,,26,5,100,62,88,6.72,1.68,,110,65,26,45,10.94,38,,316,280,27,4.32,,0.5,,0.2,#,#
5131,Lakes & Tanks,"Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,0.8,7.07,776,5.8,2.8,,21,350,2,,,,18,5,150,104,88,8.4,2.24,,160,80,32,80,19.44,57,,480,310,20,3.72,,0.5,,0.96,#,#
3086,Lakes & Tanks,Saki Tank,Sangareddy,7,7.4,970,3.3,30,0.18,4,40,2,,,,5.3,32,240,150,36,6,BDL,BDL,348,200,80,148,36,38,60,620,370,7.8,,0.16,BDL,7.8,0.22,26.73,1.4
4684,Lakes & Tanks,Campus Lake Icrisat,Sangareddy,6.2,6.78,583,3.1,34,0.07,6,94,4,,,,5,20,120,60,30,4,BDL,BDL,116,60,24,56,13,47,62,380,220,3.5,,0.08,BDL,3.5,0.3,53.37,2.53
4685,Lakes & Tanks,Surisigal Lake Icrisat,Sangareddy,6.5,6.5,820,3.4,39,0.05,6.1,120,5,,,,3.8,18,260,120,28,8,BDL,BDL,388,228,91,160,39,62,32,510,300,7.8,,0.12,BDL,7.8,0.24,14.9,0.71
4686,Lakes & Tanks,Icrisat Lake,Sangareddy,6.3,6.81,752,4.5,40,0.1,5.7,84,4,,,,4.2,20,140,140,50,4,BDL,BDL,208,120,48,88,21,36,70,480,290,8,,0.15,BDL,8,0.26,41.3,2.12
4687,Lakes & Tanks,Red Lake Icrisat,Sangareddy,6.6,7.24,622,4.7,30,0.18,6,70,4.5,,,,5,24,220,80,60,6,BDL,BDL,216,120,48,96,23,40,68,400,240,6,,0.1,BDL,6,0.35,39.98,2.02
1788,Lakes & Tanks,Saroornagar Lake / Large Tank,RR-shamshabad,0.3,6.96,899,6.2,10,,49,920,2,,,,22,5,210,96,81,7.84,3.36,,235,135,54,100,24.3,64,,558,340,29,1.67,,0.5,,1.16,#,#
2343,Lakes & Tanks,Premajipet tank,RR-shamshabad,No accesses due to agri bio gate was locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,Lakes & Tanks,"Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",Rangareddy,0.3,6.82,1208,6,16.8,,26,430,4.5,,,,19,5,190,156,76,10.6,5.6,,210,110,44,100,24.3,124,,748,460,24,2.3,,0.5,,1.12,#,#
4678,Lakes & Tanks,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,0.3,6.96,1110,12,16.4,,33,540,4.5,,,,16,5,200,156,151,11.2,2.24,,220,115,46,105,25.52,82,,688,440,24,0.86,,0.5,,1.12,#,#
4679,Lakes & Tanks,HUDA Park Lake,Rangareddy,6,7.06,424,1,19.1,,11,210,2,,,,14,5,100,42,20,5.6,1.68,,110,60,24,50,12.15,24,,262,160,14,0.83,,0.5,,0.79,#,#
4691,Lakes & Tanks,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,2.8,7.04,944,4,9.2,,40,540,2,,,,34,5,240,68,48,11.7,5.04,,270,110,44,160,38.88,84,,557,360,32,0.92,,0.5,,1.22,#,#
4692,Lakes & Tanks,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,Not collected due to heavy grassw at lake shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,Lakes & Tanks,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,less water with mud & heavy grass at lake shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,Lakes & Tanks,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,1.8,6.84,1368,45,8,,1.8,350,,,,,42,5,344,152,189,52,36,,264,176,70,88,21,100,164,793,691,151,,4.8,1.1,15,0.59,56,4.4
4703,Lakes & Tanks,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,No access due to heavy grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,Lakes & Tanks,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,2.2,6.84,574,5.2,4.2,,34,540,2,,,,24,5,110,76,60,5.6,1.12,,120,70,28,50,12.15,43,,354,240,22,1,,0.5,,0.79,#,#
5040,Lakes & Tanks,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,0.3,6.98,897,6,12.6,,33,350,6.1,,,,16,5,170,108,68,6.72,2.8,,180,95,38,85,20.66,72,,566,360,22,1.1,,0.5,,1.38,#,#
5041,Lakes & Tanks,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,0.3,7.63,1076,10,11.4,,36,430,6.1,,,,18,5,220,132,111,9.52,5.6,,240,95,38,145,35.23,84,,678,440,20,1.08,,0.5,,1.3,#,#
5113,Lakes & Tanks,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",Medchal Malkajgiri,1.3,7.11,1032,5.2,4.5,,26,350,2,,,,21,5,180,138,82,12.88,4.4,,210,110,44,100,24.3,94,,650,420,26,0.84,,0.5,,0.95,#,#
5117,Lakes & Tanks,"Masjid Banda Lake, Kondapur, Serlingampally",Rangareddy ,Not collected due to Enroachment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Lakes & Tanks,"Pale Cheruvu, Kattedan",Rangareddy,0.3,8.69,1161,6,8.34,,37,540,6,,,,18,10,280,122,72,5.6,2.39,,300,185,74,115,27.95,97,,720,490,14,3.12,,0.5,,1.08,#,#
5126,Lakes & Tanks,"Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy,0.9,7.09,1198,5.8,8.4,,27,430,6.8,,,,18,5,230,154,88,12.3,5.04,,220,130,52,90,21.87,98,,742,460,20,2.8,,0.5,,1.12,#,#
5127,Lakes & Tanks,"Kummari Kunta, Amangal, Hayathnagar",Rangareddy,3.8,6.93,554,2.8,5.6,,11,350,2,,,,12,5,110,68,28,5.6,2.2,,120,60,24,60,14.58,49,,344,220,16,1.1,,0.5,,0.65,#,#
5128,Lakes & Tanks,Palle cheruvu,Rangareddy,0.3,6.85,1242,10,12.6,,40,540,6.8,,,,21,5,250,146,115,11.2,5.04,,240,145,58,95,23.09,91,,770,500,18,2.4,,0.5,,1.18,#,#
5129,Lakes & Tanks,"Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,0.3,7.15,1334,8,11,,33,540,6.1,,,,16,5,270,174,91,10.08,5.6,,290,150,60,140,34.02,104,,828,520,26,3.2,,0.5,,1.28,#,#
5130,Lakes & Tanks,"Pathikunta, Budwel, Rajendranagar",Rangareddy,6,7.34,575,1,7.1,,17,350,2,,,,26,5,120,72,12,6.72,2.2,,130,80,32,50,12.15,41,,350,240,32,0.93,,0.5,,0.69,#,#
5132,Lakes & Tanks,"Malkam Cheruvu, Raidurgam, Serilingampally",Rangareddy ,4.3,7.92,974,17,24,,1.8,430,,,,,22,5,182,144,60,6,Less than 5,2.9,212,130,52,82,20,92,126,584,463,35,,2.3,0.18,13,0.8,54,3.8
5498,Lakes & Tanks,"Suleman cheruvu ,kattedam(v),Ragendra nagar(m)Rangareddy dist",Medchal Malkajgiri,0.3,7,1352,8,13.2,,21,350,2,,,,18,5,230,182,95,9.52,3.36,,250,120,48,130,31.59,116,,838,540,30,2.38,,0.5,,1.21,#,#
4668,Lakes & Tanks,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,0.3,7.32,1202,6,14,,33,540,4,,,,30,5,320,122,86,8.4,2.8,,380,195,78,185,44.95,56,,720,480,32,2.02,,0.5,,0.99,#,#
4676,Lakes & Tanks,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,4,7.13,870,3,4.2,,46,540,2.2,,,,34,5,210,95,36,2.8,1.4,,220,130,52,90,21.87,66,,561,380,29,2.56,,0.6,,0.98,#,#
4701,Lakes & Tanks,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,5,7.06,736,1.4,3.6,,46,540,6.1,,,,30,5,160,87,20,8.4,3.36,,180,100,40,80,19.44,58,,427,260,28,3.12,,0.5,,0.49,#,#
4695,Lakes & Tanks,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,not collected due to the lake is under maintaince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes & Tanks,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,0.3,7.99,995,6.2,12.4,,39,430,2,,,,23,5,195,124,84,8.96,3.36,,210,90,36,120,29.16,71,,636,480,27,3.2,,0.5,,0.88,#,#
4697,Lakes & Tanks,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,dried as lake was covered by hyacitn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes & Tanks,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,3.4,7.58,520,3,2.7,,22,430,2,,,,12,5,100,68,42,1.8,1.5,,105,65,26,40,9.72,42,,320,180,22,1.3,,0.5,,0.99,#,#
4705,Lakes & Tanks,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,0.8,6.99,1025,5.8,4.48,,40,540,4,,,,34,5,250,102,60,6.2,1.5,,270,155,62,115,27.95,68,,636,480,32,2.36,,0.5,,0.98,#,#
5036,Lakes & Tanks,"Ramana Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,2.3,7.56,596,4.2,6.2,,2,110,2,,,,20,5,120,76,60,4.2,2.8,,130,70,28,60,14.58,42,,340,180,28,2.2,,0.5,,1.02,#,#
5037,Lakes & Tanks,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,1.2,7.2,1320,5.2,8.6,,27,430,4,,,,18,5,350,120,86,4.2,0.4,,325,185,74,140,34.02,80,,820,380,35,2.5,,0.5,,0.96,#,#
5042,Lakes & Tanks,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.26,1025,6,12,,46,540,4.5,,,,26,5,205,114,72,8.4,2.24,,225,115,46,110,26.73,82,,646,420,22,3.86,,0.5,,0.78,#,#
5043,Lakes & Tanks,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.45,1240,6.2,8.6,,33,430,4,,,,15,5,380,88,110,6.2,0.4,,360,185,74,175,42.52,56,,780,350,42,2.3,,0.5,,1.02,#,#
5045,Lakes & Tanks,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,1,7.23,1120,5.2,13.2,,17,430,4,,,,22,5,210,146,66,6.6,1.1,,220,130,52,90,21.87,84,,684,360,30,2.1,,0.5,,0.99,#,#
5046,Lakes & Tanks,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,3.4,7.45,602,3,4.9,,32,350,4,,,,19,5,125,76,40,5.6,1.12,,135,85,34,50,12.15,38,,380,270,14,2.72,,0.5,,0.92,#,#
5047,Lakes & Tanks,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.74,422,6.7,6.7,,11,280,2,,,,12,5,80,54,66,4.48,0.56,,90,45,18,45,10.94,32,,262,190,12,2.24,,0.5,,0.99,#,#
5048,Lakes & Tanks,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,2.3,7.13,754,4.2,19.4,,36,430,4,,,,12,5,150,84,56,4.4,0.4,,160,110,44,50,12.15,56,,468,320,22,3.8,,0.5,,0.98,#,#
5049,Lakes & Tanks,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,no access due to lake is enroached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,Lakes & Tanks,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.6,7.01,1027,5.8,14.4,,34,430,4,,,,28,5,195,128,62,4,2.6,,210,135,54,75,18.22,79,,637,480,25,3.2,,0.5,,0.93,#,#
5051,Lakes & Tanks,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,2.2,7.86,1020,4,8.2,,11,430,4,,,,20,5,210,124,52,6.4,2.4,,225,150,60,75,18.22,71,,630,420,32,2.02,,0.5,,0.9,#,#
5111,Lakes & Tanks,"Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,0.3,7.22,1186,9,12,,21,920,6.1,,,,21,5,240,142,62,9.6,4.4,,250,170,68,80,19.44,83,,748,480,22,2.86,,0.5,,1.12,#,#
5112,Lakes & Tanks,"Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.55,1236,10,9.6,,17,540,4,,,,21,5,240,156,98,8.6,2.8,,260,165,66,95,23.09,94,,760,580,26,3.06,,0.5,,0.97,#,#
4675,Lakes & Tanks,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,3.8,8.08,745,3,2.4,,41,430,2,,,,14,5,130,98,52,6.16,2.8,,160,110,44,50,12.15,68,,454,280,18,0.96,,0.5,,0.93,#,#
4667,Lakes & Tanks,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,0.3,6.94,1255,6,13,,33,130,4.5,,,,20,5,240,156,72,6.72,1.68,,265,135,54,130,31.59,94,,778,460,30,0.88,,0.5,,0.99,#,#
4689,Lakes & Tanks,"Sunnam Kunta, Jubille hills",Hyderabad,5.9,7.9,466,1,1.9,,17,210,Less than 1.8,,,,28,5,100,54,12,4.48,0.56,,110,65,26,45,10.94,38,,288,180,16,0.66,,0.5,,0.75,#,#
4690,Lakes & Tanks,"Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,3.8,7.21,716,4,6.4,,25,280,2,,,,8,5,160,84,52,6.72,1.68,,180,95,38,85,20.66,52,,451,280,16,0.97,,0.5,,0.88,#,#
5029,Lakes & Tanks,"Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,gate locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,Lakes & Tanks,"Naya Quila Talab, Golconda, Hyderabad",Hyderabad,1.6,7.45,1041,5.2,7.3,,32,540,4,,,,21,5,190,139,84,6.16,1.12,,205,115,46,90,21.87,81,,646,400,22,1.72,,0.5,,1.14,#,#
5031,Lakes & Tanks,"Erra Kunta, Shaikpet, Hyderabad",Hyderabad,No sufficient water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,Lakes & Tanks,"Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,3,7.5,887,4,14.8,,17,350,2,,,,16,5,150,112,59,5.6,1.68,,160,105,42,55,13.37,87,,550,320,22,1.1,,0.5,,0.97,#,#
5033,Lakes & Tanks,"Shatham Talab, Shaikpet, Hyderabad",Hyderabad,2.8,7.27,789,4,10.8,,21,350,4,,,,12,5,130,106,52,5.6,1.12,,140,95,38,45,10.94,72,,490,300,20,1.1,,0.5,,1.06,#,#
5034,Lakes & Tanks,"Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,4,7.53,1087,3,1.6,,24,350,5.5,,,,18,5,200,148,36,6.72,2.24,,220,145,58,75,18.22,96,,674,420,21,1.8,,0.5,,1.02,#,#
5035,Lakes & Tanks,"Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,1.6,7.45,1041,5.6,7.3,,32,540,4,,,,21,5,230,110,84,6.16,1.12,,220,115,46,105,25.52,81,,646,400,22,1.72,,0.5,,1.14,#,#
5038,Lakes & Tanks,"Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,0.3,7.31,1658,8,11,,49,540,6.1,,,,26,5,320,204,85,9.52,2.24,,360,230,92,130,31.59,136,,1028,640,24,1.2,,0.5,,1.23,#,#
5039,Lakes & Tanks,"DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,3.4,6.78,1146,4,8.1,,27,350,2,,,,24,5,210,152,64,8.4,2.8,,240,140,56,100,24.3,89,,710,420,18,0.72,,0.5,,1.03,#,#
