Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium Carbonate as CaCO3,Calcium as Ca+2(mg/L),Magnesium Carbonate as CaCO3,Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4226,River Manjeera,River Manjeera at Yedu Payala Temple,7.2,7.23,1181,4.1,42,0.12,5.6,48,Less than 1.8,,,,3.2,22,212,144,42,10,,,335,185,74,150,36,94,54,720.41,504.29,9,,0.16,BDL,5.9,0.42,25.52,1.21
2372,River Kinneresani,Kinnerasani after confluence of KTPS ash pond effluents,6.2,8.2,537,1,1.84,,Less than 1.8,21,Less than 1.8,,,,3,5,125,58,8,1.5,0.4,,135,95,38,40,9.72,41,,344,220,18,0.46,,0.5,,0.2,,
3080,River Kinneresani,U/s of Karakavagu at Paloncha,4.7,8.04,670,1.2,2.2,,Less than 1.8,20,Less than 1.8,,,,1,5,150,84,16,1.5,0.4,,160,105,42,55,13.37,52,,422,280,14,0.2,,0.5,,0.2,,
3081,River Kinneresani,D/s of Karakavagu at Paloncha,4.7,7.88,522,1.2,2.16,,Less than 1.8,25,Less than 1.8,,,,1.6,5,110,64,24,1.5,0.4,,120,85,34,35,8.5,42,,328,200,16,0.2,,0.5,,0.2,,
1784,River Krishna ,River Krishna at Thangadi,6.1,8.33,1354,1.8,2.1,,Less than 1.8,13,Less than 1.8,,,,1,5,265,174,24,1.5,0.4,,375,245,98,130,31.59,97,,844,660,13,0.24,,0.5,,1.1,,
0039,River Krishna ,River Krishna at Gadwal bridge,6.1,7.45,1352,1.8,1.62,,Less than 1.8,20,Less than 1.8,,,,1,5,268,182,20,1.5,0.4,,380,240,96,140,34.02,94,,848,640,15,0.14,,0.5,,0.96,,
4225,River Krishna ,"Jogulamba Temple, Gadwal",6,7.4,1444,1.8,2.2,,Less than 1.8,47,Less than 1.8,,,,4,5,264,225,27,1.5,0.4,,415,260,104,155,37.66,118,,888,640,14,0.29,,0.5,,0.9,,
4259,River Krishna ,Nagarjuna Sagar Dam Spill way,6.5,7.75,851,3.2,21,0.1,4.5,20,3.6,,,,2.9,14,182,120,34,8,,,220,135,54,85,21,64,42,519.11,363.38,7,,0.13,BDL,3.7,BDL,28.66,1.1
4252,River Krishna ,"Udaya Samudram balancing Reservoir,",6.6,7.84,877,3.5,26,0.11,7.8,43,4.5,,,,2.8,10,165,110,38,7,,,225,140,56,85,21,57,43,534.97,374.48,6,,0.21,BDL,3.8,BDL,28.69,1.11
1465,River Krishna ,Confluence of River Krishna & River Musi at at Wadapally,6.7,7.33,1137,3.5,30,0.2,9.1,33,5.5,,,,2.7,14,172,182,46,8,,,304.65,210,84,94.65,23,75,67,693.57,485.5,8,,0.16,BDL,5.8,0.26,31.74,1.41
4663,River Krishna ,"River Krishna at Mattepally, 500 mts. before bathing ghat",6.5,8.16,1205,3.9,42,0.24,6.8,40,4,,,,4.1,18,205,174,32,9,,,325,200,80,125,30,84,68,735.05,514.53,9,,0.22,BDL,5,0.65,30.85,1.47
4250,River Krishna ,"Palair Reservoir, Khammam",6.1,7.86,745,1.2,2.48,,Less than 1.8,38,Less than 1.8,,,,7,5,170,96,12,1.5,0.4,,185,115,46,70,17.01,58,,462,310,10,0.2,,0.5,,0.64,,
4251,River Krishna ,"D/S of Munneru River, Prakash Nagar, Khammam",6,7.61,855,1.8,2.94,,Less than 1.8,41,Less than 1.8,,,,10,5,205,91,32,1.5,0.4,,215,135,54,80,19.44,54,,530,360,10,0.2,,0.5,,0.74,,
5108,River Krishna ,River Krishna Before Confluence of River Musi at Wadapally (V),6.8,7.31,1148,3.8,35,0.12,6.1,34,4.5,,,,3.5,26,212,170,42,9,,,310,210,84,100,24,74,66,700.28,490.2,9,,0.21,BDL,6,0.23,31.11,1.39
5109,River Krishna ,River Krishna After Confluence of River Musi at Wadapally (V),7.2,7.39,1134,3.5,24,0.11,5.6,40,3.7,,,,3.6,18,192,170,44,9,,,310,185,74,125,30,86,58,691.74,484.22,9,,0.22,BDL,5.9,0.31,28.42,1.3
5110,River Krishna ,River Krishna at Pulichintala Reservoir at Chinthalapalem,6.5,7.86,1205,3.2,32,0.17,4.5,41,2,,,,3.3,14,194,188,35,8,,,325.23,210,84,115.23,28,79,67,735.05,514.53,7,,0.15,BDL,5.7,0.41,30.37,1.41
4253,River Musi,Musi sample at Bapughat sangam U/S of Musi,0.3,7.56,1142,8,5.94,,24,540,3.6,,,,18,5,264,148,106,6.72,2.64,,280,158,63.2,122,29.65,52,,712,530,22,2.61,,0.5,,1.43,,
4656,River Musi,"River Musi at Moosarambagh bridge, Hyderabad",0.3,7.06,1440,8,8.46,,21,540,5.5,,,,24,5,324,161,102,8.96,1.47,,356,202,80.8,154,37.42,104,,920,660,32,3.72,,0.5,,1.26,,
2339,River Musi,River Musi at Nagole,0.3,7.21,1574,8.4,9.85,,25,430,5.6,,,,28,5,354,173,134,10.8,3.56,,380,220,88,160,38.88,132,,976,730,28,3.32,,0.5,,1.16,,
4659,River Musi,"Outlet of Nalla Cheruvu, Peerajadiguda",0.3,7.01,1622,6.2,10.78,,24,540,3.7,,,,32,5,362,168,118,11.2,4.05,,380,228,91.2,152,36.94,144,,1022,720,22,3.84,,0.5,,1.22,,
4660,River Musi,River Musi at Peerajadiguda,0.3,7.19,1578,8,7.82,,17,350,2,,,,18,5,320,172,114,13.4,4.52,,326,192,76.8,134,32.56,136,,978,690,20,2.99,,0.5,,1.34,,
1173,River Musi,D/s. of Musi at Pratapasingaram,0.3,7.28,1564,8,6.48,,17,430,4,,,,20,5,330,167,122,7.84,5.62,,336,220,88,116,28.19,128,,988,720,24,3.18,,0.5,,1.12,,
4657,River Musi,River Musi at Pillapalli,0.8,7.23,1602,5.9,9.27,,17,350,2,,,,18,5,324,185,71,5.6,2.16,,338,224,89.6,114,27.7,122,,1010,700,22,2.64,,0.5,,1.16,,
4254,River Musi,River Musi sample at Rudravelly bridge,6.3,7.21,1577,4.1,35,0.15,7.8,84,5.6,,,,4.8,32,258,194,49,12,,,420,240,96,180,43,86,62,961.97,673.38,10,,0.17,BDL,7.6,BDL,23.91,1.22
4658,River Musi,"River Musi at Valigonda bridge, Nalgonda dist",6.4,7.25,1713,4.3,42,0.17,8.3,84,6.1,,,,6.5,34,265,190,50,12,,,375,225,90,150,36,84,74,993,695.1,10,,0.19,BDL,9.4,0.2,29.36,1.5
3082,River Musi,River Musi at Solipet (Kasaniguda),6.6,8.78,1411,3.6,36,0.09,7.8,63,4.5,,,,5.7,26,232,194,44,10,,,385,235,94,150,36,86,58,860.71,602.5,10,,0.13,BDL,8.7,0.22,24.14,1.15
5106,River Musi,River Musi at Bheemaram Bridge,7.1,8.32,1580,3.2,36,0.16,5.5,34,3.6,,,,3.7,30,230,204,38,10,,,420,245,98,175,42,85,64,963.8,674.66,10,,0.15,BDL,5.3,0.52,24.59,1.25
5107,River Musi,River Musi Before Confluence of River Krishna at Wadapally,7.2,7.06,1131,3.5,24,0.1,6.8,41,6.1,,,,3.3,30,255,219,41,12,,,370,220,88,150,36,84,68,689.91,482.94,11,,0.13,BDL,5.7,0.42,28.15,1.4
1172,Lakes & Tanks ,U/s of Musi at Gandipet (Osmansagar lake),6.2,8.14,504,1.4,0.56,,Less than 1.8,38,Less than 1.8,,,,6.2,5,130,48,24,1.5,0.4,,132,86,34.4,46,11.18,34,,320,220,10,0.62,,0.5,,0.48,,
1215,Lakes & Tanks ,Madannapet Lake,5.97,7.63,377,1.4,1.2,,Less than 1.8,48,Less than 1.8,,,,6,5,90,44,39,1.5,0.4,,100,55,22,45,10.94,28,,234,160,17,0.2,,0.5,,0.61,,
1780,Lakes & Tanks ,Gandigudem Tank,5,7.24,1798,4.1,36,0.18,5.5,84,3.7,,,,10,42,250,250,64,12,,,455,255,102,200,48,95,92,1060,742,15,,0.21,BDL,8.6,0.21,30.03,1.75
2358,Lakes & Tanks ,Mallapur tank,0.3,7.87,3960,14,11.28,,46,920,11,,,,26,5,610,764,216,16.8,5.06,,960,496,198.4,464,112.75,136,,2458,1540,38,3.89,,0.66,,1.38,,
2347,Lakes & Tanks ,Asani Kunta,NIL,6.86,5482,35,75,0.38,5.6,110,4.5,,,,54,54,420,1102,348,50,,,1765.35,860,344,905.35,220,195,150,3344.02,2340.81,68,,0.32,0.52,65,0.42,14.92,1.54
1783,Lakes & Tanks ,Kistareddypet Tank,6.8,7.95,1978,4.2,43,0.2,6.8,32,5.6,,,,10.5,44,382,264,52,16,,,510,310,124,200,49,110,122,1206.58,844.61,12,,0.16,BDL,6.4,BDL,33.68,2.12
2348,Lakes & Tanks ,Khazipally Tank,7.1,7.26,1835,3.5,36,0.31,1.8,10,Less than 1.8,,,,6.5,38,262,355,40,14,,,545.19,360,144,185.19,45,88,98,1119.35,783.54,8,,0.2,BDL,5.1,0.11,27.77,1.58
4243,Lakes & Tanks ,"Isnapur Tank,",5.6,7.23,3590,16,65,0.25,7.8,84,4.5,,,,10.4,32,565,610,252,32,,,1050,600,240,450,110,124,180,2107.33,1475.13,24,,0.22,BDL,15.2,0.3,26.64,2.24
4302,Lakes & Tanks ,Rudraram Tank,6.5,7.83,2187,4.3,43,0.22,5.5,21,3.7,,,,10.3,46,335,350,79,26,,,670,380,152,290,70,115,76,1334.07,933.85,15,,0.24,BDL,10.8,0.33,19.42,1.19
4240,Lakes & Tanks ,"Muthangi Tank,",6.6,7.63,1238,3.6,30,0.15,6.1,38,3.7,,,,7.6,34,175,220,47,16,,,366.38,210,84,156.38,38,86,54,755.18,528.63,12,,0.19,BDL,10.9,BDL,23.49,1.13
4241,Lakes & Tanks ,"Chitkul Tank,",6.1,7.45,1895,3.8,35,0.22,6.8,63,4.5,,,,6.4,34,220,295,82,18,,,550,300,120,250,60,88,56,1155.95,809.16,10,,0.23,BDL,9.4,0.51,17.8,0.98
4242,Lakes & Tanks ,"Lakadaram Cheruvu,",6.3,7.69,1426,3.7,26,0.23,8.3,40,6.1,,,,5.7,30,215,220,56,16,,0.26,409.61,245,98,164.61,40,84,48,842.77,589.94,10,,0.12,BDL,9.2,0.31,19.77,0.93
4246,Lakes & Tanks ,Pashamylaram Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Lakes & Tanks ,Himayathsagar lake,6.2,8.19,540,1.4,0.62,,Less than 1.8,47,Less than 1.8,,,,8,5,135,52,20,1.5,0.4,,142,82,32.8,60,14.58,40,,350,260,10,0.68,,0.5,,0.56,,
3069,Lakes & Tanks ,"Shameerpet lake, Shameerpet",5.2,7.27,664,2.2,1.2,,Less than 1.8,47,Less than 1.8,,,,10,5,150,86,31,2.24,0.4,,154,86,34.4,68,16.52,36,,420,300,10,1.05,,0.5,,0.65,,
3078,Lakes & Tanks ,"Pragathinagar cheruvu, Kukatpally",0.3,7.12,1148,6.4,6.26,,24,540,3.6,,,,12,5,242,132,94,7.84,3.62,,256,140,56,116,28.19,95,,740,570,18,2.48,,0.5,,0.89,,
2340,Lakes & Tanks ,Lakshminarayana cheruvu,0.3,7.27,1928,6.2,5.61,,20,430,4,,,,14,5,400,279,79,6.72,2.84,,418,238,95.2,180,43.74,82,,1196,840,16,3.96,,0.52,,0.95,,
1788,Lakes & Tanks ,Saroornagar Lake / Large Tank,0.3,7.2,1484,14,13.86,,34,920,17,,,,22,5,370,164,168,8.4,3.82,,380,230,92,150,36.45,102,,920,620,19,3.18,,0.6,,1.28,,
4234,Lakes & Tanks ,"Umda sagar lake, Shamshabad",0.3,7.32,1504,16,6.9,,21,540,4,,,,14,5,350,194,264,7,2.62,,365,225,90,140,34.02,120,,894,590,10,2.24,,0.5,,0.93,,
1464,Lakes & Tanks ,Bibinagar Tank,6.5,8.14,1281,4.3,43,0.19,4.5,58,3.7,,,,5,22,215,215,58,18,,,380,230,92,150,36,75,54,781.41,546.99,12,,0.15,BDL,5.7,0.31,23.26,1.09
3068,Lakes & Tanks ,Ramappa lake,6.1,7.72,292,1.8,0.14,,Less than 1.8,17,Less than 1.8,,,,2,5,65,34,16,1.5,0.4,,77,50,20,27,6.56,24,,178,100,10,2.86,,0.5,,0.2,,
1447,Lakes & Tanks ,Dharmasagar tank,6.1,8,409,1,1.56,,Less than 1.8,24,Less than 1.8,,,,4,5,100,48,8,1.5,0.45,,110,55,22,55,13.37,28,,244,155,10,0.2,,0.5,,0.68,,
2346,Lakes & Tanks ,Bhadrakali Cheruvu,5.4,7.58,440,3.2,2.56,,Less than 1.8,39,Less than 1.8,,,,8,5,124,35,28,2.24,0.4,,136,84,33.6,52,12.64,32,,280,210,10,0.64,,0.5,,0.53,,
3084,Lakes & Tanks ,"Waddepally tank, Kazipet",5.6,7.6,610,2,2.94,,Less than 1.8,48,Less than 1.8,,,,8,5,135,74,24,1.5,0.4,,145,90,36,55,13.37,44,,372,240,10,0.3,,0.5,,0.75,,
3085,Lakes & Tanks ,Chinnawaddepally tank,0.3,7.32,1219,8,6.83,,34,430,2,,,,16,5,310,163,102,6.72,3.06,,315,188,75.2,127,30.86,38,,768,470,22,2.63,,0.5,,1.06,,
2343,Lakes & Tanks ,Premajipet tank,1.4,7.76,2260,5.8,10.82,,24,540,10,,,,12,5,590,299,101,8.4,3.58,,610,380,152,230,55.89,185,,1424,940,10,1.84,,0.5,,0.96,,
2345,Lakes & Tanks ,Sai Cheruvu,0.3,7.69,3140,8.3,12,,26,540,3.6,,,,19,5,245,841,157,5.6,2.24,,780,435,174,345,83.83,102,,1920,1380,24,1.84,,0.5,,1.14,,
4222,Lakes & Tanks ,"Koneru, Kondagattu temple, Jagitiyal",4.2,6.96,768,3.5,0.72,,21,350,Less than 1.8,,,,8,5,125,124,31,5.6,1.1,,180,120,48,60,14.58,58,,476,300,12,0.58,,0.5,,0.3,,
4223,Lakes & Tanks ,"Vemulawada temple Koneru , Karimnagar",4.4,7.76,944,1.8,1.74,,Less than 1.8,240,Less than 1.8,,,,14,5,230,103,24,1.5,0.4,,245,150,60,95,23.09,63,,602,410,10,0.3,,0.5,,0.46,,
4228,Lakes & Tanks ,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",0.3,7.05,1420,16,16.8,,27,350,6.1,,,,16,5,320,132,220,7.84,3.61,,324,182,72.8,142,34.51,116,,914,640,20,3.18,,0.5,,1.26,,
4230,Lakes & Tanks ,Kistaipally Cheruvu,6.8,7.24,3740,4.5,70,0.25,6.1,70,5.5,,,,8.7,28,265,546,64,24,,,960,550,220,410,100,185,110,2039,1427.3,22,,0.21,BDL,10.6,0.22,19.61,1.43
4231,Lakes & Tanks ,"Rayam Cheruvu,",7.6,7.21,1312,3.5,30,0.23,4.5,63,3.7,,,,5.8,24,130,245,56,10,,,380,225,90,155,38,74,52,800.32,560.22,16,,0.2,BDL,6.5,0.33,22.4,1.06
4232,Lakes & Tanks ,"Komati Cheruvu,",7.6,7.88,772,3.6,24,0.11,3.7,48,2,,,,4.1,14,155,125,42,6,,,270.23,155,62,115.23,28,50,26,470.92,329.64,10,,0.16,BDL,6,BDL,16.83,0.63
4235,Lakes & Tanks ,Lake Kamuni (Shamshabad Lake),1,8.05,1494,5.8,10.64,,17,430,6,,,,16,5,335,184,93,7,2.74,,350,245,98,105,25.52,114,,942,750,12,2.56,,0.5,,1.08,,
4233,Lakes & Tanks ,"Gaddapotharam cheruvu,",5.4,6.97,2875,4.4,55,0.24,6.1,63,5.6,,,,12.2,26,200,530,52,12,,,699.84,420,168,279.84,68,82,120,1753.75,1227.62,16,,0.14,0.16,33,0.3,25.92,1.76
4238,Lakes & Tanks ,"Ameenpur Cheruvu,",6.4,8.11,1312,4.2,14,0.22,6.8,63,6,,,,9.3,22,215,200,45,8,,,365.19,180,72,185.19,45,64,46,800.32,560.22,16,,0.21,BDL,12.5,0.34,20.68,1.03
4239,Lakes & Tanks ,"Mahaboobsagar Tank,",7.2,8.28,1082,3.5,30,0.22,6.8,84,6.1,,,,4.2,24,125,204,44,10,,,349.92,210,84,139.92,34,38,28,660.02,462.01,11,,0.16,BDL,7.8,0.33,14.41,0.59
4244,Lakes & Tanks ,"Erdanoor Tank,",7.3,7.49,1506,4.3,41,0.21,5.6,41,4.5,,,,3.9,20,130,295,46,10,,,500,300,120,200,48,75,44,918.66,643.06,10,,0.17,BDL,6,0.21,15.85,0.78
4245,Lakes & Tanks ,"Mallepally Tank,",6,8,1785,4.9,43,0.14,2,22,1.8,,,,3.8,26,285,274,60,14,,,580,360,144,220,54,129,74,1088.85,762.19,12,,0.21,BDL,8.8,0.32,21.25,1.19
4247,Lakes & Tanks ,"Mucharla Nagaram cheruvu, Warangal",3.1,7.68,938,4.2,3.08,,4,140,2,,,,12,5,230,115,49,4.2,0.58,,245,150,60,95,23.09,70,,582,380,10,1.78,,0.5,,1.04,,
4248,Lakes & Tanks ,"Koti Cheruvu, Hanamkonda, Warangal",3.4,7.22,908,3.8,3.12,,17,350,1.8,,,,14,5,256,100,43,5.6,1.46,,240,145,58,95,23.09,29,,564,430,18,1.5,,0.5,,0.69,,
4229,Lakes & Tanks ,Neknampur Lake,0.3,7.22,1670,10,10.22,,13,350,1.8,,,,23,5,298,218,128,8.4,5.6,,432,266,106.4,166,40.34,132,,1066,660,24,3.24,,0.5,,1.22,,
4249,Lakes & Tanks ,"Rangasamudram, Warangal",4,7.66,1142,4.6,5.86,,14,350,2,,,,14,5,290,130,57,5.6,1.54,,305,190,76,115,27.95,79,,708,480,12,2.12,,0.5,,1.12,,
4661,Lakes & Tanks ,Peddakanjarla Tank,6.9,7.55,463,3,14,0.05,Less than 1.8,20,Less than 1.8,,,,2.5,12,112,60,32,5,,,140,80,32,60,15,22,16,282.43,197.7,6,,BDL,BDL,3.3,0.19,19.16,0.54
4666,Lakes & Tanks ,Ismailkhanpet Tank,6.2,7.26,859,3.2,22,0.07,2,21,1.8,,,,3.8,14,195,124,37,10,,,264.65,170,68,94.65,23,44,33,523.99,366.79,8,,BDL,BDL,7,0.41,20.7,0.77
4670,Lakes & Tanks ,"Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",0.3,7.26,1494,8,5.48,,27,540,4,,,,18,5,380,172,76,7,2.84,,390,240,96,150,36.45,108,,926,730,16,2.84,,0.5,,1.08,,
4675,Lakes & Tanks ,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",4.8,7.26,958,4,3.06,,17,350,4,,,,12,5,230,110,47,4.2,0.4,,240,150,60,90,21.87,67,,574,380,10,0.81,,0.5,,0.97,,
4680,Lakes & Tanks ,Laknavaram lake,6.2,7.76,151,1.8,0.12,,Less than 1.8,33,Less than 1.8,,,,4,5,35,21,16,1.5,0.4,,55,25,10,30,7.29,14,,94,50,13,0.2,,0.5,,0.2,,
4681,Lakes & Tanks ,Pakala lake Narsampet,6,7.84,184,1.8,0.6,,Less than 1.8,27,Less than 1.8,,,,2,5,50,24,27,1.5,0.4,,55,25,10,30,7.29,14,,112,80,13,0.22,,0.5,,0.2,,
4682,Lakes & Tanks ,Bandham Cheruvu,0.3,7.46,1750,8,8.24,,27,540,4,,,,16,5,430,221,79,7,2.74,,440,275,110,165,40.09,137,,1102,760,18,2.42,,0.5,,1.18,,
4688,Lakes & Tanks ,"Narinja River, Kothur - B (V), Zaheerabad",7.3,7.39,822,3.6,18,0.08,3.6,43,2,,,,2.9,12,160,70,40,8,,,180,130,52,50,12,42,28,476.76,333.73,9,,BDL,BDL,4,0.39,24.75,0.75
1391,Lakes & Tanks ,Hussain sagar Lake,0.3,7.42,1429,6.9,7.34,,24,350,2,,,,10,5,342,156,94,5.6,5.22,,360,210,84,150,36.45,89,,906,650,14,3.64,,0.5,,0.99,,
3071,Lakes & Tanks ,Langarhouse lake,0.3,7.67,1782,10,8.36,,24,430,6.1,,,,20,5,412,224,122,8.96,5.69,,424,248,99.2,176,42.77,98,,1120,810,24,2.3,,0.54,,1.12,,
2341,Lakes & Tanks ,Miralam tank,0.3,7.38,1524,6.8,5.22,,21,540,4,,,,16,5,354,168,102,6.72,3.12,,372,232,92.8,140,34.02,92,,946,680,20,2.63,,0.5,,1.09,,
3073,Lakes & Tanks ,"Hasmathpet lake, Hasmathpet",0.3,7.23,1532,8,7.18,,26,540,4,,,,20,5,346,147,106,7.84,3.46,,352,190,76,162,39.37,123,,1012,780,28,3.45,,0.52,,1.14,,
3072,Lakes & Tanks ,Safilguda lake,0.3,7.28,1040,10,6.94,,33,540,8.2,,,,22,5,360,158,138,11.2,4.28,,362,206,82.4,156,37.91,116,,662,440,28,3.39,,0.5,,1.32,,
3075,Lakes & Tanks ,Rangadhamuni cheruvu,0.3,7.22,1588,8.4,6.75,,24,540,4.5,,,,18,5,362,161,114,10.08,5.12,,372,220,88,152,36.94,121,,1006,720,22,3.14,,0.5,,1.28,,
3076,Lakes & Tanks ,"Amber cheruvu, Kukatpally",0.3,7.09,1228,8.2,6.26,,26,350,2,,,,18,5,300,139,118,6.72,2.8,,310,174,69.6,136,33.05,69,,776,580,18,2.95,,0.58,,1.18,,
3077,Lakes & Tanks ,"Kapra cheruvu, Kapra",3.2,6.84,896,3.8,2.16,,22,220,2,,,,10,5,210,97,47,5.6,1.49,,218,116,46.4,102,24.79,63,,568,410,14,1.89,,0.5,,0.85,,
2357,Lakes & Tanks ,Durgam cheruvu,0.3,7.58,1162,6.4,2.84,,17,350,3.6,,,,12,5,284,138,106,6.72,2.89,,300,168,67.2,132,32.08,60,,736,530,18,3.36,,0.5,,0.97,,
2344,Lakes & Tanks ,Nalla cheruvu,0.3,7.13,1544,8,13,,21,430,4.5,,,,19,5,328,168,94,8.96,3.82,,330,170,68,160,38.88,132,,988,730,24,3.72,,0.54,,1.26,,
2359,Lakes & Tanks ,Pedda Cheruvu (Peerjadhi guda),0.3,7.28,1520,10,9.52,,46,430,6.1,,,,16,5,322,159,126,8.96,4.06,,336,188,75.2,148,35.96,127,,980,680,24,3.53,,0.65,,1.22,,
2342,Lakes & Tanks ,Noor Md. Kunta,0.3,7.41,2100,8.4,9.06,,27,920,12,,,,14,5,495,323,93,9.8,3.54,,550,340,136,210,51.03,176,,1314,890,10,3.74,,0.5,,1.16,,
3070,Lakes & Tanks ,"Fox sagar, Jeedimetla",2.6,7.83,1248,4.4,3.48,,14,220,2,,,,12,5,302,159,71,5.6,2.12,,310,174,69.6,136,33.05,49,,786,580,12,1.89,,0.5,,1.06,,
3074,Lakes & Tanks ,Banjara Lake,0.3,7.94,1332,8,7.23,,21,350,2,,,,18,5,286,163,106,7.84,5.2,,294,160,64,134,32.56,75,,832,624,16,2.79,,0.5,,0.99,,
4224,Lakes & Tanks ,"Yadadri temple- Koneru, Yadadrigutta (V&M), Yadadri bhuvanagiri(D)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,Lakes & Tanks ,Pedda Cheruvu (Nacharam),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Lakes & Tanks ,Saki Tank,6.8,8.15,845,3.4,32,0.08,6,41,5.5,,,,3.9,18,188,119,45,12,,,280,170,68,110,27,44,28,515.45,360.81,8,,0.14,BDL,7.2,0.37,17.26,0.65
4237,Lakes & Tanks ,Mundla Katwa Lake,3.2,8.37,636,4.2,2.34,,20,350,4,,,,12,5,110,112,39,8.4,1.6,,155,95,38,60,14.58,48,,402,240,23,2.62,,0.5,,0.96,,
4667,Lakes & Tanks ,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",0.3,7.26,2088,10,8.68,,34,540,12,,,,18,5,540,272,109,8.4,2.74,,560,350,140,210,51.03,168,,1244,880,13,2.88,,0.5,,1.38,,
4668,Lakes & Tanks ,"Chinnarayan Cheruvu, Alwal (V)",0.3,7.2,1276,6,3.64,,20,920,3.6,,,,19,5,275,162,63,4.2,2.8,,400,245,98,155,37.66,93,,780,660,33,2.35,,0.5,,0.88,,
4669,Lakes & Tanks ,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Dreid Up,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4671,Lakes & Tanks ,"Medi Kunta, Guttala begumpet (V)",Dreid Up,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",2.2,7.44,968,5.2,4.66,,17,350,2,,,,8,5,232,120,79,5.6,1.89,,242,134,53.6,108,26.24,46,,618,450,12,1.97,,0.5,,0.75,,
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),Dreid Up,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",5.2,7.68,692,2.4,1.28,,Less than 1.8,49,Less than 1.8,,,,6,5,174,84,35,2.24,1.43,,188,116,46.4,72,17.5,32,,440,310,10,0.95,,0.5,,0.93,,
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",water hyacinth,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",4.2,7.35,1244,3,2.86,,27,920,3.7,,,,13,5,280,153,20,7,2.8,,415,260,104,155,37.66,92,,780,680,18,1.22,,0.5,,1.06,,
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",0.3,7.34,1378,14,6.24,,24,540,10,,,,16,5,325,156,117,7,2.86,,340,210,84,130,31.59,88,,854,570,15,2.84,,0.5,,1.04,,
4679,Lakes & Tanks ,HUDA Park Lake,0.3,8.31,2394,10,14.62,,38,920,14,,,,20,10,630,274,101,11.2,3.86,,650,405,162,245,59.53,172,,1508,990,16,3.86,,0.6,,1.42,,
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",0.3,7.5,728,6.2,3.84,,4,2.4,Less than 1.8,,,,16,5,180,93,82,1.5,0.4,,190,115,46,75,18.22,56,,444,300,10,0.35,,0.5,,0.58,,
4684,Lakes & Tanks ,Campus Lake Icrisat,6.6,7.53,816,3.6,26,0.09,5.9,79,5.6,,,,3.1,18,140,105,42,8,,,224.65,130,52,94.65,23,33,21,497.76,348.43,9,,0.15,BDL,5,0.42,16.43,0.56
4685,Lakes & Tanks ,Surisigal Lake Icrisat,6.1,7.48,1120,3.7,34,0.09,7.8,110,6.8,,,,2.9,24,208,144,54,12,,,320,210,84,110,27,64,41,683.2,478.24,8,,0.13,BDL,8,0.39,21.13,0.86
4686,Lakes & Tanks ,Icrisat Lake,5.9,7.52,1102,3.9,32,0.14,7.4,110,6.1,,,,3.2,26,252,150,44,12,,,325,200,80,125,30,48,40,672.22,470.55,7,,0.14,BDL,8.1,0.29,20.59,0.86
4687,Lakes & Tanks ,Red Lake Icrisat,5.7,6.96,1273,4,36,0.14,8.2,120,6,,,,3.6,28,234,152,54,12,,,343.46,220,88,123.46,30,52,34,776.53,543.57,9,,0.15,BDL,6.5,0.51,17.3,0.7
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",3.8,6.92,465,5,2.88,,10,350,2,,,,10,5,100,58,50,2.8,0.4,,110,65,26,45,10.94,32,,280,180,10,0.84,,0.5,,0.89,,
