Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
1464,Lakes & Tanks,Bibinagar Tank,Yadadri Bhuvanagiri,6.2,7.79,1423,3.2,49,0.22,4,49,3.7,,,,6.1,18,212,240,28,8,BDL,BDL,510,124,310,48,200,84,88,868.03,607.62,8,,0.23,BDL,5.7,0.32,27.0,1.53
4224,Lakes & Tanks,"Yadadri temple- Koneru, Yadadrigutta (V&M), Yadadri bhuvanagiri(D)",Station Code  - 4224 - Koneru of Yadagiri Gutta Temple water sample could not be collected due to Koneru is under construction.,Station Code  - 4224 - Koneru of Yadagiri Gutta Temple water sample could not be collected due to Koneru is under construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,Lakes & Tanks,Kistaipally Cheruvu,Sangareddy,4.5,7.28,5670,13,130,0.2,7.8,79,4,,,,10.4,30,788,1130,186,19,4,BDL,2235,604,1510,176,725,282,285,3458.7,2421.09,28,,0.29,BDL,23.1,0.28,21.42,2.24
4231,Lakes & Tanks,"Rayam Cheruvu,",Sangareddy,6.6,7.07,1457,4.2,45,0.17,5.6,58,3.6,,,,6.9,26,220,310,44,10,BDL,BDL,520,120,300,54,220,79,96,888.77,622.14,12,,0.26,BDL,8.6,0.39,28.02,1.69
4232,Lakes & Tanks,"Komati Cheruvu,",Siddipet,6.7,7.16,694,3,24,0.16,4,34,1.8,,,,5.2,10,168,135,28,5,BDL,BDL,325,80,200,30,125,75,42,530,371,7,,0.19,BDL,9.1,0.27,21.34,0.9
4233,Lakes & Tanks,"Gaddapotharam cheruvu,",Sangareddy,5.2,7.86,3570,5.5,83,0.18,6.8,63,5.6,,,,8.7,36,540,530,65,8,BDL,BDL,1145,330,825,78,320,122,147,2080,1456,14,,0.15,0.14,48.2,0.25,20.87,1.54
4228,Lakes & Tanks,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",RR-shamshabad,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Lakes & Tanks,Hussain sagar Lake,Hyderabad,0.3,7.09,1411,10,,,240,920,1.8,,,,18,5,320,186,112,9.8,4.2,,330,68,170,38.88,160,126,#,846,510,36,4.72,#,0.5,#,1.1,#,#
3071,Lakes & Tanks,Langarhouse lake,Hyderabad,0.3,7.4,1326,4,,,110,430,9,,,,12,5,310,202,40,5.6,2.8,,320,66,165,37.66,155,110,#,796,480,24,3.86,#,0.5,#,1.16,#,#
2341,Lakes & Tanks,Miralam tank,Hyderabad,1,6.8,1412,10,,,94,430,2,,,,14,5,290,196,120,7,4.2,,305,66,165,34.02,140,112,#,848,510,28,2.96,#,0.5,#,1.1,#,#
3073,Lakes & Tanks,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,0.3,7.33,1498,4,,,20,430,4,,,,20,5,295,184,36,7,1.1,,310,80,200,26.73,110,121,#,914,560,20,2.9,#,0.5,#,1.22,#,#
3072,Lakes & Tanks,Safilguda lake,Medchal Malkajgiri,0.3,6.83,1443,6,,,63,430,2.8,,,,16,5,270,202,59,5.6,2.8,,280,60,150,31.59,130,98,#,866,520,32,3.08,#,0.5,#,1.08,#,#
3075,Lakes & Tanks,Rangadhamuni cheruvu,Medchal Malkajgiri,0.3,7.48,1528,14,,,31,350,6,,,,28,5,190,320,119,9.8,2.2,,280,70,175,25.52,105,58,#,948,580,32,2.62,#,0.5,#,0.2,#,#
3076,Lakes & Tanks,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.06,1296,14,,,140,540,4,,,,15,5,270,202,146,4.2,1.4,,285,60,150,32.8,135,120,#,776,460,36,3.02,#,0.5,#,1.02,#,#
3077,Lakes & Tanks,"Kapra cheruvu, Kapra",Medchal Malkajgiri,4.14,7.36,1146,6,,,17,240,5.5,,,,12,5,156,162,56,11.2,2.8,,230,58,145,20.66,85,162,#,710,440,22,3.12,#,0.5,#,0.86,#,#
2357,Lakes & Tanks,Durgam cheruvu,RR-shamshabad,0.3,7.56,1214,4,,,38,540,2,,,,14,5,260,171,40,14,1.6,,300,84,210,21.87,90,75,#,740,460,12,3.68,#,0.5,#,0.95,#,#
2344,Lakes & Tanks,Nalla cheruvu,Medchal Malkajgiri,0.3,7.18,1480,8,,,24,350,4,,,,22,5,195,258,67,9.8,1.6,,220,54,135,20.66,85,102,#,932,560,28,3.32,#,0.5,#,0.98,#,#
2359,Lakes & Tanks,"Pedda Cheruvu, Nacharam",Medchal Malkajgiri,0.3,7.34,1470,14,,,120,540,6,,,,12,5,265,196,143,5.6,2.8,,270,66,165,25.52,105,123,#,882,530,30,4.06,#,0.5,#,1.17,#,#
2342,Lakes & Tanks,Noor Md. Kunta,RR-shamshabad,0.3,7.72,2588,32,,,37,920,10,,,,34,5,680,263,546,11.2,4.74,,700,174,435,64.39,265,182,#,1630,1110,28,3.72,#,0.62,#,1.28,#,#
3070,Lakes & Tanks,"Fox sagar, Jeedimetla",Medchal Malkajgiri,3,7.16,1470,3,,,17,350,3.6,,,,14,5,286,219,32,11.2,1.6,,420,100,250,41.31,170,66,#,896,560,18,2.16,#,0.5,#,1.12,#,#
3074,Lakes & Tanks,Banjara Lake,Hyderabad,0.3,7.15,919,9,,,21,540,1.8,,,,22,5,210,112,79,14,2.8,,220,54,135,20.66,85,56,#,568,340,26,2.92,#,0.5,#,1.06,#,#
4237,Lakes & Tanks,Mundla Katwa Lake,Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,Lakes & Tanks,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,0.3,7.2,951,8,,,26,350,6.1,,,,19,5,260,98,83,14,2.2,,270,66,165,25.52,105,40,,560,340,21,2.74,#,0.5,,1.2,,
4671,Lakes & Tanks,"Medi Kunta, Guttala Begumpet (V)",Rangareddy,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Lakes & Tanks,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,2.56,7.32,1127,5,,,26,430,1.8,,,,1.8,5,100,240,40,8.4,5.6,,150,36,90,14.58,60,76,#,710,440,14,3.1,#,0.5,#,1.1,#,#
4673,Lakes & Tanks,Medikunta lake (BK Enclave),Rangareddy,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,Lakes & Tanks,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,1.8,6.87,718,5.4,,,33,350,1.8,,,,14,5,116,81,55,9.8,5.6,,170,42,105,15.79,65,115,#,416,260,18,0.8,#,0.5,#,0.98,#,#
4678,Lakes & Tanks,"Patel Cheruvu, Madeenaguda, Miyapur",Rangareddy,0.3,7.44,1590,8,,,24,540,14,,,,26,5,420,169,104,8.4,2.86,,435,106,265,41.31,170,106,#,986,660,22,3.12,#,0.5,#,1.14,#,#
4677,Lakes & Tanks,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,0.3,7.71,1896,8,,,21,540,4,,,,20,5,375,266,100,8.92,3.3,,384,86.4,216,40.82,168,114,#,1150,790,26,3.54,#,0.6,#,1.14,#,#
5052,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,0.3,7.32,672,6.1,,,27,280,2,,,,10,5,110,120,66,5.6,0.5,,65,16,40,6.08,25,67,#,420,220,14,2.93,#,0.5,#,1.12,#,#
5053,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,3.8,7.47,1114,4,,,34,540,3.6,,,,21,5,260,142,48,11.2,5.6,,280,74,185,23.09,95,81,#,680,440,14,3.46,#,0.5,#,0.9,#,#
5054,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.43,972,6,,,25,350,2,,,,15,5,162,152,66,9.8,1.1,,160,36,90,17.01,70,62,#,620,420,12,3.18,#,0.5,#,0.66,#,#
5055,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.1,1177,6.4,,,33,430,5.6,,,,12,5,220,187,83,8.4,2.2,,240,64,160,19.44,80,52,#,752,460,42,2.9,#,0.5,#,0.94,#,#
5058,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.18,1422,6.2,,,23,430,5.5,,,,20,5,320,186,72,11.2,5.6,,350,88,220,31.59,130,104,#,868,640,21,2.82,#,0.5,#,0.78,#,#
5060,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,0.3,7.21,1153,6.2,,,31,350,2,,,,17,5,160,197,68,9.8,2.8,,180,44,110,17.01,70,86,#,714,520,34,3.14,#,0.5,#,0.84,#,#
5061,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,0.3,7.06,1142,6,,,40,280,5.6,,,,16,5,372,125,72,16.8,2.8,,405,98,245,38.88,160,46,#,720,440,18,3.44,#,0.5,#,0.91,#,#
5062,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,0.3,6.97,1036,6.2,,,33,240,4,,,,24,5,256,122,82,11.2,1.1,,268,68,170,23.81,98,89,#,662,420,16,3.8,#,0.5,#,1.08,#,#
5063,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Shanthisarovor Pond, Gachibowli, Serilingmapally",Rangareddy ,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Raja Mohammad Kunta, Haffezpet, Serilingampally (M),",Rangareddy ,0.3,7.26,1387,8,,,39,920,6.1,,,,27,5,180,238,79,8.4,2.8,,200,50,125,18.22,75,148,#,860,520,30,3.92,#,0.5,#,1.06,#,#
5116,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",Rangareddy ,1.1,7.3,1264,5.4,,,27,920,2,,,,28,5,260,194,62,5.6,1.6,,280,70,175,25.52,105,48,#,784,500,48,2.8,#,0.5,#,1.02,#,#
5118,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Kotha Kunta, Haffezpet, Serilingampally (M)",Rangareddy ,0.3,7.2,664,8,,,26,540,4,,,,20,5,166,81,87,7,1.6,,250,62,155,23.09,95,68,#,412,220,26,3.46,#,0.5,#,0.9,#,#
5119,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Kaidam Kunta, Hafeezpet, Serilingampally (M)",Rangareddy ,0.32,7.31,928,8,,,32,350,4,,,,22,5,260,105,75,14,4.4,,270,66,165,25.52,105,53,,584,360,17,3.76,#,0.5,,0.96,,
5120,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Thammidi Kunta, Khanamet, Serilingampally",Rangareddy ,0.3,7.16,829,6,,,26,350,6.1,,,,31,5,140,138,68,8.4,2.2,,175,44,110,15.79,65,54,#,514,320,18,3.16,#,0.5,#,0.88,#,#
5124,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",TCS Synergy Park Lake,Rangareddy,2.5,7.41,803,4,,,20,280,4,,,,23,5,132,127,28,9.8,2.8,,195,50,125,17.01,70,70,#,498,300,20,2.66,#,0.5,#,0.76,#,#
5125,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Mondi Kunta, Khanamet, Serilingmampally",Rangareddy ,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,0.3,7.28,1732,8,,,40,430,6,,,,21,5,340,213,91,4.2,0.5,,365,90,225,34.02,140,172,#,1104,720,20,3.22,#,0.5,#,1.1,#,#
3086,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Saki Tank,Sangareddy,6.9,7.62,1121,3.8,32,0.14,7.2,43,6,,,,4.5,24,280,145,42,7,BDL,BDL,390,94,235,38,155,46,69,683.81,478.67,8,,0.14,BDL,8.9,0.32,27.04,1.37
4684,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Campus Lake Icrisat,Sangareddy,6.8,6.59,978,3.5,47,0.08,6.1,84,5.6,,,,3.9,22,188,190,38,9,BDL,BDL,394.61,92,230,40,164.61,38,57,596.58,417.61,9,,0.09,BDL,3.8,0.39,23.58,1.15
4685,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Surisigal Lake Icrisat,Sangareddy,Not collected no approach way due to green vegetation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Icrisat Lake,Sangareddy,6.3,6.79,1290,4.6,48,0.2,8.1,94,6,,,,3.3,26,248,210,56,10,BDL,BDL,425,100,250,42,175,47,78,786.9,551,12,,0.18,BDL,10.2,0.34,27.91,1.5
4687,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Red Lake Icrisat,Sangareddy,6.2,6.72,1223,5.2,46,0.18,8.2,120,5.6,,,,3.7,28,264,232,78,16,BDL,BDL,515,120,300,52,215,52,82,746.03,522,18,,0.16,BDL,6.3,0.45,25.36,1.45
1788,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Saroornagar Lake / Large Tank,RR-shamshabad,0.3,7.88,1570,12,,,24,540,4,,,,18,5,390,189,135,9.8,3.16,,410,98,245,40.09,165,112,#,988,660,15,2.86,#,0.5,#,1.12,#,#
2343,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Premajipet tank,RR-shamshabad,0.3,7.94,3020,12,,,47,920,14,,,,26,5,725,402,132,9.8,3.28,,820,204,510,75.33,310,244,#,1902,1290,18,3.56,#,0.62,#,1.22,#,#
4670,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",Rangareddy,0.3,7.68,1308,10,,,14,540,6.8,540,6.8,16,16,5,305,172,92,7,3.26,7,325,78,195,31.59,130,106,#,810,540,12,2.18,#,0.5,#,0.86,#,#
4678,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,0.3,7.44,1590,8,,,24,540,14,,,,26,5,420,169,104,8.4,2.86,,435,106,265,41.31,170,106,#,986,660,22,3.12,#,0.5,#,1.14,#,#
4679,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",HUDA Park Lake,Rangareddy,0.3,8.2,3310,10,,,41,920,17,,,,20,10,850,420,147,17.4,3.84,,895,222,555,82.62,340,332,#,2086,1440,16,3.88,#,0.64,#,1.14,#,#
4691,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,0.3,7.92,1508,6,,,21,430,12,,,,18,5,405,186,68,7,3.68,,430,104,260,41.31,170,115,#,950,710,14,2.84,#,0.5,#,1.24,#,#
4692,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,0.3,7.46,1478,12,,,27,540,12,,,,22,5,320,206,183,8.4,3.16,,410,98,245,40.09,165,167,#,932,710,18,3.24,#,0.5,#,1.28,#,#
4699,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",RR-shamshabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,0.3,7.74,1800,14,,,17,540,8.1,,,,28,5,450,252,199,9.8,4.08,,475,116,290,44.95,185,156,#,1134,770,26,2.84,#,0.5,#,1.04,#,#
4704,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,0.3,7.45,1868,16,,,26,540,10,,,,20,5,440,280,363,9.8,3.56,,505,124,310,47.38,195,122,#,1176,800,17,2.74,#,0.5,#,1.28,#,#
5040,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,0.3,7.62,1487,6.2,,,27,540,12,,,,24,5,380,189,64,7,3.64,,400,98,245,37.66,155,118,#,922,610,21,3.52,#,0.5,#,1.17,#,#
5041,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,0.3,8.35,1588,14,,,17,540,10,,,,15,10,310,210,191,7,2.88,,445,110,275,41.31,170,122,#,996,670,10,3.28,#,0.5,#,1.08,#,#
5113,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Chinna Cheruvu, Ramanthapur Bagat, Uppal",Medchal Malkajgiri,0.3,7.55,1446,14,,,31,540,14,,,,28,5,350,180,243,9.8,3.84,,376,82,205,41.55,171,102,#,896,620,25,3.46,#,0.5,#,1.11,#,#
5117,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Masjid Banda Lake, Kondapur, Serlingampally",Rangareddy ,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Pale Cheruvu, Kattedan",Rangareddy,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy,0.3,8.26,2551,20,,,32,920,17,,,,14,10,615,320,284,11.2,3.12,,710,176,440,65.61,270,220,#,1608,1020,10,3.24,#,0.6,#,1.18,#,#
5127,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Kummari Kunta, Amangal, Hayathnagar",Rangareddy,dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Palle cheruvu,Rangareddy,0.3,7.62,2093,10,,,33,540,8.2,,,,24,5,550,240,112,14.6,3.56,,580,144,360,53.46,220,140,#,1318,890,18,2.96,#,0.5,#,1.26,#,#
5129,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,0.3,7.9,2114,12,,,40,920,14,,,,26,5,545,266,183,13.2,3.08,,590,146,365,54.67,225,188,#,1332,900,18,3.12,#,0.5,#,1.28,#,#
5130,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District","Pathikunta, Budwel, Rajendranagar",Rangareddy,0.3,7.12,2002,8,,,27,540,12,,,,20,5,480,284,88,8.4,3.86,,575,142,355,53.46,220,80,#,1204,920,16,2.86,#,0.58,#,1.28,#,#
5498,"Malkam Cheruvu, Raidurgam, Serilingampally","Suleman cheruvu ,kattedam(v),Ragendra nagar(m)Rangareddy dist",Medchal Malkajgiri,0.3,7.89,2363,12,,,34,920,12,,,,16,5,520,364,120,16,3.98,,650,162,405,59.53,245,238,#,1488,1010,13,3.84,#,0.6,#,1.16,#,#
4668,"Malkam Cheruvu, Raidurgam, Serilingampally","Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,0.3,7.38,1749,8,,,46,540,6.1,,,,22,5,450,163,104,7.84,3.82,,508,106.4,266,58.81,242,116,#,1100,800,30,0.29,#,0.5,#,1.1,#,#
4676,"Malkam Cheruvu, Raidurgam, Serilingampally","Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,0.3,7.42,1728,8,,,33,430,6.1,,,,24,5,380,185,108,6.72,1.98,,390,84,210,43.74,180,128,,1080,770,34,3.8,#,0.5,,1.17,,
4677,"Malkam Cheruvu, Raidurgam, Serilingampally","Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,0.3,7.71,1896,8,,,21,540,4,,,,20,5,375,266,100,8.92,3.3,,384,86.4,216,40.82,168,114,#,1150,790,26,3.54,#,0.6,#,1.14,#,#
4695,"Malkam Cheruvu, Raidurgam, Serilingampally","Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,Under Maintaince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,"Malkam Cheruvu, Raidurgam, Serilingampally","Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,0.3,7.34,1838,8,,,21,350,2,,,,28,5,400,225,92,10.08,5.4,,410,88,220,46.17,190,141,#,1140,790,32,2.99,#,0.5,#,1.13,#,#
4697,"Malkam Cheruvu, Raidurgam, Serilingampally","Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,Under Maintaince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,"Malkam Cheruvu, Raidurgam, Serilingampally","Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,0.3,7.19,2069,12,,,32,540,4,,,,24,5,450,420,157,11.2,3.2,,472,100,250,53.95,222,74,#,1290,910,36,3.56,#,0.59,,1.24,,
4705,"Malkam Cheruvu, Raidurgam, Serilingampally","Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,water hyacinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,"Malkam Cheruvu, Raidurgam, Serilingampally","Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,"Malkam Cheruvu, Raidurgam, Serilingampally","Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.3,1758,10,,,26,540,6.1,,,,29,5,370,195,120,8.92,1.72,,390,88,220,41.31,170,142,#,1090,770,48,3.43,#,0.5,#,1.19,#,#
5042,"Malkam Cheruvu, Raidurgam, Serilingampally","Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.21,1728,10,,,21,430,4,,,,23,5,390,240,124,7.84,1.64,,396,88,220,42.77,176,112,#,1050,740,36,3.24,#,0.5,#,1.12,#,#
5043,"Malkam Cheruvu, Raidurgam, Serilingampally","Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.27,1609,10,,,17,350,2,,,,18,5,360,204,128,11.2,4.08,,378,79.2,198,43.74,180,84,#,980,610,24,3.2,#,0.5,#,1.15,#,#
5045,"Malkam Cheruvu, Raidurgam, Serilingampally","MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,water hyacinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,"Malkam Cheruvu, Raidurgam, Serilingampally","Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.39,859,6.2,,,21,350,2,,,,22,5,200,98,72,5.6,1.58,,220,48,120,24.3,100,52,#,540,380,36,2.06,#,0.5,#,1.14,#,#
