Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4224,Lakes & Tanks,"Yadadri temple- Koneru, Yadadrigutta (V&M), Yadadri bhuvanagiri(D)",Yadadri Bhuvangiri,Note:- Station Code  - 4224 - Koneru of Yadagiri Gutta Temple water sample could not be collected due to Koneru is under construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,Lakes & Tanks,Kistaipally Cheruvu,Sangareddy,5.7,6.91,2900,8.4,29,0.3,5.7,58,4,,,,10.2,24,564,690,136,12,5,BDL,1260,269,680,142,580,104,190,1800,1090,28,,0.27,BDL,14,0.31,24.37,2.32
4231,Lakes & Tanks,"Rayam Cheruvu,",Sangareddy,6.7,6.27,1539,4,32,0.19,4,40,3.6,,,,6.8,28,210,310,48,9,BDL,BDL,548,130,324,54,224,74,96,950,580,15,,0.2,BDL,8.2,0.42,27.13,1.78
4232,Lakes & Tanks,"Komati Cheruvu,",Siddipet,7.2,6.99,661,2.2,16,0.14,2,22,Less than 1.8,,,,4.1,10,150,130,20,2,BDL,BDL,280,62,156,30,124,59,48,420,260,7,,0.15,BDL,7.5,0.2,26.49,1.25
4233,Lakes & Tanks,"Gaddapotharam cheruvu,",Sangareddy,6.1,6.44,2676,4.8,52,0.29,4.5,41,3.7,,,,6.8,20,470,480,52,4,BDL,BDL,980,260,640,80,340,86,120,1680,1020,8,,0.12,0.09,28,0.24,20.38,1.66
4228,Lakes & Tanks,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",RR-shamshabad,0.3,7.11,1514,6,16,,24,540,4,,,,36,5,368,176,99,8.4,2.24,,380,78,195,44.95,185,89.7,,968,620,48,5.26,,0.5,,0.96,#,#
1391,Lakes & Tanks,Hussain sagar Lake,Hyderabad,0.8,7.7,1492,5.8,3.2,,64,430,4,,,,44,5,375,160,69,8.96,4.48,,385,78,195,46.17,190,71.2,,926,580,56,4.32,,0.52,,0.99,#,#
3071,Lakes & Tanks,Langarhouse lake,Hyderabad,0.3,7.69,1471,8,12,,21,540,4,,,,22,5,375,158,92,7.84,3.96,,390,80,200,46.17,190,62.3,,926,580,34,3.86,,0.5,,0.92,#,#
2341,Lakes & Tanks,Miralam tank,Hyderabad,0.3,7.75,1563,6,2,,21,430,6.1,,,,28,5,355,174,65,8.96,3.36,,360,74,185,42.52,175,104,,984,620,40,4.2,,0.5,,0.88,#,#
3073,Lakes & Tanks,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,0.3,7.38,1259,6,4.2,,33,540,6.1,,,,32,5,365,140,77,11.2,3.36,,380,86,215,40.09,165,53.6,,768,480,44,2.65,,0.5,,0.99,#,#
3072,Lakes & Tanks,Safilguda lake,Medchal Malkajgiri,0.3,7.56,1426,6.2,3.3,,49,540,6.8,,,,30,5,380,160,66,11.2,4.48,,390,82,205,44.95,185,51.8,,912,580,42,4.06,,0.5,,0.98,#,#
3075,Lakes & Tanks,Rangadhamuni cheruvu,Medchal Malkajgiri,0.3,7.68,1294,8,6.8,,49,430,4,,,,22,5,368,145,119,14,5.6,,380,84,210,41.31,170,66.1,,828,520,34,2.7,,0.5,,0.82,#,#
3076,Lakes & Tanks,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,0.7,7.97,1259,5.2,4.8,,17,350,4,,,,28,5,265,180,56,8.96,2.8,,275,58,145,31.59,130,56.3,,794,500,40,3.2,,0.5,,0.35,#,#
3077,Lakes & Tanks,"Kapra cheruvu, Kapra",Medchal Malkajgiri,1.1,6.97,1220,5.6,4.4,,17,350,2,,,,23,5,130,198,77,5.6,1.12,,140,30,75,15.79,65,144,,780,480,35,2.75,,0.5,,0.68,#,#
2357,Lakes & Tanks,Durgam cheruvu,RR-shamshabad,4.7,7.72,1257,3,3.8,,21,0.5,2,,,,24,5,210,194,38,6.72,2.24,,220,46,115,25.52,105,95,,804,500,36,2.15,,0.5,,0.38,#,#
2344,Lakes & Tanks,Nalla cheruvu,Medchal Malkajgiri,0.3,7.74,1555,8,6.8,,70,540,6.1,,,,30,5,430,198,104,12.8,3.92,,440,90,225,52.24,215,66.9,,954,600,42,4.25,,0.5,,0.98,#,#
2359,Lakes & Tanks,"Pedda Cheruvu, Nacharam",Medchal Malkajgiri,0.3,7.5,1421,6,15.6,,49,540,11,,,,28,5,325,164,68,9.52,3.36,,335,68,170,40.09,165,68,,895,560,40,4.26,,0.5,,0.92,#,#
2342,Lakes & Tanks,Noor Md. Kunta,RR-shamshabad,0.3,7.2,2052,8,10,,49,920,11,,,,44,5,210,420,124,15.2,0.4,,125,30,75,12.15,50,210,,1354.32,840,54,0.72,,0.5,,0.96,#,#
3070,Lakes & Tanks,"Fox sagar, Jeedimetla",Medchal Malkajgiri,2.7,7.69,888,4,8,,Less than 1.8,46,Less than 1.8,,,,32,5,200,120,31,4.48,1.68,,355,72,180,42.52,175,82,,550.56,420,33,3.86,,0.5,,0.88,#,#
3074,Lakes & Tanks,Banjara Lake,Hyderabad,0.3,7.42,1247,6,14.8,,40,540,6.1,,,,35,5,250,160,65,9.52,3.92,,260,56,140,29.16,120,78,,774,480,40,3.22,,0.54,,1.02,#,#
4237,Lakes & Tanks,Mundla Katwa Lake,Medchal Malkajgiri,0.3,6.72,700,6,3.2,,17,130,Less than 1.8,,,,43,5,220,54,74,5.6,2.24,,240,50,125,27.95,115,51,,440,280,52,2.28,,0.5,,0.42,#,#
4669,Lakes & Tanks,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,0.3,7.42,1152,6,12,,14,350,4,,,,23,5,310,127,88,11.2,3.36,,320,66,165,37.66,155,74,,728,460,22,2.65,,0.5,,0.96,#,#
4671,Lakes & Tanks,"Medi Kunta, Guttala Begumpet (V)",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,
4672,Lakes & Tanks,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,4,7.99,1113,2,3.1,,21,350,2,,,,12,5,170,180,46,6.72,2.24,,180,38,95,20.66,85,76.6,,690,420,32,3.43,,0.5,,0.88,#,#
4673,Lakes & Tanks,Medikunta lake (BK Enclave),Rangareddy,Dreid Up,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,
4674,Lakes & Tanks,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,4.4,7.39,642,4,1.2,,2,70,Less than 1.8,,,,18,5,135,78,56,3.36,0.56,,145,30,75,17.01,70,88.36,,391,240,22,2.2,,0.5,,0.82,#,#
4693,Lakes & Tanks,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,0.3,7.59,1265,6,4.8,,27,430,6.1,,,,32,5,345,140,69,11.76,4.48,,360,74,185,42.52,175,40.1,,784,486,48,2.85,,0.5,,0.98,#,#
4677,Lakes & Tanks,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,0.3,7.44,1503,12,16,,46,540,6.1,,,,43,5,390,169,210,11.76,2.24,,410,84,210,48.6,200,76.8,,932,580,66,2.26,,0.5,,0.86,#,#
5044,Lakes & Tanks,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar, Medchal-Malkajgiri District",Medchal Malkajgiri,1.3,7.24,952,3,12.2,,33,540,4,,,,24,5,230,113,55,10.64,3.36,,240,50,125,27.95,115,80,,590,360,30,4.06,,0.5,,0.98,#,#
5052,Lakes & Tanks,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,6,9.63,437,1,3.5,,14,210,2,,,,30,5,110,54,8,3.36,1.68,,110,24,60,12.15,50,48.3,,270,180,42,0.84,,0.5,,0.56,#,#
5053,Lakes & Tanks,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,3.7,6.98,1043,3,10.2,,17,350,2,,,,23,5,280,120,44,10,6.16,,395,80,200,47.38,195,80,,660,420,36,2.78,,0.5,,0.56,#,#
5054,Lakes & Tanks,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,3.2,6.92,1051,4,10.4,,33,430,6.8,,,,12,5,305,122,51,10.64,3.36,,320,66,165,37.66,155,60,,652,400,22,3.1,,0.5,,0.62,#,#
5055,Lakes & Tanks,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Dried ,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
5056,Lakes & Tanks,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,0.3,7.67,953,6,8.8,,26,430,6.8,,,,18,5,320,88,68,9.52,2.8,,340,70,175,40.09,165,59.2,,590,360,32,2.75,,0.5,,0.66,#,#
5057,Lakes & Tanks,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,0.3,7.05,1309,12,5.3,,26,350,6.1,,,,20,5,355,152,138,11.76,5.04,,365,76,190,42.52,175,67.4,,824,520,36,4.32,,0.5,,1.06,#,#
5058,Lakes & Tanks,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,3.2,8.08,1373,4,5.8,,26,430,4,,,,15,5,280,188,46,11.2,5.04,,295,68,170,30.38,125,78,,852,540,28,3.99,,0.5,,0.88,#,#
5059,Lakes & Tanks,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,1.8,7.02,1224,5.2,5.4,,34,430,6.1,,,,22,5,290,159,55,12.3,5.6,,310,64,160,36.45,150,82.2,,758,480,38,4.2,,0.5,,0.77,#,#
5060,Lakes & Tanks,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,0.3,7.1,1462,8,9.9,,20,540,4,,,,23,5,400,162,95,8.96,4.48,,420,86,215,49.81,205,74.9,,906,560,40,4.58,,0.5,,0.98,#,#
5061,Lakes & Tanks,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,0.3,7.49,1153,8,7.8,,21,350,4,,,,38,5,335,142,88,10.64,2.8,,345,70,175,41.31,170,56,,736,460,44,2.8,,0.5,,0.83,#,#
5062,Lakes & Tanks,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,2,8.15,1006,4,7.6,,22,350,6.1,,,,26,5,260,142,46,8.4,3.36,,280,58,145,32.8,135,68,,644,400,36,3.45,,0.5,,0.86,#,#
5063,Lakes & Tanks,"Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,0.3,6.97,1461,6.2,12.4,,33,540,6.8,,,,18,5,445,172,99,12.3,6.72,,460,94,235,54.67,225,48,,920,580,32,5.16,,0.5,,0.72,#,#
5114,Lakes & Tanks,"Shanthisarovor Pond, Gachibowli, Serilingmapally",Rangareddy ,4.7,6.62,502,2,2.1,,Less than 1.8,26,Less than 1.8,,,,32,5,122,59,24,1.5,0.4,,195,42,105,21.87,90,39,,316,180,44,2.56,,0.5,,0.32,#,#
5115,Lakes & Tanks,"Raja Mohammad Kunta, Haffezpet, Serilingampally (M),",Rangareddy ,0.3,6.93,1509,6,7.2,,49,540,6.8,,,,27,5,415,169,91,13.4,5.6,,440,90,225,52.24,215,54.3,,950,600,39,4.69,,0.5,,0.96,#,#
5116,Lakes & Tanks,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",Rangareddy ,2.1,7.11,1275,5.4,2.2,,21,350,2,,,,22,5,220,202,71,8.4,3.36,,235,56,140,23.09,95,150,,816,520,55,3.68,,0.5,,0.76,#,#
5118,Lakes & Tanks,"Kotha Kunta, Haffezpet, Serilingampally (M)",Rangareddy ,2.1,6.66,598,5,5.8,,14,350,2,,,,29,5,115,64,55,7.28,3.36,,140,30,75,15.79,65,74.9,,370,220,36,0.93,,0.5,,0.73,#,#
5119,Lakes & Tanks,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",Rangareddy ,1.1,6.75,1070,5.6,4.8,,21,350,6.1,,,,26,5,195,166,67,10,4.48,,210,42,105,25.52,105,62.8,,664,420,42,3.56,,0.5,,0.96,#,#
5120,Lakes & Tanks,"Thammidi Kunta, Khanamet, Serilingampally",Rangareddy ,0.3,6.85,1368,6,12,,34,430,4,,,,25,5,255,180,83,11.2,6.72,,260,56,140,29.16,120,112,,876,560,40,3.68,,0.5,,0.98,#,#
5124,Lakes & Tanks,TCS Synergy Park Lake,Rangareddy,6,7.1,738,1,0.8,,Less than 1.8,32,Less than 1.8,,,,10,5,120,110,12,2.24,0.4,,135,28,70,15.79,65,69,,464,280,22,2.89,,0.5,,0.36,#,#
5125,Lakes & Tanks,"Mondi Kunta, Khanamet, Serilingmampally",Rangareddy,no sufficient water avialable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,Lakes & Tanks,"Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,1.5,7.06,1442,4,2.2,,46,430,4,,,,22,5,415,172,59,11.2,5.6,,425,90,225,48.6,200,94.5,,894,560,66,5.02,,0.5,,1.14,#,#
3086,Lakes & Tanks,Saki Tank,Sangareddy,6.6,7.59,1106,3.6,28,0.19,4.5,41,2,,,,6.3,28,220,126,39,5,BDL,BDL,276,70,176,25,100,42,55,670,410,6,,0.14,BDL,8.5,0.2,29.19,1.43
4684,Lakes & Tanks,Campus Lake Icrisat,Sangareddy,6.5,6.42,762,3.2,26,0.04,6.1,94,4,,,,4.9,24,190,160,34,5,BDL,BDL,324,76,192,32,132,37,59,460,280,12,,0.09,BDL,3.7,0.32,28.11,1.43
4685,Lakes & Tanks,Surisigal Lake Icrisat,Sangareddy,6.7,7.06,967,3.3,31,0.06,6,110,5,,,,3.7,20,220,150,26,6,BDL,BDL,400,90,224,42,176,60,38,640,390,10,,0.08,BDL,8,0.28,16.76,0.83
4686,Lakes & Tanks,Icrisat Lake,Sangareddy,6.5,6.91,934,4,34,0.12,5.6,84,3.6,,,,3.9,24,234,200,48,5,BDL,BDL,396,92,228,40,168,35,76,590,360,14,,0.1,BDL,10,0.29,28.75,1.66
4687,Lakes & Tanks,Red Lake Icrisat,Sangareddy,6.8,6.88,728,4.5,36,0.14,6.1,79,4.5,,,,5.4,20,260,244,56,7,BDL,BDL,472,106,264,50,208,56,70,470,290,13,,0.15,BDL,6,0.4,24.03,1.4
1788,Lakes & Tanks,Saroornagar Lake / Large Tank,RR-shamshabad,0.3,7.05,1547,8,18,,32,540,6.8,,,,10,5,375,169,104,11.76,5,,395,84,210,44.95,185,84,,974,660,22,4.86,,0.5,,0.88,#,#
2343,Lakes & Tanks,Premajipet tank,RR-shamshabad,2,7,3270,5.8,15.5,,46,540,6.8,,,,22,5,365,588,92,14.6,6.16,,380,78,195,44.95,185,447,,2092,1340,34,4.2,,0.6,,0.95,#,#
4670,Lakes & Tanks,"Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",Rangareddy,4.2,7.04,888,3,16,,46,540,6.1,,,,23,5,310,80,40,8.4,2.24,,480,104,260,53.46,220,32,,510,320,35,2.72,,0.5,,0.72,#,#
4678,Lakes & Tanks,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,0.3,6.99,1641,14,16,,49,540,9.2,,,,42,5,245,260,198,11.2,5.6,,260,56,140,29.16,120,160,,1034,660,66,3.86,,0.5,,1.06,#,#
4679,Lakes & Tanks,HUDA Park Lake,Rangareddy,0.3,7.82,2407,14,18,,34,530,4.8,,,,35,5,460,320,202,13.4,6.16,,505,102,255,60.75,250,202,,1516,980,55,5.2,,0.6,,1.08,#,#
4691,Lakes & Tanks,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,0.3,6.98,1619,10,8.6,,49,540,9.2,,,,28,5,335,202,142,14,3.92,,345,70,175,41.31,170,166,,1036,660,40,4.72,,0.52,,1.02,#,#
4692,Lakes & Tanks,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,0.3,6.9,1214,6,4.6,,32,430,4.5,,,,22,5,260,169,119,12.8,5.04,,280,58,145,32.8,135,91,,752,480,38,3.07,,0.5,,0.4,#,#
4699,Lakes & Tanks,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,Lakes & Tanks,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,1,6.89,1440,47,7,,8.1,34,,,,,8.6,5,330,189,200,32,13,0.06,280,93,232,12,48,128,191,864,534,103,,3.1,1,17,0.64,58,4.9
4703,Lakes & Tanks,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,Lakes & Tanks,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,3.8,7.06,984,4,3.6,,14,350,2,,,,44,5,325,110,56,8.96,4.48,,340,70,175,40.09,165,53,,610,380,45,3.82,,0.5,,1.12,#,#
5040,Lakes & Tanks,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,0.3,7.05,1624,12,12.2,,39,430,6.1,,,,20,5,280,212,132,13.4,6.16,,280,58,145,32.8,135,180,,1024,640,28,5.66,,0.56,,0.98,#,#
5041,Lakes & Tanks,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,0.3,7.99,1474,14,10.8,,47,350,6.8,,,,22,5,380,201,198,12.3,2.8,,490,102,255,57.1,235,80,,928,580,30,5.02,,0.5,,1.2,#,#
5113,Lakes & Tanks,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",Medchal Malkajgiri,0.3,7.01,1351,8,4,,17,350,4,,,,26,5,380,191,99,11.2,4.48,,395,84,210,44.95,185,74,,838,540,78,3.86,,0.5,,1.12,#,#
5117,Lakes & Tanks,"Masjid Banda Lake, Kondapur, Serlingampally",Rangareddy ,Sample was not collected due to enchrochment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Lakes & Tanks,"Pale Cheruvu, Kattedan",Rangareddy,1.2,7.86,718,4,6.2,,37,540,2,,,,12,5,145,98,54,2.8,1.4,,185,38,95,21.87,90,66,,420,260,26,2.64,,0.2,,0.96,#,#
5126,Lakes & Tanks,"Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy,0.3,7.3,2614,10,8,,34,430,6.8,,,,32,5,235,583,148,11.76,6.16,,260,56,140,29.16,120,126,,1672,1080,74,2.77,,0.54,,0.78,#,#
5127,Lakes & Tanks,"Kummari Kunta, Amangal, Hayathnagar",Rangareddy,0.3,7.02,866,6,5,,33,540,6.8,,,,34,5,215,93,68,8.96,5.04,,220,44,110,26.73,110,59,,544,340,46,2.82,,0.5,,0.96,#,#
5128,Lakes & Tanks,Palle cheruvu,Rangareddy,0.3,7.08,2009,8,12,,47,540,11,,,,26,5,480,265,80,14.5,4.48,,520,104,260,63.18,260,86,,1246,780,44,6.84,,0.54,,1,#,#
5129,Lakes & Tanks,"Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,0.3,6.57,2233,14,22,,46,920,12,,,,30,5,295,360,280,11.2,2.8,,310,66,165,35.23,145,192,,1406,880,38,6.72,0.5,0.58,,1.12,#,#
5130,Lakes & Tanks,"Pathikunta, Budwel, Rajendranagar",Rangareddy,0.3,7.15,1472,6,6.6,,33,540,4,,,,28,5,320,184,88,6.6,4.2,,195,44,110,20.66,85,112,,886,440,32,5.72,,0.52,,1.1,#,#
5132,Lakes & Tanks,"Malkam Cheruvu, Raidurgam, Serilingampally",Rangareddy ,3.4,7.65,1280,21,9,,6.8,220,,,,,8.1,5,228,201,110,1.5,0.4,BDL,232,54,136,23,96,98,195,782,540,46,,4.86,0.5,17,0.72,63,5.6
5498,Lakes & Tanks,"Suleman cheruvu ,kattedam(v),Ragendra nagar(m)Rangareddy dist",Medchal Malkajgiri,0.3,7.21,2082,8,12.8,,49,430,9.1,,,,22,5,330,341,92,13.4,5.6,,360,72,180,43.74,180,220,,1332,840,38,5.96,,0.54,,1.02,#,#
4668,Lakes & Tanks,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,0.3,7.14,1468,8,13,,32,430,6.8,,,,44,5,415,152,91,11.2,3.36,,420,84,210,51.03,210,63.4,,910,560,34,2.42,,0.5,,1,#,#
4676,Lakes & Tanks,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,1.2,7.26,1373,8,15.5,,21,350,2,,,,26,5,335,152,91,9.52,1.68,,345,70,175,41.31,170,64.5,,852,520,36,2.56,,0.5,,0.89,#,#
4701,Lakes & Tanks,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,2.2,6.82,1228,4,3.2,,46,540,9.2,,,,44,5,340,145,44,9.52,2.24,,380,84,210,41.31,170,77.5,,762,480,36,3.26,,0.5,,0.56,#,#
4695,Lakes & Tanks,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,under maintaince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes & Tanks,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,0.3,7.26,1436,8,12,,33,430,4,,,,11,5,420,149,103,12.32,3.92,,440,90,225,52.24,215,57.6,,890,560,22,2.08,,0.5,,0.92,#,#
4697,Lakes & Tanks,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes & Tanks,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,2.4,7.48,648,4,2,,14,280,2,,,,22,5,190,88,51,4.48,1.68,,210,48,120,21.87,90,44,,402,240,34,0.29,,0.5,,0.96,#,#
4705,Lakes & Tanks,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,Sample not collected Due to  water hyacinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,Lakes & Tanks,"Ramana Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.48,648,6,7.8,,2,94,1.8,,,,18,5,210,29,73,6.72,2.24,,220,46,115,25.52,105,49,,402,240,26,1.86,,0.5,,0.88,#,#
5037,Lakes & Tanks,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.17,1466,8,11.7,,34,430,4.5,,,,23,5,410,149,111,8.4,1.12,,420,84,210,51.03,210,71,,908,560,32,3.42,,0.5,,0.86,#,#
5042,Lakes & Tanks,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.13,1406,10,19,,40,540,6.8,,,,18,5,440,149,131,11,3.38,,430,88,220,51.03,210,64,,872,540,30,3.86,,0.5,,1.02,#,#
5043,Lakes & Tanks,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.22,1369,8,11,,46,430,6.1,,,,25,5,410,162,127,8.4,2.24,,420,92,230,46.17,190,50,,836,520,36,3.2,,0.5,,0.86,#,#
5045,Lakes & Tanks,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.04,1283,6,25,,21,350,4,,,,22,5,290,145,71,8.96,2.8,,305,62,155,36.45,150,82,,796,500,30,3.06,,0.5,,0.96,#,#
5046,Lakes & Tanks,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,3.3,7.84,833,3,4.3,,14,280,2,,,,18,5,190,110,47,7.28,1.68,,200,42,105,23.09,95,73,,516,380,36,2.78,,0.5,,0.57,#,#
5047,Lakes & Tanks,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.55,1077,6,6.3,,17,350,4,,,,26,5,270,137,81,6.72,1.12,,280,58,145,32.8,135,48,,668,420,38,2.87,,0.5,,0.58,#,#
5048,Lakes & Tanks,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,4.8,7.48,1257,3.2,18.9,,27,430,6.1,,,,22,5,310,149,36,8.96,2.24,,320,78,195,30.38,125,80,,792,480,32,2.96,,0.5,,0.78,#,#
5049,Lakes & Tanks,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Not collected due to no access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,Lakes & Tanks,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.18,1443,6,13.9,,40,540,6.8,,,,11,5,390,172,78,9.52,3.36,,410,82,205,49.81,205,64,,880,520,26,3.82,,0.5,,0.89,#,#
5051,Lakes & Tanks,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.64,1290,6,12.4,,17,350,4,,,,13,5,285,162,66,8.4,2.24,,295,60,150,35.23,145,71,,812,500,22,2.78,,0.5,,0.88,#,#
5111,Lakes & Tanks,"Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,2.5,7.62,1299,4,18,,26,540,4.5,,,,25,5,388,144,51,11.76,5.04,,415,84,210,49.81,205,72.7,,752,720,24,4.82,,0.5,,0.94,#,#
5112,Lakes & Tanks,"Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.05,1568,14,12.6,,21,540,6.1,,,,24,5,400,172,198,9.52,3.92,,420,86,215,49.81,205,79,,1002,620,43,4.26,,0.5,,0.96,#,#
4675,Lakes & Tanks,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,3.8,7.9,898,3,1.3,,17,350,Less than 1.8,,,,18,5,260,118,40,8.4,2.24,,280,64,160,29.16,120,41.9,,566,340,30,2.76,,0.5,,0.76,#,#
4667,Lakes & Tanks,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,0.3,7.45,2113,8,20.5,,40,430,6.1,,,,29,5,250,360,99,11.2,3.92,,280,64,160,29.16,120,202,,1290,880,28,5.86,,0.5,,1.16,#,#
4689,Lakes & Tanks,"Sunnam Kunta, Jubille hills",Hyderabad,4,7.58,861,1.4,1.3,,21,280,2,,,,16,5,175,122,24,5.6,1.68,,195,44,110,20.66,85,68,,566,170,14,1.86,,0..5,,0.32,#,#
