Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia  (mg/L),Free Ammonia  (mg/L),Total Hardness as CaCO3(mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
5039,Lakes  & Tanks,"DMRL Lake, Kanchanbagh, Chandrayanguda (M), Hyderabad (D)",Hyderabad,0.3,7.53,1510,8,,,24,430,7.8,,,,22.4,5,405,233,88,4.48,0.91,0.02,420,252.0,100.8,168,40.82,142,,936,,10,2.98,,0.5,,0.88,,
5040,Lakes  & Tanks,"Bandlaguda Cheruvu, Nagole (V), Uppal (M), Medchal (D)",Medchal Malkajgiri,0.3,7.18,1418,10,,,14,430,20,,,,8.6,5,380,146,131,3.36,0.4,0.01,395,250,100,145,35.23,91,,878,,24,2.12,,0.5,,0.84,,
5041,Lakes  & Tanks,"Pathulguda Cheruvu, Pathulguda (V), Saroornagar (M), Rangareddy (D)",Medchal Malkajgiri,0.3,7.84,1286,6,,,26,430,24,,,,3.8,5,350,160,55,4.48,0.4,0.01,376,224,89.6,152,36.94,98,,798,,10,1.88,,0.5,,0.83,,
5042,Lakes  & Tanks,"Yellamma Cheruvu,Kukatpally(V&M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.61,1539,12,,,17,430,21,,,,14.6,5,425,181,143,5.6,1.66,0.04,442,265,106,177,43.01,110,,968,,20,2.86,,0.5,,0.92,,
5043,Lakes  & Tanks,"Mysamma Cheruvu, Kukatpally(V&M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.7,1435,8,,,21,430,11,,,,9.8,5,385,157,100,4.48,0.4,0.01,406,250,100,156,37.91,96,,890,,14,1.82,,0.5,,0.88,,
5044,Lakes  & Tanks,"Sudalavani Kunta (Sunnam Cheruvu), Allahpur(V), Borabanda(M),Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.15,1495,10,,,14,430,4,,,,11.6,5,410,159,126,5.6,1.66,0.01,432,260,104,172,41.8,98,,942,,22,2.64,,0.5,,1.1,,
5045,Lakes  & Tanks,"Mothkula Kunta, MachaBollaram(V),Alwal (M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.49,1622,6,,,32,430,14,,,,20.8,5,420,191,68,5.6,1.7,0.03,446,275,110,171,41.55,116,,1022,,20,2.78,,0.5,,1.1,,
5046,Lakes  & Tanks,"Chintal Cheruvu, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,2.2,7.98,632,2.8,,,14,170,Less than 1.8,,,,5.5,5,170,49,36,2.24,0.82,0.04,184,110,44,74,17.98,31,,404,,10,1.24,,0.5,,0.52,,
5047,Lakes  & Tanks,"Mahaboob kunta , Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,Lake Sample were not collected as there was no access to collect sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,Lakes  & Tanks,"Bandam Kunta, Gajularamaram (V), Quthbullapur (M), Medchal Malkajgiri (D)",Medchal Malkajgiri,2.6,7.36,631,3.6,,,17,150,Less than 1.8,,,,4.6,5,165,105,68,2.24,0.4,0.01,180,105,42,75,18.22,64,,402,,16,1.82,,0.5,,0.86,,
5049,Lakes  & Tanks,"Meddela Kunta, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,1.6,7.95,1061,2.3,,,20,210,Less than 1.8,,,,3.2,5,290,154,36,5.6,1.52,0.07,306,185,74,121,29.4,92,,668,,10,1.98,,0.5,,0.62,,
5050,Lakes  & Tanks,"Venna Cheruvu, Jeedimetla(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.47,1564,6,,,21,430,12,,,,10.2,5,445,179,76,5.6,2.79,0.05,460,260,104,200,48.6,108,,1002,,16,2.68,,0.5,,0.86,,
5051,Lakes  & Tanks,"Chinna Bandham, Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri, Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,Lakes  & Tanks,"Bakshi Kunta, Chandanagar(V), Sherilingampally(M), Ranga Reddy(D)",Medchal Malkajgiri,0.3,7.1,919,6,,,24,430,3.7,,,,10.2,5,245,99,66,3.36,0.91,0.01,262,170,68,92,22.36,64,,568,,10,1.33,,0.5,,0.66,,
5053,Lakes  & Tanks,"Ramamma Kunta , Gachibowli (V), Sherilingampally(M), Ranga Reddy (D)",Medchal Malkajgiri,1.8,7.46,888,2.4,,,41,350,4,,,,11.8,5,235,112,32,2.24,0.4,0.01,252,160,64,92,22.36,66,,560,,10,1.48,,0.5,,0.6,,
5054,Lakes  & Tanks,"Komati Kunta, Gopanpally (V), Sherilingampally (M), Ranga Reddy (D)",Medchal Malkajgiri,0.3,7.09,835,6,,,24,350,2,,,,10.8,5,230,112,55,3.36,0.4,0.01,244,156,62.4,88,21.38,66,,534,,14,1.22,,0.5,,0.62,,
5055,Lakes  & Tanks,"Chinna Pedda cheruvu, Gopanpally(V), Sherilingampally(M), Ranga Reddy(D)",Medchal Malkajgiri,1,7.33,1008,3.8,,,21,350,2,,,,8.6,5,280,129,36,4.48,0.49,0.01,294,185,74,109,26.49,74,,624,,10,1.76,,0.5,,0.8,,
5056,Lakes  & Tanks,"Nayanamma Kunta (Baspalli Cheruvu), Hafeezpet (V), Sherilingampally (M), Ranga Reddy (D)",Medchal Malkajgiri,1.8,7.46,989,2,,,26,430,4,,,,8.8,5,265,85,38,3.36,0.4,0.01,282,182.0,72.8,100,24.3,50,,614,,10,1.56,,0.5,,0.72,,
5057,Lakes  & Tanks,"Kudi Kunta (Gauthami Lake), Kondapur(V), Sherilingampally(M), Ranga Reddy(D)",Medchal Malkajgiri,0.3,7.31,1701,14,,,33,540,3.7,,,,11.6,5,475,223,190,5.6,1.99,0.02,492,310,124,182,44.23,138,,1072,,28,3.26,,0.5,,0.86,,
5058,Lakes  & Tanks,"Regula Kunta, Miyapur (V), Sherilingampally (M), Ranga Reddy (D)",Medchal Malkajgiri,0.3,7.22,760,6,,,31,350,3.7,,,,9.8,5,200,99,36,2.24,0.4,0.01,212,162.0,64.8,50,12.15,63,,472,,10,1.22,,0.5,,0.98,,
5059,Lakes  & Tanks,"Gopi Cheruvu, Lingampally(V), Sherilingampally(M), Ranga Reddy(D)",Medchal Malkajgiri,0.3,7.13,1336,6,,,17,430,3.6,,,,14.2,5,370,172,44,4.48,0.4,0.01,382,235,94,147,35.72,106,,828,,11,2.96,,0.5,,0.99,,
5060,Lakes  & Tanks,"Chakalavani Cheruvu , Lingampally(V), Sherilingampally(M), Ranga Reddy(D)",Medchal Malkajgiri,1.4,7.25,1314,2.4,,,15,430,4,,,,12.4,5,360,162,28,3.36,0.49,0.01,374,232.0,92.8,142,34.51,98,,814,,10,2.34,,0.5,,0.88,,
5061,Lakes  & Tanks,"Peddakudi Cheruvu, Maqta Mahboobpet(V), Sherilingampally(M), Ranga Reddy(D)",Medchal Malkajgiri,0.3,7.31,969,6,,,39,430,2,,,,10.8,5,255,95,68,3.36,0.4,0.01,270,172.0,68.8,98,23.81,59,,602,,10,2.06,,0.5,,0.86,,
5062,Lakes  & Tanks,"Gurunath Cheruvu, Miyapur (V), Sherilingampally(M), Ranga Reddy (D)",Medchal Malkajgiri,0.3,7.48,1278,6,,,32,540,4,,,,9.2,5,350,129,59,3.36,0.4,0.01,366,265,106,101,24.54,76,,780,,18,2.12,,0.5,,0.92,,
5063,Lakes  & Tanks,"Nanakram Kunta, Nanakramguda(V), Sherilingampally(M), Ranga Reddy (D)",Medchal Malkajgiri,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,Lakes  & Tanks,"Nagiraddy Kunta(Yapral Cheruvu), Alwal (V&M), Medchal- Malkajgiri(D)",Medchal Malkajgiri,0.3,7.47,2103,10,,,17,540,4.5,,,,24.6,5,590,348,128,7.84,3.16,0.05,608,375,150,233,56.62,217,,1324,,14,3.28,,0.5,,0.92,,
5112,Lakes  & Tanks,"Kamuni Cheruvu, Moosapet (V), Kukatpally (M),Medchal- Malkajgiri (D)",Medchal Malkajgiri,0.3,7.54,1459,6,,,20,430,6.8,,,,28.4,5,395,179,72,5.6,1.95,0.04,414,255,102,159,38.64,109,,904,,42,2.46,,0.5,,1,,
5113,Lakes  & Tanks,"Chinna Cheruvu, Ramanthapur (V), Uppal (M),Medchal- Malkajgiri (D)",Medchal Malkajgiri,0.3,7.41,1255,8,,,27,250,13,,,,10.8,5,340,126,95,4.48,0.49,0.01,358,215,86,143,34.75,76,,778,,12,1.89,,0.5,,0.96,,
5114,Lakes  & Tanks,"Shanthisaravor Pond, Gachibowli (V), Serlingampally (M), Rangareddy (D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,Lakes  & Tanks,"Rajmahamad Kunta-Maska Kunta, Izzathnagar (V), Serilingampally (M), Rangareddy (D).",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,Lakes  & Tanks,"Kotha Cheruvu (Novatel Lake), Khanamet (V), Serilingampally (M), Rangareddy(D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,Lakes  & Tanks,"Masid Banda Lake, Kondapur, Serilingampally, Rangareddy District",Rangareddy ,Lake sample  was not collected due enchrochment of  Lake.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
5118,Lakes  & Tanks,"Kotha Kunta, Hafeezpet (V), Shaikpet (M), Rangareddy (D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,Lakes  & Tanks,"Kaidamma Kunta, Hafeezpet (V), Serilingampally (M), Rangareddy (D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,Lakes  & Tanks,"Thammidi Kunta, Khanapet (V), Serlingampally (M), Rangareddy (D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Lakes  & Tanks,"Pale Cheruvu, Katedhan (V), Rajendranagar (M), Rangareddy (D)",Rangareddy,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,Lakes  & Tanks,"Mulaguard Lake, Katedan, Rajendranagar, Rangareddy District",Rangareddy,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Lakes  & Tanks,"Pedda Cheruvu, Ibrahimbagh, Gandipet",Rangareddy,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,Lakes  & Tanks,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,Lakes  & Tanks,"MondiKunta, Khanamet (V), Serilingampally (M), Rangareddy (D)",Rangareddy ,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,Lakes  & Tanks,"Bathula Kunta, Anmagal (V), Hayathnagar (M), Rangareddy (D)",Rangareddy,0.3,7.48,1377,6,,,11,430,4,,,,6.8,5,365,208,51,4.48,1.89,0.03,384,246,98.4,138,33.53,128,,854,,10,2.24,,0.5,,0.82,,
5127,Lakes  & Tanks,"Kummari Kunta, Anmagal (V), Hayathnagar (M), Rangareddy (D)",Rangareddy,0.3,8.07,1340,8,,,21,430,4,,,,4.9,5,360,179,99,3.36,0.4,0.03,376,235,94,141,34.26,110,,818,,10,2.84,,0.5,,0.98,,
5128,Lakes  & Tanks,"Palle Cheruvu, Mailardev Pally (V), Rajendranagar (M), Rangareddy (D)",Rangareddy,0.3,7.15,1551,6,,,26,430,7.8,,,,12.4,5,415,199,44,6.72,2.49,0.02,440,265,106,175,42.52,124,,978,,11,2.48,,0.5,,1,,
5129,Lakes  & Tanks,"Erra Kunta, Laxmiguda (V), Rajendranagar (M), Rangareddy (D)",Rangareddy,0.3,7.45,1918,10,,,21,540,9.3,,,,14.7,5,520,264,155,6.72,1.69,0.03,544,330,132,214,52.0,164,,1190,,26,3.28,,0.5,,0.99,,
5130,Lakes  & Tanks,"Pathi Kunta, Budvel (V), Rajendranagar (M), Rangareddy (D)",Rangareddy,2,7.48,747,1.2,,,21,350,9.3,,,,14.7,5,200,156,28,3.36,0.49,0.01,216,130,52,86,20.9,32,,472,,10,1.36,,0.5,,0.98,,
5131,Lakes  & Tanks,"Yellamma Cheruvu, Manikonda (V), Rajendra Nagar (M), Rangareddy (D)",Rangareddy ,0.3,7.52,1547,6,,,40,430,4,,,,8.9,5,420,179,55,4.48,0.4,0.01,432,262,104.8,170,41.31,109,,962,,21,2.66,,0.5,,0.86,,
5132,Lakes  & Tanks,"Malka Cheruvu, Raidurg (V), Serlingampally (M), Rangareddy (D)",Rangareddy ,4.5,8.07,1669,42,13,,350,Greater than 1600,,,,,8,BDL,296,243,251,26,7.8,0.53,320,224,90,96,23,62,121,885,531,28,3.2,,,15,0.81,44,2.9
5133,Lakes  & Tanks,"Chandana cheruvu, Jillelaguda (V), Rangareddy (D)",Rangareddy,0.3,7.41,1603,6,,,26,430,8.2,,,,9.6,5,440,183,68,5.6,1.96,0.03,456,281,112.4,175,42.52,108,,992,,16,1.56,,0.5,,0.86,,
5134,Lakes  & Tanks,"Manthrala cheruvu, Meerpet (V), Rangareddy (D)",Rangareddy,1,7.49,1778,5,,,43,540,9.2,,,,9.2,5,490,223,48,5.6,1.41,0.02,506,315,126,191,46.41,138,,1102,,10,3.02,,0.5,,0.93,,
