Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (μs/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia  (mg/L),Free Ammonia  (mg/L),Total Hardness as CaCO3(mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4228,Lakes  & Tanks,"Pedda cheruvu/Ibrahim cheruvu, Ibrahimbagh, Rajendranagar(M), Rangareddy District",RR-shamshabad,Dreid Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,Lakes  & Tanks,"Kistaipally Cheruvu, Kistaipally (V), Jinnaram(M), Sangareddy District",Sangareddy,7.3,6.86,4110,10.4,42,0.23,6.1,84,3.6,,,,10.6,16,340,680,102,62,BDL,BDL,1075,600,240,475,115,109,129,2548.2,1809.22,19,,0.16,0.5,5,0.2,26.75,1.61
4231,Lakes  & Tanks,"Rayam Cheruvu, Bonthapally (V), Gummadidala (M), Sangareddy District",Sangareddy,7.1,6.78,1557,6.2,21,0.22,4.5,61,3.7,,,,6.5,20,275,206,64,28,BDL,BDL,420,230,92,190,46,78,45,965.34,685.39,15,,0.17,0.5,4,0.12,24.26,0.9
4232,Lakes  & Tanks,"Komati Cheruvu, Siddipet Town, Siddipet District.",Siddipet,6.2,7.58,822,3.4,15,0.15,2,32,1.8,,,,4.2,12,195,91,40,32,BDL,BDL,245,160,64,85,21,62,20,509.64,361.84,10,,0.15,0.5,3,0.13,17.9,0.48
4235,Lakes  & Tanks,"Kamuni Cheruvu, Shamshabad (V&M), Rangareddy District",RR-shamshabad,3.9,8.03,1217,3.1,3.2,,25,430,3.6,,,,11,5,260,204,51,8.4,1.64,0.09,280,175,70,105,25.52,110,,742,,20,1.87,,0.5,,0.79,,
4233,Lakes  & Tanks,"Gaddapotharam cheruvu, Gaddapotharam (V), Jinnaram (M), Sangareddy District",Sangareddy,7.4,6.58,3440,10.2,49,0.24,6.8,68,5.5,,,,14.5,20,420,671,102,88,BDL,BDL,830,480,192,350,85,96,152,2132.8,1514.29,16,,0.07,0.14,29,0.3,31.77,2.01
4238,Lakes  & Tanks,"Ameenpur Cheruvu, Ameenpur (V & M), Sangareddy District",Sangareddy,7.2,7.01,1299,6.1,28,0.21,6.1,48,4,,,,9.2,20,135,182,70,58,BDL,BDL,380,255,102,125,30,85,22,805.38,571.82,13,,0.21,0.5,15,0.24,11.85,0.4
4239,Lakes  & Tanks,"Mahaboobsagar Tank, Sangareddy(V&M), Sangareddy District",Sangareddy,6.1,7.96,1020,3.6,17,0.2,4.5,42,3.7,,,,5.1,32,200,110,44,32,BDL,BDL,280,155,62,125,30,56,21,632.4,449.0,5,,0.15,0.5,4,0.21,17.86,0.51
4244,Lakes  & Tanks,"Erdhanoor Tank, Erdhanoor (V), Patancheru (M), Sangareddy District",Sangareddy,6.9,7.04,1746,4.6,26,0.17,4,45,2,,,,4.6,12,275,316,48,38,BDL,BDL,635,350,140,285,69,81,29,1082.52,768.59,7,,0.11,0.5,9,0.16,11.7,0.46
4245,Lakes  & Tanks,"Mallepally Tank, Mallepally (V), Kondapur (M), Sangareddy District",Sangareddy,5.9,7.24,2306,4.9,22,0.1,2,32,1.8,,,,4.5,36,430,235,52,36,BDL,BDL,615,360,144,255,62,95,48,1429.72,1015.1,7,,0.18,0.5,3,0.38,18.76,0.77
4247,Lakes  & Tanks,"Mucharla Nagaram cheruvu, Nagaram (V), Hasanparthy (M), Hanumakonda , Warangal",Warangal Urban,2.3,8.02,657,3.8,2.4,,8.2,350,4,,,,6.4,5,140,78,44,5.6,0.98,0.06,150,85,34,65,15.79,49,,408,,13,1.12,,0.5,,0.69,,
4248,Lakes  & Tanks,"Koti Cheruvu, Mulugu Road, Warangal, Warangal District",Warangal Urban,2.2,8.36,1008,3.2,4.6,,4,430,2,,,,8.8,10,250,98,44,5.6,0.76,0.09,260,135,54,125,30.38,74,,636,,16,0.59,,0.5,,0.75,,
4229,Lakes  & Tanks,"Neknampur Lake, Neknampur, Ibrahimbagh, Rajendranagar (M),Rangareddy District",RR-shamshabad,0.3,7.76,1798,8,5.2,,17,540,6.1,,,,18.2,5,420,226,104,8.4,1.52,0.06,450,235,94,215,52.24,142,,1114,,34,2.89,,0.5,,0.97,,
4249,Lakes  & Tanks,"Rangasamudram, Ursu (V), Khila Warangal (M), Warangal District",Warangal Urban,4.4,8.18,458,1.8,2.2,,8.3,280,Less than 1.8,,,,15,15,120,65,32,4.2,1.08,0.1,135,60,24,75,18.22,26,,274,,20,0.53,,0.5,,0.72,,
4661,Lakes  & Tanks,"Peddakanjarla Tank, Peddakanjarla (V), Patancheru (M), Sangareddy District.",Sangareddy,6.5,6.98,446,3.5,8,0.07,2,21,Less than 1.8,,,,4.2,12,105,53,38,18,BDL,BDL,140,100,40,40,10,24,9,276.52,196.33,4,,0.05,0.5,3,0.22,13.51,0.27
4666,Lakes  & Tanks,"Ismailkhanpet Tank, Ismailkhanpet (V), Sangareddy (M & District)",Sangareddy,7.6,7.29,1026,4.8,15,0.06,2,27,2,,,,4,16,175,125,52,22,BDL,BDL,295,205,82,90,22,41,12,636.12,451.65,5,,0.05,0.5,5,0.45,9.31,0.25
4670,Lakes  & Tanks,"Bairamalguda Cheruvu, Saroornagar, Rangareddy District",Rangareddy,0.3,7.75,1428,10,5.2,,21,430,6.1,,,,11,5,340,150,113,8.4,1.94,0.06,355,195,78,160,38.88,92,,872,,28,3.21,,0.5,,0.85,,
4675,Lakes  & Tanks,"Lotus pond, Hakimpet (V), Shaik pet (M), Hyderabad (D)",Hyderabad,2.3,8.25,771,4.2,2.8,,14,430,5.5,,,,7.8,15,175,99,59,5.6,1.54,0.15,190,95,38,95,23.09,60,,470,,20,1.49,,0.5,,0.78,,
4680,Lakes  & Tanks,"Laknavaram Cheruvu, Laknavaram, (V), Govindarao peta (M), Mulugu District.",Mulugu,5.8,7.35,172,1.2,1.2,,Less than 1.8,20,Less than 1.8,,,,3.2,5,65,14,16,1.5,0.4,0.01,40,25,10,15,3.65,10,,102,,6,0.2,,0.5,,0.45,,
4681,Lakes  & Tanks,"Phakal Cheruvu, Narsampet, Warangal District",Warangal Rural,5.4,8.26,456,1.2,2.5,,Less than 1.8,21,Less than .1.8,,,,4.2,15,90,76,24,1.5,0.4,0.04,105,60,24,45,10.94,38,,274,,8,0.2,,0.5,,0.62,,
4682,Lakes  & Tanks,"Bandam Cheruvu, Near NIT Warangal, Hanamkonda",Warangal,4.8,8.28,504,1.6,2.9,,4,280,1.8,,,,15,25,95,82,36,4.2,1.96,0.11,110,65,26,45,10.94,58,,302,,18,0.56,,0.5,,0.73,,
4688,Lakes  & Tanks,"Narinja Lake, Kothur-B (V), Zaheerabad (M), Sangareddy",Sangareddy,6.5,7.03,858,3.5,15,0.12,2,35,2,,,,4.5,20,215,96,40,40,BDL,BDL,245,145,58,100,24,36,16,531.96,377.69,9,,0.05,0.5,4,0.32,15.31,0.4
1391,Lakes  & Tanks,"Hussain sagar Lake, Domalguda (V), Hyderabad",Hyderabad,0.3,7.7,1484,9,4.8,,43,540,6.1,,,,16.6,5,345,182,96,7,3.84,0.1,375,165,66,210,51.03,112,,920,,24,2.45,,0.5,,0.79,,
3071,Lakes  & Tanks,"Langarhouse Tank, Golconda (V&M) ,Hyderabad (D)",Hyderabad,0.3,7.64,1467,12,4.6,,21,540,9.3,,,,17.8,5,325,184,132,8.4,3.26,0.09,365,180,72,185,44.95,108,,894,,42,2.68,,0.5,,0.93,,
2341,Lakes  & Tanks,"Miralam tank, Bahadurpura (M), Hyderabad",Hyderabad,1.3,7.38,1410,5.2,4.2,,12,540,3.7,,,,13.2,5,340,189,64,7,2.48,0.04,360,195,78,165,40.09,116,,860,,33,2.55,,0.5,,0.89,,
3073,Lakes  & Tanks,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,0.3,7.5,1181,6,3.7,,20,540,6.1,,,,10.8,5,265,133,78,8.4,2.56,0.05,280,145,58,135,32.8,74,,732,,37,2.63,,0.5,,0.77,,
3072,Lakes  & Tanks,"Safilguda lake, Medchal",Medchal Malkajgiri,0.3,7.36,1606,8,5.2,,14,540,4,,,,13.6,5,265,210,90,9.8,1.54,0.02,276,155,62,121,29.4,154,,980,,52,3.48,,0.5,,1.05,,
3075,Lakes  & Tanks,"Rangadhamini Kunta, Kukatpally(V&M), Medchal - Malkajgiri (D)",Medchal Malkajgiri,0.3,7.31,1494,10,4.6,,21,540,4,,,,14.8,5,360,167,129,5.4,1.98,0.03,370,175,70,195,47.38,96,,926,,66,3.16,,0.5,,1.02,,
3076,Lakes  & Tanks,"Amber cheruvu, Kukatpally (V & M), Medchal- malkajigiri",Medchal Malkajgiri,0.3,7.28,1181,10,3.9,,24,430,6.1,,,,8.8,5,265,138,113,7,2.84,0.03,285,170,68,115,27.95,78,,720,,44,2.75,,0.5,,0.95,,
3077,Lakes  & Tanks,"Kapra cheruvu, Kapra (V), Keesara (M)",Medchal Malkajgiri,1.9,8.16,975,5.2,3.2,,6.1,350,1.8,,,,8.6,5,205,136,105,4.2,0.68,0.05,225,115,46,110,26.73,76,,586,,21,0.89,,0.5,,0.75,,
2357,Lakes  & Tanks,"Durgam cheruvu , Raidurg (V), Serilingampally (M), Rangareddy (D)",RR-shamshabad,2.4,7.77,843,5,2.7,,6.1,430,2,,,,7.6,5,165,116,90,5.6,0.68,0.02,190,95,38,95,23.09,62,,508,,26,1.25,,0.5,,0.93,,
2344,Lakes  & Tanks,"Nalla cheruvu, Uppal (V & M), Medchal District",Medchal Malkajgiri,0.3,7.46,1564,10,5.4,,27,920,12,,,,12.8,5,365,194,121,12.6,3.84,0.07,390,210,84,180,43.74,120,,968,,30,2.33,,0.5,,1.01,,
2359,Lakes  & Tanks,"Pedda Cheruvu, Nacharam (V), Uppal (M), Medchal District",Medchal Malkajgiri,0.3,7.42,1541,8,4.8,,17,540,8.1,,,,10.8,5,340,175,98,11.2,2.08,0.03,360,185,74,175,42.52,110,,924,,68,2.19,,0.5,,0.93,,
2342,Lakes  & Tanks,"Noor Md. Kunta, Shamshabad",RR-shamshabad,0.3,7.61,1841,11,7.2,,12,540,6.1,,,,11.2,5,460,250,129,9.8,3.54,0.08,480,255,102,225,54.67,152,,1142,,26,3.32,,0.5,,0.85,,
3070,Lakes  & Tanks,"Fox sagar, Jeedimetla (V), Qutubullapur (M), Medchal Malkajgiri (D)",Medchal Malkajgiri,1.8,7.73,1165,6,4.8,,10,430,3.6,,,,14.4,5,265,177,94,5.6,0.74,0.03,285,170,68,115,27.95,110,,710,,22,2.5,,0.5,,0.69,,
3074,Lakes  & Tanks,"Banjara Lake (Anantagani kunta), Banjara Hills, Hyderabad",Hyderabad,0.3,8.18,1086,8,4.2,,21,540,4,,,,16.6,5,255,143,81,7,2.84,0.02,275,175,70,100,24.3,86,,684,,25,2.63,,0.5,,0.75,,
4224,Lakes  & Tanks,"Yadadri temple- Koneru, Yadadrigutta (V&M), Yadadri bhuvanagiri(D)",Yadadri Bhuvangiri,Note:- Station Code  - 4224 - Koneru of Yadagiri Gutta Temple water sample could not be collected due to Koneru is under construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,Lakes  & Tanks,"Pedda Cheruvu (Nacharam cheruvu), Uppal",Ranga Reddy,Station code:2359 & 4236 both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Lakes  & Tanks,"Saki Tank, Patancheru (V & M), Sangareddy District",Sangareddy,6.9,8.12,956,3.8,22,0.09,6.8,47,5.6,,,,4.2,24,170,101,44,38,BDL,BDL,255,150,60,105,26,72,32,592.72,420.83,8,,0.11,0.5,4,0.3,25.81,0.78
4237,Lakes  & Tanks,"Mundla Katwa,Moosapet(V), Kukatpally (M),Medchal - Malkajgiri (D)",RR-shamshabad,0.3,7.68,1161,8,3.9,,21,430,4,,,,8.7,5,260,129,96,5.6,1.64,0.04,275,195,78,80,19.44,76,,730,,18,2.75,,0.5,,0.74,,
4667,Lakes  & Tanks,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,Not Collected ny RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,Lakes  & Tanks,"Chinnarayana Cheruvu, Alwal (V&M), Medchal- Malkajgiri (D)",Medchal Malkajgiri,0.3,7.7,1588,10,5,,21,540,6,,,,15.2,5,365,179,105,8.4,2.84,0.08,410,215,86,195,47.38,110,,1002,,36,1.26,,0.5,,0.72,,
4669,Lakes  & Tanks,"Gangaram Pedda Cheruvu, Gangaram(V), Serlingampally (M), Rangareddy District",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,Lakes  & Tanks,"Medi Kunta, Guttala begumpet (V), Serlingampally (M), Rangareddy District",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Lakes  & Tanks,"MediKunta , Nanakramguda (V), Serilingampally (M), Rangareddy District",Rangareddy,1.6,7.34,1104,5.2,4.5,,31,540,3.6,,,,17.4,5,265,165,80,8.4,0.98,0.01,285,180,72,105,25.52,102,,696,,72,1.15,,0.5,,0.73,,
4673,Lakes  & Tanks,"Meedi Kunta (BK Enclave lake), Madeenaguda (V), Serlingampally (M), Rangareddy District",Rangareddy,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,Lakes  & Tanks,"Meedi Kunta, Hafeezpet (V), Serlingampally (M), Rangareddy District",Rangareddy,4.2,7.58,760,3.1,2.6,,8.2,430,2,,,,15.4,5,155,102,62,5.6,0.92,0.02,175,90,36,85,20.66,58,,464,,63,0.59,,0.5,,0.63,,
4676,Lakes  & Tanks,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (M), Medchal- Malkajgiri (D)",Medchal Malkajgiri,0.3,7.61,1540,10,5.4,,24,430,6.1,,,,13.6,5,360,172,105,7,3.96,0.1,370,180,72,190,46.17,106,,908,,52,1.85,,0.5,,0.56,,
4677,Lakes  & Tanks,"Lingam Cheruvu, Suraram (V), Quthubullapur(M), Medchal-Malkajgiri District",Medchal Malkajgiri,0.6,7.62,1811,5.8,5.8,,24,540,6,,,,9.2,5,385,243,89,9.8,3.86,0.1,440,240,96,200,48.6,146,,1106,,18,3.13,,0.5,,0.95,,
4678,Lakes  & Tanks,"Patel Cheruvu, Nacharam (V), Uppal (new Mandal), Medchal- malkajigiri",Rangareddy,0.3,7.54,1354,10,4.2,,27,540,8.2,,,,14.4,5,220,188,133,7,2.34,0.04,235,140,56,95,23.09,120,,752,,61,2.57,,0.5,,0.98,,
4679,Lakes  & Tanks,"Bomrukud-Dowla Lake(HUDA Park Lake ), Bumruknudowla (V), Rajendranagar (M), Rangareddy (D)",Rangareddy,0.3,8.06,2516,8,8.8,,21,540,9.1,,,,10.2,5,620,360,121,12.6,4.08,0.03,645,340,136,305,74.11,202,,1534,,19,3.16,,0.5,,1.08,,
4683,Lakes  & Tanks,"Pedda Cheruvu, Madikonda (V), Khazipet (M), Hanumakonda, Warangal",Warangal,4,8.31,520,3,2.4,,2,170,Less than 1.8,,,,11,20,120,88,40,2.8,0.56,0.06,125,50,20,75,18.22,26,,316,,17,0.48,,0.5,,0.63,,
4684,Lakes  & Tanks,"Campus Lake, ICRISAT, Kachireddi Pally (V), Ramachandrapuram (M),Sangareddy District",Sangareddy,6.3,7.33,709,5,12,0.1,6.1,79,5.5,,,,4.8,16,170,72,56,19,BDL,BDL,205,125,50,80,19,32,12,439.58,312.1,9,,0.19,0.5,2.9,0.41,13.92,0.32
4685,Lakes  & Tanks,"Surisigal Lake, ICRISAT, Ramachandrapuram (V&M), Sangareddy District",Sangareddy,6.2,7.3,1065,4,20,0.14,6.1,94,4,,,,3.1,40,255,110,44,36,BDL,BDL,290,185,74,105,26,79,32,660.3,468.81,6,,0.12,0.5,3.5,0.38,23.0,0.71
4686,Lakes  & Tanks,"ICRISAT Lake,ICRISAT, Manmole (V), Ramachandrapuram (M), Sangareddy District",Sangareddy,6.5,7.23,969,4.3,19,0.15,8.1,84,5.6,,,,3.5,28,190,101,48,40,BDL,BDL,255,155,62,100,24,55,28,600.78,426.55,8,,0.16,0.5,3.6,0.25,23.27,0.68
4687,Lakes  & Tanks,"Red Lake, ICRISAT, Ramachandrapuram (M), Sangareddy District",Sangareddy,5.9,7.18,1253,5.4,32,0.11,8.2,110,5.7,,,,4.5,32,180,196,62,64,BDL,BDL,425,255,102,170,41,79,22,776.86,551.57,9,,0.21,0.5,4.1,0.32,12.84,0.42
4689,Lakes  & Tanks,"Sunnam Kunta, Jubille Hills, Hyderabad",Hyderabad,0.3,7.51,656,10,2,,8.1,240,2,,,,15.6,5,130,87,121,2.8,0.56,0.01,145,80,32,65,15.79,43,,386,,110,1.86,,0.5,,0.98,,
4690,Lakes  & Tanks,"Banjara Kunta (Singadi Kunta), Shaikpet (V&M), Hyderabad (D)",Hyderabad,1.8,7.69,1219,4,3.2,,14,430,4,,,,11.2,5,280,146,64,5.6,1.38,0.04,295,150,60,145,35.23,92,,744,,28,2.95,,0.5,,0.96,,
4691,Lakes  & Tanks,"Nagole Cheruvu, Uppal, Medchal - Malkajgiri District",RR-shamshabad,0.3,7.57,1378,9,4.4,,33,540,6.8,,,,11.8,5,270,188,94,8.4,1.08,0.02,285,175,70,110,26.73,92,,768,,54,2.65,,0.5,,0.95,,
4692,Lakes  & Tanks,"Ramanthapur Pedda Cheruvu, Ramanthapur, Medchal - Malkajgiri District",Medchal Malkajgiri,0.3,7.32,1111,18,3.8,,10,540,2,,,,15.4,5,305,144,211,7,1.94,0.02,330,175,70,155,37.66,72,,656,,79,3.09,,0.5,,0.75,,
4693,Lakes  & Tanks,"Patel Cheruvu, Madinaguda(V), Serlingampally (M), Rangareddy (D)",Medchal Malkajgiri,DRIED UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,Lakes  & Tanks,Mundla Katwa Lake,Medchal Malkajgiri,Mundla Katwa Lake - 4237 Sample was same as Mullakatwa Cheruvu Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Lakes  & Tanks,"Khaja Kunta, Kukatpally (V&M), Medchal-Malkajgiri (D)",Medchal Malkajgiri,Lake sample was not collected as lake was under maintainanace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes  & Tanks,"Parki Cheruvu, Kukatpally (V&M), Medchal-Malkajgiri (D)",Medchal Malkajgiri,0.3,7.51,1706,6,5.6,,20,430,14,,,,15.5,5,380,196,63,7,2.84,0.05,435,255,102,180,43.74,102,,1058,,22,2.59,,0.5,,0.87,,
4697,Lakes  & Tanks,"Mukkidi Cheruvu, Malkajigri (V&M), Medchal-Malkajgiri (D)",Medchal Malkajgiri,Lake sample was not collected as lake was under maintainanace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes  & Tanks,"Mannevari Kunta, Machabollaram (V), Alwal (M), Medchal-Malkajgiri (D)",Medchal Malkajgiri,0.3,7.34,1863,14,6.1,,24,540,6.1,,,,10.8,5,340,310,138,8.4,1.84,0.03,490,240,96,250,60.75,190,,1174,,28,2.89,,0.5,,0.85,,
4699,Lakes  & Tanks,"Kaprai Cheruvu, Sahebnagar, Hayathnagar,Rangareddy District",RR-shamshabad,3.9,7.78,609,3,2.4,,12,240,2,,,,8,5,120,85,51,4.2,0.72,0.02,135,75,30,60,14.58,43,,364,,14,1.05,,0.5,,0.78,,
4700,Lakes  & Tanks,"Large tank,/ Saroornagar, Rangareddy District.",RR-shamshabad,Saroornagar Lake -1788 Sample was same  as  Large Tank sample -4700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,Lakes  & Tanks,"Lingam Kunta, Chandanagar (V), Serlingampally(M), Ranga Reddy (D).",Rangareddy,0.3,7.89,1309,8,4.4,,17,540,4,,,,11.8,5,310,150,104,7,1.38,0.07,325,175,70,150,36.45,86,,798,,27,2.43,,0.64,,0.79,,
4702,Lakes  & Tanks,"Pedda Cheruvu, Khajaguda (V), Serlingampally(M), Ranga Reddy District",Rangareddy,4.2,6.92,1548,47,,,,,,,,,73.7,BDL,480,195,176,94,34,0.16,352,208,83,144,35,87,112,846,715,Less than 5,,5.77,,19,,39.2,2.6
4703,Lakes  & Tanks,"Bulbul Kunta, Laxmiguda, Rajendranagar (M), Rangareddy District",Rangareddy,Lake sample was not collected Due to In accessablty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,Lakes  & Tanks,"PeddaCheruvu, Mansoorabad (V), Saroornagar(M), Rangareddy (D)",Rangareddy,0.3,7.52,861,6,3.8,,17,350,6.1,,,,10.4,5,195,96,51,5.6,0.98,0.02,204,110,44,94,22.84,56,,526,,27,2.18,,0.5,,0.93,,
4705,Lakes  & Tanks,"Kotta Cheruvu, Alwal (V & M),Medchal-Malkajgiri (D)",Medchal Malkajgiri,0.3,7.79,1883,8,5.9,,17,540,6.1,,,,12.8,5,380,218,93,8.4,2.96,0.11,485,260,104,225,54.67,152,,1148,,38,3.07,,0.5,,0.79,,
5029,Lakes  & Tanks,"Mohini Cheruvu, Ramanthapur (V), Uppal(M), Medchal-Malkajgiri (D)",Hyderabad,0.3,7.61,1674,6,4.8,,17,540,6.1,,,,11,5,410,228,94,7,2.12,0.05,430,225,90,205,49.81,144,,1054,,24,2.87,,0.5,,0.77,,
5030,Lakes  & Tanks,"Naya Qilla Talab, Golkonda (V&M), Hyderabad (D)",Hyderabad,2.5,8.04,1257,3,3.8,,14,540,4,,,,9.8,5,285,160,55,7,1.28,0.1,300,160,64,140,34.02,98,,766,,18,2.18,,0.5,,0.85,,
5031,Lakes  & Tanks,"Yerra Kunta, Shaikpet(V&M), Hyderabad (D)",Hyderabad,Not Collected by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,Lakes  & Tanks,"Kotha Cheruvu, Shaikpet(V&M), Hyderabad (D)",Hyderabad,0.3,7.89,1458,6,4.1,,12,540,6.1,,,,9.7,5,325,175,86,8.4,2.24,0.09,345,180,72,165,40.09,112,,904,,22,2.87,,0.5,,0.69,,
5033,Lakes  & Tanks,"Shahatam Cheruvu, Shaikpet(V&M), Hyderabad (D)",Hyderabad,0.3,7.79,1482,6,4.2,,14,540,3.6,,,,28.2,5,320,194,82,7,1.28,0.04,365,195,78,170,41.31,122,,932,,106,2.38,,0.5,,0.73,,
5034,Lakes  & Tanks,"Shikari Kunta, Hakeempet(V), Shaikpet(M), Hyderabad (D)",Hyderabad,2.8,8.3,1068,4.2,3,,15,430,4,,,,7.2,20,235,149,59,7,1.54,0.02,255,130,52,125,30.38,80,,652,,14,1.93,,0.5,,0.74,,
5035,Lakes  & Tanks,"Bathur Kunta, Shaikpet(V&M), Hyderabad (D)",Hyderabad,2.2,7.97,1157,2.8,3.2,,17,540,5.5,,,,18.6,5,240,138,47,8.4,1.84,0.09,260,145,58,115,27.95,86,,706,,56,2.23,,0.5,,0.93,,
5036,Lakes  & Tanks,"Ramanna cheruvu, Boinpally(V), Tirumalagiri(M), Hyderabad (D)",Medchal Malkajgiri,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,Lakes  & Tanks,"Tirumalagiri Tank, Tirumalagiri(V & M), Hyderabad (D)",Medchal Malkajgiri,0.3,7.72,1626,8,4.8,,17,540,8.3,,,,13,5,340,192,85,8.4,2.56,0.09,380,190,76,190,46.17,114,,978,,33,2.77,,0.5,,0.93,,
5038,Lakes  & Tanks,"Salkam Cheruvu , Bandlaguda(kalsa) (V), Bandlaguda (M), Hyderabad (D)",Hyderabad,Not Collected by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,Lakes  & Tanks,"DMRL Lake, Kanchanbagh, Chandrayanguda (M), Hyderabad (D)",Hyderabad,Not Collected by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,Lakes  & Tanks,"Bandlaguda Cheruvu, Nagole (V), Uppal (M), Medchal (D)",Medchal Malkajgiri,0.3,7.61,1337,10,4.6,,27,430,8.3,,,,11.08,5,325,141,105,7,2.84,0.06,345,155,62,190,46.17,86,,842,,106,2.35,,0.5,,0.85,,
5041,Lakes  & Tanks,"Pathulguda Cheruvu, Pathulguda (V), Saroornagar (M), Rangareddy (D)",Medchal Malkajgiri,0.3,8.02,1284,8,3.9,,21,430,2,,,,10.2,5,305,158,98,7,1.32,0.07,320,185,74,135,32.8,90,,784,,30,2.99,,0.5,,1.02,,
5042,Lakes  & Tanks,"Yellamma Cheruvu,Kukatpally(V&M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.43,1569,10,4.8,,27,540,10,,,,12.8,5,340,184,119,7,1.58,0.02,95,55,22,40,9.72,110,,958,,26,2.99,,0.5,,0.99,,
5043,Lakes  & Tanks,"Mysamma Cheruvu, Kukatpally(V&M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.42,1504,12,5.2,,24,540,6.1,,,,20.8,5,280,202,142,8.4,3.08,0.05,365,140,56,225,54.67,110,,918,,46,2.89,,0.5,,0.94,,
5044,Lakes  & Tanks,"Sudalavani Kunta (Sunnam Cheruvu), Allahpur(V), Borabanda(M),Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.28,1401,10,5.2,,8.3,540,4,,,,16.8,5,315,162,102,7,1.56,0.02,335,185,74,150,36.45,88,,854,,92,2.29,,0.6,,0.63,,
5045,Lakes  & Tanks,"Mothkula Kunta, MachaBollaram(V),Alwal (M), Medchal Malkajgiri(D)",Medchal Malkajgiri,0.3,7.32,1481,8,4.4,,25,430,6.1,,,,10,5,290,192,81,7,1.24,0.02,365,185,74,180,43.74,108,,918,,22,2.64,,0.5,,0.79,,
5046,Lakes  & Tanks,"Chintal Cheruvu, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,4.9,8,670,1.8,2.2,,12,350,2,,,,10.6,5,230,65,28,4.2,0.84,0.06,160,90,36,70,17.01,30,,402,,16,0.65,,0.5,,0.85,,
5047,Lakes  & Tanks,"Mahaboob kunta , Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,1.1,7.34,1044,4.8,3.4,,17,540,6.1,,,,12.2,5,160,172,53,4.2,1.28,0.02,265,145,58,120,29.16,66,,648,,20,2.19,,0.5,,0.83,,
5048,Lakes  & Tanks,"Bandam Kunta, Gajularamaram (V), Quthbullapur (M), Medchal Malkajgiri (D)",Medchal Malkajgiri,Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,Lakes  & Tanks,"Meddela Kunta, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",Medchal Malkajgiri,1.1,8.07,1098,5.4,3.8,,17,350,4,,,,12,5,225,133,63,5.6,2.52,0.18,280,150,60,130,31.59,78,,680,,14,1.83,,0.5,,0.97,,
