Station code,water_bodies,Station name,District,RO,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia  (mg/L),Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR
4661,Lakes & Tanks ,Peddakanjarla Tank,Sangareddy,Sangareddy,5.9,7.29,184,2.1,3,0.1,2,38,1.8,,,,14,8,52,20,12,5,0.1,Less than 0.01,60,12,7,4,7,108,72,6,,0.15,0.1,2,0.1,19.78,0.4
4666,Lakes & Tanks ,Ismailkhanpet Tank,Sangareddy,Sangareddy,6.6,7.45,520,2.9,5,0.13,4,27,3.6,,,,13,12,116,48,19,5.3,0.1,Less than 0.01,135.8,28,16,5,15,352,243,8,,0.1,0.1,3,0.1,18.84,0.56
4670,Lakes & Tanks ,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",Rangareddy,Ranga Reddy-I,4,7.53,528,3,0.48,,11,350,Less than 1.8,,,,5,5,145,46,21,5,0.1,Less than 0.01,160,34,18.22,32,38,308,,10,0.26,,0.1,2,0.68,33.57,1.3
4675,Lakes & Tanks ,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,hyderabad,3.1,7.23,612,3,1.08,,12,120,Less than 1.8,,,,19.6,5,135,75,22,5,0.1,Less than 0.01,150,26,20.66,54,64,412,,5,0.46,,0.1,6,0.45,46.71,2.26
4680,Lakes & Tanks ,Laknavaram lake,Mulugu,Warangal,6.2,7.64,138,2.1,0.4,,Less than 1.8,6,Less than 1.8,,,,5,5,40,12,12,5,0.1,Less than 0.01,48,12.8,3.89,6,7,88,,5,0.1,,0.1,1,0.28,23.52,0.44
4681,Lakes & Tanks ,Pakala lake Narsampet,Warangal Rural,Warangal,6,8.26,369,2.1,0.84,,Less than 1.8,21,Less than 1.8,,,,5,5,122,34,18,5,0.1,Less than 0.01,124,31.2,11.18,12,26,244,,5,0.12,,0.1,2,0.28,30.78,1.01
4682,Lakes & Tanks ,Bandham Cheruvu,Warangal,Warangal,2.7,7.91,1241,10,3.96,,21,280,Less than 1.8,,,,14.83,5,336,148,62,10,0.1,Less than 0.01,340,78.4,34.99,62,122,788,,23,0.38,,0.11,8,0.95,42.97,2.87
4688,Lakes & Tanks ,"Narinja River, Kothur - B (V), Zaheerabad",Sangareddy,Sangareddy,6.5,7.16,575,3,6,0.15,6,34,4,,,,9,20,164,64,22,5,0.1,Less than 0.01,202,41,24,5,14,359,256,9,,0.14,0.1,3,0.1,12.85,0.43
1391,Lakes & Tanks ,Hussain sagar Lake,Hyderabad,Hyderabad,0.3,7.66,1192,6,2.8,,74,430,Less than 1.8,,,,5,5,260,132,42,5,0.1,Less than 0.01,275,74,21.87,82,116,728,,22,1.2,,0.1,8,1,46.82,3.04
3071,Lakes & Tanks ,Langarhouse lake,Hyderabad,Hyderabad,0.3,7.52,1520,10,3.2,,2.1,350,Less than 1.8,,,,12,5,385,148,62,5,0.1,Less than 0.01,440,92,51.03,112,118,910,,28,1.02,,0.1,6,1.1,36.29,2.44
2341,Lakes & Tanks ,Miralam tank,Hyderabad,Hyderabad,1,7.19,1308,8,1.4,,11,430,Less than 1.8,,,,8.8,5,270,186,55,5,0.1,Less than 0.01,315,64,37.66,92,140,844,,16,0.78,,0.1,8,0.86,48.19,3.42
3073,Lakes & Tanks ,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,Rangareddy - II,0.3,7.1,1625,10,2.6,,28,430,Less than 1.8,,,,16,5,340,232,69,20,0.1,Less than 0.01,375,68,49.81,98,186,956,,30,1.08,,0.1,4,1.12,51.38,4.16
3072,Lakes & Tanks ,Safilguda lake,Medchal Malkajgiri,Rangareddy - II,0.3,7.12,1675,8,2.8,,33,540,Less than 1.8,,,,14,5,320,232,72,5,0.1,Less than 0.01,365,72,44.95,108,184,1008,,12,0.86,,0.1,6,0.96,51.61,4.17
3075,Lakes & Tanks ,Rangadhamuni cheruvu,Medchal Malkajgiri,Rangareddy - II,1,7.66,1320,6,1.4,,17,430,Less than 1.8,,,,16,5,275,184,46,5,0.1,Less than 0.01,290,76,24.3,62,138,792,,28,1.2,,0.1,8,1,49.87,3.52
3076,Lakes & Tanks ,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,Rangareddy - II,0.3,7.62,1356,10,2.2,,33,430,Less than 1.8,,,,8.2,5,290,170,63,8,0.1,Less than 0.01,325,74,34.02,82,128,860,,12,1.68,,0.1,7,0.92,45.32,3.08
3077,Lakes & Tanks ,"Kapra cheruvu, Kapra",Medchal Malkajgiri,Rangareddy - II,2.1,7.77,1593,6,1.2,,23,280,Less than 1.8,,,,6.2,5,280,210,42,5,0.1,Less than 0.01,330,62,42.52,140,174,958,,12,1.12,,0.1,8,0.88,52.48,4.15
2357,Lakes & Tanks ,Durgam cheruvu,RR-shamshabad,Hyderabad,2.4,7.93,925,4,0.82,,21,430,Less than 1.8,,,,8.6,5,190,164,36,5,0.1,Less than 0.01,190,44,19.44,52,132,613,,10,0.86,,0.1,6,0.98,59.09,4.15
2344,Lakes & Tanks ,Nalla cheruvu,Medchal Malkajgiri,Rangareddy - II,0.3,7.4,1644,10,0.14,,21,540,Less than 1.8,,,,10,5,295,240,64,5,0.1,Less than 0.01,310,64,36.45,158,220,1147,,22,1.2,,0.1,12,1.09,59.37,5.42
2359,Lakes & Tanks ,Pedda Cheruvu (Nacharam cheruvu),Medchal Malkajgiri,Rangareddy - I,0.3,7.76,1480,10,12,,33,430,,,,,22,5,270,202,52,8,0.1,Less than 0.01,275,72,23,130,190,912,,24,2.4,,0.1,8,0.92,59,5
2342,Lakes & Tanks ,Noor Md. Kunta,RR-shamshabad,Rangareddy - I,0.3,7.34,2408,20,4,,33,430,Less than 1.8,,,,27.2,5,670,262,108,28,0.1,Less than 0.01,740,152,87.48,210,242,1622,,40,2,,0.1,12,1,40.91,3.86
3070,Lakes & Tanks ,"Fox sagar, Jeedimetla",Medchal Malkajgiri,Rangareddy - II,2.8,7.68,1042,4,2.4,,17,350,Less than 1.8,,,,10,5,205,148,30,5,0.1,Less than 0.01,220,44.8,26.24,98,130,642,,10,0.2,,0.1,8,0.86,54.96,3.8
3074,Lakes & Tanks ,Banjara Lake,Hyderabad,Hyderabad,0.3,7.42,1246,18,1.4,,17,350,Less than 1.8,,,,13,5,260,156,112,22,0.1,Less than 0.01,285,60,32.8,88,132,746,,18,0.86,,0.1,8,0.86,49.14,3.39
4236,Lakes & Tanks ,Pedda cheruvu,Ranga Reddy,Warangal,Station code:2359 & 4236 both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Lakes & Tanks ,Saki Tank,Sangareddy,ZL-RCP,6.1,7.44,973,5,10,0.18,6,41,5.5,,,,13,24,224,80,32,7.2,0.1,Less than 0.01,264,56,30,9,21,553,383,13,,0.11,0.1,4,0.24,14.46,0.56
4237,Lakes & Tanks ,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",RR-shamshabad,Ranga Reddy-I,0.3,7.26,1564,12,6.39,,21,280,Less than 1.8,,,,15.6,5,385,175,82,12,0.1,Less than 0.01,361,95,30,106,136,1026,,27,1.41,,0.1,8,0.57,44.23,3.11
4667,Lakes & Tanks ,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,Hyderabad,0.9,7.06,1562,6,13,,33,350,Less than 1.8,,,,26.2,5,385,213,41,5,0.1,Less than 0.01,430,116,34.02,144,188,1201,,13,1.22,,0.1,8,0.58,48.04,3.93
4668,Lakes & Tanks ,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,Medchal,2.2,7.42,1510,6,2.2,,21,430,Less than 1.8,,,,15.2,5,360,198,43,5,0.1,Less than 0.01,395,82,46.17,120,166,966,,40,0.92,,0.1,12,0.8,46.65,3.62
4669,Lakes & Tanks ,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,Ranga Reddy-I,Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,Lakes & Tanks ,"Medi Kunta, Guttala begumpet (V)",Rangareddy,Ranga Reddy-I,sample not submitted by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,RO-R.R-I,Dried Up,,,,,,,,Less than 1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),Rangareddy,Ranga Reddy-I,0.3,7.02,1244,8,6,,12,210,Less than 1.8,,,,14.5,5,244,162,58,5,0.1,Less than 0.01,244,84,8.26,98,144,802,,23,3.41,,0.1,12,0.45,54.65,4.0
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,Ranga Reddy-I,2.9,7.44,1106,2.8,1.21,,13,210,Less than 1.8,,,,9.62,5,290,102,18,5,0.1,Less than 0.01,330,92,24.3,78,86,688,,12,3.94,,0.1,8,0.81,35.38,2.05
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,Medchal,0.3,7.13,1356,10,12,,28,350,Less than 1.8,,,,13,5,315,156,71,10,0.1,Less than 0.01,355,92,30.38,102,116,869,,44,3.84,,0.1,8,0.87,40.74,2.67
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,Medchal,Lake Samples were not collected as there was no access to collect water in the Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,Ranga Reddy-I,0.3,7.24,1488,20,14,,18,240,Less than 1.8,,,,20.16,5,240,156,148,8,0.1,Less than 0.01,331,96,22,113,134,856,,84,2.67,,0.1,10,0.87,45.82,3.2
4679,Lakes & Tanks ,HUDA Park Lake,Rangareddy,Ranga Reddy-I,0.3,7.38,2308,16,10,,58,540,Less than 1.8,,,,22,5,490,302,101,14,0.1,Less than 0.01,530,98,69.25,178,258,1504,,33,2.43,,0.1,10,0.77,50.65,4.86
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",Warangal,Warangal,3.3,8.37,613,8,1.15,,Less than 1.8,36,Less than 1.8,,,,6.24,10,180,58,39,5,0.1,Less than 0.01,195,44.8,20.17,32,44,388,,10,0.11,,0.1,4,0.6,32.23,1.37
4684,Lakes & Tanks ,Campus Lake Icrisat,Sangareddy,Sangareddy,5.8,7.38,495,2.8,6,0.12,14,220,10,,,,8,20,132,36,17,5,0.1,Less than 0.01,137.56,32,14,4,13,281,193,7,,0.14,0.1,2,0.11,16.71,0.48
4685,Lakes & Tanks ,Surisigal Lake Icrisat,Sangareddy,Sangareddy,6.3,7.36,535,3,6,0.16,26,240,21,,,,10,28,164,38,18,6,0.1,Less than 0.01,164.02,36,18,5,14,304,211,6,,0.11,0.1,3,0.19,15.27,0.47
4686,Lakes & Tanks ,Icrisat Lake,Sangareddy,Sangareddy,6.2,7.22,467,2.8,5,0.11,17,220,13,,,,7,16,124,32,15,5,0.1,Less than 0.01,127.57,28,14,5,12,265,184,9,,0.16,0.1,2,0.1,16.62,0.46
4687,Lakes & Tanks ,Red Lake Icrisat,Sangareddy,Sangareddy,6.1,7.39,788,5,6,0.19,21,240,17,,,,11,24,166,88,32,7.4,0.1,Less than 0.01,216,44,26,8,23,443,308,11,,0.19,0.1,5,0.22,18.2,0.68
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",Hyderabad,Hyderabad,4,7.04,745,2.9,1.42,,18,210,Less than 1.8,,,,15.61,5,170,87,20,5,0.1,Less than 0.01,225,54,21.87,56,56,488,,43,0.11,,0.1,4,0.14,34.49,1.62
4690,Lakes & Tanks ,"Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,Hyderabad,3.2,7.52,1051,2.6,5.02,,13,210,,,,,14.38,5,205,142,17,5,0.1,Less than 0.01,265,74,19.44,88,102,652,,28,0.12,,0.1,6,0.63,44.76,2.72
4691,Lakes & Tanks ,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,Ranga Reddy-I,0.3,6.96,1452,10,1.05,,24,280,Less than 1.8,,,,21.8,5,365,162,59,10,0.1,Less than 0.01,410,112,31.59,115,136,902,,56,0.17,,0.1,8,0.47,41.2,2.91
4692,Lakes & Tanks ,"Ramanthapur Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,Ranga Reddy-I,Due to no accessibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,Lakes & Tanks ,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,Ranga Reddy-I,Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,Lakes & Tanks ,Mundla Katwa Lake,Medchal Malkajgiri,RO-R.R-I,Station code:4237 & 4694 -  both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Lakes & Tanks ,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,RR-II,Lake sample were not collected as there was no acess to collect water in the lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes & Tanks ,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,RR-II,0.3,7.2,1224,8,3,,8,220,Less than 1.8,,,,14,5,255,164,58,8.4,0.1,Less than 0.01,311,65,36,82,106,680,,12,0.54,,0.1,6,0.68,41.85,2.61
4697,Lakes & Tanks ,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,RR-II,Lake sample were not collected as lake  was dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes & Tanks ,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,RR-II,Lake sample were not collected as there was no acess to collect water in the lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,Lakes & Tanks ,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,Ranga Reddy-I,3,7.67,671,3,1.43,,14,110,Less than 1.8,,,,10.21,5,155,85,22,5,0.1,Less than 0.01,180,42,18.22,52,64,416,,5,0.92,,0.1,7,0.16,42.28,2.07
4700,Lakes & Tanks ,"Large tank, Saroornagar, Rangareddy District.",RR-shamshabad,Ranga Reddy-I,Station code:1788 & 4700  both the stations are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,Lakes & Tanks ,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,Ranga Reddy-I,2,7.12,1264,4,3.4,,10,140,Less than 1.8,,,,11.8,5,260,150,29,5,0.1,Less than 0.01,295,78,24.3,96,120,802,,9,2.17,,0.1,12,0.19,45.57,3.03
4702,Lakes & Tanks ,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,RO-R.R-I,2.1,7.68,1588,19,15,,79,240,Less than 1.8,,,,12,5,452,182,75,57,26.8,0.61,340,212,128,,240,994,,22,3.17,,0.8,22,0.12,32.34,3.2
4703,Lakes & Tanks ,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,Ranga Reddy-I,0.3,7.27,1388,10,7,,38,350,Less than 1.8,,,,16,5,262,242,122,6.2,0.1,Less than 0.01,370,70,47.38,95,134,902,,40,0.62,,0.1,6,1.04,43.39,3.02
4704,Lakes & Tanks ,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,Ranga Reddy-I,1.8,7.69,921,6,1.4,,7,280,Less than 1.8,,,,10.6,5,185,118,37,5,0.1,Less than 0.01,215,44,25.52,68,92,550,,18,1.2,,0.1,8,1,46.89,2.72
4705,Lakes & Tanks ,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,Medchal,0.9,7.48,1942,8,14,,58,540,Less than 1.8,,,,15.2,5,410,213,54,12,0.1,Less than 0.01,480,126,40.09,148,174,1266,,29,4.8,,0.1,18,1.03,42.82,3.45
5029,Lakes & Tanks ,"Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,Hyderabad,0.3,7.57,1824,18,1.71,,21,140,,,,,18.6,5,332,333,68,20,0.1,Less than 0.01,460,116,41.31,135,84,1048,,40,0.21,,0.32,16,1.04,27.45,1.7
5030,Lakes & Tanks ,"Naya Quila Talab, Golconda, Hyderabad",Hyderabad,Hyderabad,0.3,7.76,1144,20,5.9,,21,70,,,,,22,5,322,169,80,12,0.1,Less than 0.01,360,57.6,52.49,52,86,640,,34,0.95,,0.22,7,1.12,33.47,1.96
5031,Lakes & Tanks ,"Yerra Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,2.1,7.52,1253,19,1.4,,27,920,,,,,34,5,236,184,96,18,0.1,Less than 0.01,284,62.4,31.1,68,89,753,,33,2.66,,0.16,6,0.68,39.75,2.29
5032,Lakes & Tanks ,"Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,Hyderabad,1.9,7.32,1305,10,7.6,,23,130,,,,,12,5,208,140,84,10,0.1,Less than 0.01,260,65.6,23.33,107,83,845,,45,0.1,,0.1,7,1.33,40.04,2.23
5033,Lakes & Tanks ,"Shantham Cheruvu, Shaikpet, Hyderabad",Hyderabad,Hyderabad,0.3,7.26,1255,22,3.8,,36,140,,,,,48,5,292,153,104,16,0.1,Less than 0.01,292,62.4,33.05,50,86,688,,61,3.38,,0.28,6,1.36,38.28,2.18
5034,Lakes & Tanks ,"Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,4.1,7.68,1354,7,2.98,,21,33,,,,,8,5,228,122,32,8,0.1,Less than 0.01,320,94.4,20.41,209,83,863,,10,0.23,,0.11,12,0.52,34.91,2.01
5035,Lakes & Tanks ,"Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,0.3,7.27,1219,12,7.93,,21,920,,,,,12,5,288,156,76,12,0.1,Less than 0.01,368,104,26.24,181,90,814,,13,0.98,,0.12,9,0.68,33.94,2.04
5036,Lakes & Tanks ,"Ramanna Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,Lakes & Tanks ,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,Lakes & Tanks ,"Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,Hyderabad,0.3,7.69,2626,36,0.47,,21,430,,,,,26.8,5,510,381,184,42,0.1,Less than 0.01,600,82,95.98,121,129,1572,,52,4,,0.1,23,1,30.65,2.28
5039,Lakes & Tanks ,"DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,Hyderabad,0.3,7.81,1569,18,0.3,,27,140,,,,,6.8,5,300,233,95,4.8,0.1,Less than 0.01,465,132,32.8,79,142,942,,8,1.1,,0.1,15,0.86,38.85,2.86
5040,Lakes & Tanks ,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,7.05,1492,12,12.44,,27,540,,,,,27,5,325,155,93,5.6,0.1,Less than 0.01,365,96,30.38,72,118,940,,184,3.75,,0.1,6,1.41,40.67,2.68
5041,Lakes & Tanks ,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,7.92,1436,12,1.49,,33,430,,,,,19,5,380,194,319,8.2,0.1,Less than 0.01,415,100,40.09,88,149,966,,5,0.1,,0.1,8,1.31,43.12,3.17
5042,Lakes & Tanks ,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,0.3,7.04,1504,17,2.4,,33,920,,,,,9.6,5,380,210,78,47,0.1,Less than 0.01,350,76,38.88,44,124,902,,12,3.4,,0.1,29,0.88,40.92,2.87
5043,Lakes & Tanks ,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,0.3,7.11,1357,13,1.3,,27,920,,,,,10.8,5,345,171,140,20,0.1,Less than 0.01,340,110,15.79,41,121,816,,12,3,,0.1,31,0.92,40.87,2.85
5044,Lakes & Tanks ,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",Medchal Malkajgiri,Medchal,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,Lakes & Tanks ,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,2.9,6.78,1587,11,0.4,,27,79,,,,,18.2,5,420,212,54,40,0.1,Less than 0.01,440,96,48.6,82,36,962,,28,0.3,,0.1,22,0.89,14.26,0.74
5046,Lakes & Tanks ,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,3.4,7.86,446,6,2,,33,540,,,,,10,5,122,34,31,2.9,0.1,Less than 0.01,185,54,12.15,45,31,288,,8,0.47,,0.1,8,0.48,25.6,0.99
5047,Lakes & Tanks ,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,3.4,6.98,548,3,2,,21,430,,,,,13,5,112,66,27,6,0.1,Less than 0.01,145,52,3.65,11,218,312,,10,0.5,,0.1,20,0.86,73,7.8
5048,Lakes & Tanks ,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,2.1,7.09,753,9,6,,33,430,,,,,11,5,186,81,28,7.2,0.1,Less than 0.01,200,44,21.87,15,68,466,,10,0.48,,0.1,14,0.94,40.29,2.08
5049,Lakes & Tanks ,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,2.2,7.18,898,11,12.2,,17,540,,,,,10,5,285,122,27,6.8,0.1,Less than 0.01,210,76,4.86,61,94,566,,12,0.1,,0.1,10,0.08,47.81,2.82
5050,Lakes & Tanks ,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,3.1,7.28,1562,16,46,,21,430,,,,,10,5,400,186,47,5.6,0.1,Less than 0.01,362,73.6,43.25,86,141,968,,6,0.96,,0.1,12,1.38,44.67,3.21
5051,Lakes & Tanks ,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,3.9,7.21,1256,2.1,9,,27,220,,,,,8,5,310,191,49,6.2,0.1,Less than 0.01,395,96,37.66,52,302,763,,37,0.1,,0.1,121,0.1,54,6.6
5052,Lakes & Tanks ,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,3.1,6.84,870,4,5.28,,Less than 1.8,430,,,,,14.27,5,274,87,44,12,0.1,Less than 0.01,255,62,24.3,48,36,539,,12,0.86,,0.1,6,0.81,22.87,0.98
5053,Lakes & Tanks ,"Ramamma Kunta, Gachibowli, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,Lakes & Tanks ,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,4.6,7.06,580,2.1,3.15,,7,33,,,,,6.86,5,175,68,20,8,0.1,Less than 0.01,205,52,18.22,38,44,359,,12,0.11,,0.1,12,0.53,30,1.3
5055,Lakes & Tanks ,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,3.2,7.26,899,3,5.58,,11,110,,,,,8.42,5,185,97,32,12,0.1,Less than 0.01,230,62,18.22,56,50,504,,9,0.86,,0.1,10,0.95,31,1.4
5056,Lakes & Tanks ,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,3.2,7.14,1055,7,14,,21,280,,,,,10,5,274,78,16,4.8,0.1,Less than 0.01,305,66,34.02,56,83,699,,13,0.72,,0.1,11,1.06,36,2.1
5057,Lakes & Tanks ,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,0.3,7.15,1699,8,19.88,,13,430,,,,,20.85,5,367,213,110,20.4,0.1,Less than 0.01,465,98,53.46,128,78,1070,,56,3.8,,0.1,9,0.56,26,1.6
5058,Lakes & Tanks ,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,4.2,7.02,705,4,2.32,,11,540,,,,,12.89,5,225,68,40,10.4,0.1,Less than 0.01,290,72,26.73,42,43,437,,5,0.34,,0.1,5,0.74,23.89,1.1
5059,Lakes & Tanks ,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,4.1,7.24,1063,3,5.68,,17,350,,,,,9.84,5,270,136,20,14,0.1,Less than 0.01,300,76,26.73,84,70,659,,7,0.71,,0.1,10,0.87,33,1.7
5060,Lakes & Tanks ,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,2.9,7.16,1275,4,17.74,,36,430,,,,,12.12,5,275,153,48,18,0.1,Less than 0.01,315,84,25.52,92,87,803,,9,2.62,,0.1,11,1.06,36,2.1
5061,Lakes & Tanks ,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,3.2,7.38,1118,6,14.27,,21,220,,,,,16.83,5,245,102,48,16.8,0.1,Less than 0.01,295,74,26.73,58,41,704,,16,2.6,,0.1,8,0.89,22.52,1.04
5062,Lakes & Tanks ,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,2.8,7.04,1238,14,39,,17,540,,,,,12,5,246,125,45,4,0.1,Less than 0.01,320,44,51.03,91,55,756,,20,0.6,,0.1,6,0.92,26.58,1.33
5063,Lakes & Tanks ,"Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,Ranga Reddy-I,Sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
